security_code,security_name,report_date,notice_date,parent_netprofit,total_operate_income,basic_eps,deduct_basic_eps,bps,weightavg_roe,gross_margin,op_cashflow_ps,netprofit_yoy,revenue_yoy,netprofit_qoq,revenue_qoq,source,retrieved_at_utc
600036,招商银行,2019-12-31,2020-03-21,92867000000,269703000000,3.62,3.59,22.89,16.84,,0.18,15.28,8.5083784273,-41.3077,-10.739,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
600519,贵州茅台,2019-12-31,2020-04-22,41206471014.43,88854337488.76,32.8,32.96,108.271444095118,33.09,91.3027612763,35.990042836057,17.05,15.0972103118,2.359,13.4746,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
601318,中国平安,2019-12-31,2020-02-21,149407000000,1168867000000,8.41,7.84,36.82,24.4,,14.04,39.1,19.6589587565,-37.7881,8.8803,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
000651,格力电器,2020-03-31,2020-04-30,1558013539.01,20908681091.42,0.26,,18.774733894293,1.39,17.4891798341,-1.957012832282,-72.53,-49.0108272302,-39.5919,-52.2982,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
300308,中际旭创,2020-03-31,2020-04-24,153661866.9,1326090400.82,0.2,,9.949844248065,2.19,24.9439589175,-0.479337841215,54.43,51.44,-1.2473,-10.0201,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
300750,宁德时代,2020-03-31,2020-04-28,742043183.2,9030794052.46,0.3406,,17.557846263079,1.93,25.0911332239,1.424900716877,-29.14,-9.53,-32.2955,-30.1688,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
600036,招商银行,2020-03-31,2020-04-30,27795000000,76603000000,1.1,1.11,24.106502775575,4.69,,3.46,10.12,11.4403759147,77.8539,23.6071,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
600519,贵州茅台,2020-03-31,2020-04-28,13093770211.16,25298492025.94,10.42,,118.694734083072,9.18,91.6721549,1.833397087226,16.69,12.5351464849,21.7842,-0.1862,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
601318,中国平安,2020-03-31,2020-04-24,26063000000,328172000000,1.47,,37.756892778993,3.8,,7.24,-42.7,-13.2189728713,31.3659,18.8529,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:44:39+00:00
000651,格力电器,2020-06-30,2020-08-31,6362137377.64,70601726103.23,1.06,1,18.885917931447,5.57,21.1141701268,-0.75097703494,-53.73,-28.2072861354,208.3493,137.667,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
300308,中际旭创,2020-06-30,2020-08-27,365140215.97,3244675971.03,0.51,0.47,10.180343983515,5.13,25.297186892,-0.305744851372,76.13,59.4276580601,37.6258,44.6798,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
300750,宁德时代,2020-06-30,2020-08-27,1937281090.5,18829453132.97,0.8833,0.6277,17.975130625373,4.97,27.1507406759,2.639896928803,-7.86,-7.078573174,61.0739,8.5027,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
600036,招商银行,2020-06-30,2020-08-29,49788000000,148353000000,1.97,1.97,25.36,8.47,,10.08,-1.63,7.2682048575,-20.8743,-6.3353,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
600519,贵州茅台,2020-06-30,2020-07-29,22601655085.51,45634371275.58,17.99,18.05,109.239591005135,15.34,91.4628280346,10.046955535211,13.29,10.8365300089,-27.3862,-19.6162,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
601318,中国平安,2020-06-30,2020-08-28,68683000000,629956000000,3.88,3.9,38.401094091904,9.9,,7.39,-29.7,-1.4392440018,63.5268,-8.0409,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:04+00:00
000651,格力电器,2020-09-30,2020-10-31,13698722043.15,127468124861.97,2.28,,19.075329063459,11.74,23.3651154553,0.504011925239,-38.06,-18.6423676585,52.7143,14.4353,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
300308,中际旭创,2020-09-30,2020-10-29,599875797.65,5204785596.23,0.84,,10.64216512854,8.31,24.9437156614,-0.191191522071,67.62,58.4933688248,10.9975,2.1643,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
300750,宁德时代,2020-09-30,2020-10-28,3356875043.55,31522480929.97,1.5243,,26.339108722066,7.62,27.4059238667,4.424142385025,-3.1,-4.0578205331,18.7708,29.5384,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
600036,招商银行,2020-09-30,2020-10-31,76603000000,221430000000,3.02,3.02,24.554004758128,12.75,,8.71641554322,-0.8234182214,6.5950994079,21.9252,1.8495,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
600519,贵州茅台,2020-09-30,2020-10-26,33827103961.22,69574876860.53,26.93,,118.17586165615,23.2,91.3250001819,19.989688582475,11.07,9.5517895084,18.0646,17.7255,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
601318,中国平安,2020-09-30,2020-10-28,103041000000,917070000000,5.83,,38.82215536105,14.8,,14.459135667396,-20.5,2.7240518353,-19.3853,-4.8611,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:45:55+00:00
000651,格力电器,2020-12-31,2021-04-29,22175108137.32,170497415702.41,3.71,3.39,19.148165624898,18.88,26.1417233686,3.198054849747,-10.21,-14.9674167494,15.5359,-24.3327,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
300308,中际旭创,2020-12-31,2021-04-27,865483550.47,7049590125.44,1.23,1.09,11.062259561382,11.73,25.4288813568,0.030411205141,68.55,48.1729442928,13.1519,-5.8826,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
300750,宁德时代,2020-12-31,2021-04-28,5583338700,50319487700,2.4942,1.9051,27.563003235924,11.27,27.7632677488,7.911615497748,22.43,9.8966214176,56.8381,48.0892,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
600036,招商银行,2020-12-31,2021-03-20,97342000000,290482000000,3.79,3.79,25.36,15.73,,16.71,4.82,7.7044007668,-22.659,-5.5079,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
600519,贵州茅台,2020-12-31,2021-03-31,46697285429.81,97993240501.21,37.17,37.43,128.421443730884,31.41,91.4091884819,41.13131601809,13.33,10.2852638045,14.6518,18.7041,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
601318,中国平安,2020-12-31,2021-02-04,143099000000,1218315000000,8.1,8.12,41.72,20,,17.66,-4.2,4.2304214252,16.59,4.9217,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:46:24+00:00
000651,格力电器,2021-03-31,2021-04-29,3442899755.09,33516630069.67,0.58,,18.772366655173,2.95,24.4258981324,-0.709054827788,120.98,60.3000682976,-59.3825,-22.1074,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
300308,中际旭创,2021-03-31,2021-04-27,133069697.16,1471758423.02,0.19,,11.298708139373,1.67,25.1091509354,-0.184125702131,-13.4,10.9847731429,-49.8999,-20.2214,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
300750,宁德时代,2021-03-31,2021-04-30,1954417200,19166685200,0.8463,,28.17985297864,3.01,27.2795235349,4.707874167378,163.38,112.2369870098,-12.2188,1.9667,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
600036,招商银行,2021-03-31,2021-04-24,32015000000,84751000000,1.27,1.26,29.01,4.89,,-1.28421887391,15.18,10.6366591387,54.371,22.735,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
600519,贵州茅台,2021-03-31,2021-04-28,13954462085.61,28064735731.77,11.11,,139.527590162831,8.29,91.6762838214,-1.182053382564,6.57,10.9344213204,8.4248,-1.2444,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
601318,中国平安,2021-03-31,2021-04-23,27223000000,340308000000,1.54,,42.241739606127,3.5,,3.548796498906,4.5,3.698060773,-32.041,12.9672,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:20+00:00
000651,格力电器,2021-06-30,2021-08-23,9456819352.86,92010964908.47,1.62,1.5,16.342399512868,8.11,23.7373446444,-1.009223988795,48.64,30.3239594652,74.676,74.5233,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
300308,中际旭创,2021-06-30,2021-08-26,340820958.16,3297852391.6,0.48,0.43,11.503871844393,4.22,24.4011064361,0.005173105423,-6.66,1.638882312,56.1221,24.0757,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
300750,宁德时代,2021-06-30,2021-08-26,4483787600,44074560600,1.9416,1.6968,29.522572977448,6.74,27.2556893057,11.05280097297,131.45,134.0724411312,29.4181,29.954,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
600036,招商银行,2021-06-30,2021-08-14,61150000000,168749000000,2.35,2.34,26.598770816812,9.03,,0.25,22.82,13.7482895526,-8.9958,-0.8885,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
600519,贵州茅台,2021-06-30,2021-07-31,24653985551.58,50721582926.18,19.63,19.62,128.75183367004,14.2,91.3784212563,17.289849363667,9.08,11.1477632066,-23.3254,-19.2693,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
601318,中国平安,2021-06-30,2021-08-27,58005000000,635649000000,3.29,3.29,43.317067833698,7.5,,1.1,-15.5,0.9037139102,13.0735,-13.2136,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:47:48+00:00
000651,格力电器,2021-09-30,2021-10-27,15644776516.85,139548983973.32,2.71,,15.341059048633,15.02,24.1321311576,1.074155638377,14.21,9.4775530153,2.8939,-18.7306,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
300308,中际旭创,2021-09-30,2021-10-26,560103356.96,5322086825.93,0.79,,11.986377115658,6.84,24.4448522131,0.494878030394,-6.63,2.2537187658,5.5505,10.8505,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
300750,宁德时代,2021-09-30,2021-10-28,7751145700,73361545500,3.3464,,31.212711255834,11.36,27.5110256504,12.316935381396,130.9,132.727702058,29.1767,17.5812,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
600036,招商银行,2021-09-30,2021-10-23,93615000000,251410000000,3.62,,27.950555114988,13.58,,3.266534496431,22.21,13.5392674886,11.4296,-1.5917,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
600519,贵州茅台,2021-09-30,2021-10-23,37266174159.97,77053154965.96,29.67,,138.79056386858,21.68,91.1914039151,29.256775768848,10.17,10.7485322905,17.8762,16.219,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
601318,中国平安,2021-09-30,2021-10-28,81638000000,904629000000,4.63,,43.32765537586,10.5,,2.720423592043,-20.8,-1.3566030946,-23.2246,-8.9256,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:48:40+00:00
000651,格力电器,2021-12-31,2022-04-30,23063732372.62,189654033523.5,4.04,3.82,17.525098854837,21.34,24.2814230558,0.320293038294,4.01,11.235723276,19.8935,5.4,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
300308,中际旭创,2021-12-31,2022-04-25,876977126.32,7695404805.69,1.21,1.01,14.359461699023,9.98,25.5737676036,1.015828497696,1.33,9.1610245242,44.5049,17.2452,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
300750,宁德时代,2021-12-31,2022-04-22,15931317900,130355796400,6.876,5.8017,36.258544217666,21.52,26.283506408,18.408729265944,185.34,159.0562868548,150.3604,94.6061,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
600036,招商银行,2021-12-31,2022-03-19,119922000000,331253000000,4.61,4.59,29.01,16.96,,7.22,23.2,14.03563732,-18.9681,-3.4091,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
600519,贵州茅台,2021-12-31,2022-03-31,52460144378.16,109464278563.89,41.76,41.84,150.883379032578,29.89,91.5402912604,50.970218342501,12.34,11.705948292,20.4705,23.0884,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
601318,中国平安,2021-12-31,2022-03-18,101618000000,1180444000000,5.77,5.78,44.44,13,,5.12,-29,-3.1084735885,-15.4572,2.5411,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:49:11+00:00
000651,格力电器,2022-03-31,2022-04-30,4003315961.3,35534628960.89,0.68,,16.457236521955,3.83,23.654952362,0.573890363817,16.28,6.0208883979,-46.0394,-29.0797,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
300308,中际旭创,2022-03-31,2022-04-25,217412603.4,2088622649.99,0.27,,14.664232833523,1.87,26.2810836257,1.125188384468,63.38,41.91341577,-31.3883,-11.9957,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
300750,宁德时代,2022-03-31,2022-04-30,1492804600,48678419100,0.6439,,36.558033863337,1.76,14.4845396181,3.035752089194,-23.62,153.97,-81.7509,-14.5907,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
600036,招商银行,2022-03-31,2022-04-23,36022000000,91990000000,1.43,,32.71,4.81,,0.220103092784,12.52,8.5414921358,36.9293,15.2136,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
600519,贵州茅台,2022-03-31,2022-04-27,17244968587.32,33187160227.05,13.73,,164.610215830063,8.7,92.3676761984,-5.473707320447,23.58,18.2521743452,13.4988,2.3944,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
601318,中国平安,2022-03-31,2022-04-30,25758000000,194061000000,1.47,,45.597100656455,3.1,,13.163730853392,-24.1,-42.9748933319,3.3934,10.9222,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:07+00:00
000651,格力电器,2022-06-30,2022-08-31,11466479632.62,95806559360.19,1.94,1.96,16.117845838434,11.09,24.4949628973,2.222390594776,21.25,4.1251544916,86.4245,69.6146,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
300308,中际旭创,2022-06-30,2022-08-26,492455174.4,4231043830.5,0.61,0.55,14.625345446461,4.19,26.7850414697,1.52253370273,44.49,28.2969438316,26.5072,2.5758,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
300750,宁德时代,2022-06-30,2022-08-24,8168034600,112971257900,1.9574,3.0416,57.23123749473,9.11,18.675464089,7.655220242322,82.17,156.318511999,347.1603,32.0767,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
600036,招商银行,2022-06-30,2022-08-20,69420000000,179091000000,2.67,2.67,30.174028548771,9.035,,5.18,13.52,6.1286289104,-7.2844,-5.3147,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
600519,贵州茅台,2022-06-30,2022-08-03,29793908077.83,59443518511.24,23.72,23.69,152.92421395582,14.57,92.1091025759,-0.008887088721,20.85,17.1957085759,-27.2313,-20.884,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
601318,中国平安,2022-06-30,2022-08-24,70725000000,454064000000,4.05,4.06,46.428829321663,8.4,,17.86,3.9,-28.5668663051,91.7659,0.0726,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:50:36+00:00
000651,格力电器,2022-09-30,2022-10-31,18304124152.74,148343664696.65,3.25,,16.996325202029,17.94,25.5401276635,3.988102123224,17,6.3022176679,-8.3814,-12.8332,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
300308,中际旭创,2022-09-30,2022-10-29,852508435.97,6864988244.16,1.06,,14.778475768909,7.2,27.9164872008,1.832399318805,52.21,28.9905345158,30.9082,22.9424,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
300750,宁德时代,2022-09-30,2022-10-22,17591591700,210340240500,4.1502,,61.346502089146,15.98,18.9499569865,10.640547910629,126.95,186.7172972794,41.172,51.4461,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
600036,招商银行,2022-09-30,2022-10-29,106922000000,264833000000,4.15,,31.686597938144,13.67,,5.808643933386,14.21,5.3390875462,12.2882,-1.5603,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
600519,贵州茅台,2022-09-30,2022-10-17,44399815583.54,89785880318.36,35.34,,164.551135967903,21.91,91.8743753793,7.487146537552,19.14,16.5245996196,16.3916,15.562,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
601318,中国平安,2022-09-30,2022-10-27,92781000000,670101000000,5.32,,45.886159737418,11.2,,18.53079868709,-6.3,-25.9253240831,-59.1316,-15.6982,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:51:29+00:00
000651,格力电器,2022-12-31,2023-04-29,24506623782.46,190150672542.13,4.43,4.33,17.181986051509,24.19,26.035460021,5.09081342027,6.26,0.2618657823,-9.2889,-20.4238,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
300308,中际旭创,2022-12-31,2023-04-24,1223990866.18,9641794766.08,1.54,1.31,14.913587446022,10.28,29.3120021536,3.057500257778,39.57,25.2928859435,3.1743,5.4239,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
300750,宁德时代,2022-12-31,2023-03-10,30729163500,328593987500,7.1766,11.8601,67.340951957501,24.67,20.2512464718,25.059766605275,92.89,152.0747036762,39.412,21.4491,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
600036,招商银行,2022-12-31,2023-03-25,138012000000,344783000000,5.26,5.25,32.71,17.06,,22.61,15.08,4.0844913103,-17.0978,-6.7551,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
600519,贵州茅台,2022-12-31,2023-03-31,62717467870.12,127553959355.97,49.93,49.99,157.204574979721,30.26,91.8666548564,29.214026509225,19.55,16.5256474801,25.4056,24.4731,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
601318,中国平安,2022-12-31,2023-03-16,111008000000,880355000000,6.36,6.38,47.55,13.2,,27.32,-17.6,-25.4217057311,-54.8425,-6.871,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:00+00:00
000651,格力电器,2023-03-31,2023-04-29,4109253018.34,35692251272.93,0.73,,18.102325256384,4.14,27.4165805468,2.675202899325,2.65,0.4435738226,-33.7484,-14.6262,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
300308,中际旭创,2023-03-31,2023-04-24,249920270.47,1837163216.03,0.31,,15.455188701599,2.05,29.5494021801,0.624430649518,14.95,-12.0394861159,-32.7235,-33.839,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
300750,宁德时代,2023-03-31,2023-04-21,9822265100,89038465300,2.2407,,76.931767468991,5.8,21.2688454773,8.583891024592,557.97,82.9115795998,-25.2353,-24.7056,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
600036,招商银行,2023-03-31,2023-04-27,38839000000,90636000000,1.54,,34.1253370341,4.6075,,-0.500317208565,7.82,-1.4718991195,24.9244,13.3659,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
600519,贵州茅台,2023-03-31,2023-04-26,20794882754.55,39379301807.75,16.55,,173.759014147788,10,92.5955758567,4.17513571026,20.59,18.6582447499,13.5301,4.2661,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
601318,中国平安,2023-03-31,2023-04-27,38352000000,253778000000,2.17,,50.018161925602,4.3,,11.487199124726,48.9,30.772282942,424.5794,5.5798,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:52:57+00:00
000651,格力电器,2023-06-30,2023-08-31,12673238816.55,99790091594.5,2.26,2.15,18.699278917436,12.23,28.746600632,5.479926923028,10.52,4.157890922,108.4074,79.5848,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
300308,中际旭创,2023-06-30,2023-08-28,613752780.06,4003981244.31,0.77,0.73,16.171833877084,4.87,30.3877104172,1.43944733118,24.63,-5.3665855351,45.5794,17.9437,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
300750,宁德时代,2023-06-30,2023-07-26,20717264500,189246041300,4.7201,3.9992,38.718789505585,12.31,21.6332700641,8.432188355785,153.64,67.5169815915,10.9215,12.5441,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
600036,招商银行,2023-06-30,2023-08-26,75752000000,178460000000,2.93,2.91,33.968279143537,8.775,,3.74,9.12,-0.3523348465,-4.9589,-3.1025,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
600519,贵州茅台,2023-06-30,2023-08-03,35980415090.77,70987206095.38,28.64,28.62,159.939870909701,16.7,91.7980815598,24.189803703652,20.76,19.4195900129,-26.9747,-19.7347,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
601318,中国平安,2023-06-30,2023-08-30,69841000000,488783000000,3.94,3.95,50.419824272378,7.7,,9.17,-1.2,7.6462789387,-17.8948,-7.3974,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:53:25+00:00
000651,格力电器,2023-09-30,2023-10-31,20092107078.67,155812064340.72,3.58,,19.953681436443,18.99,29.2453830853,7.031312168451,9.77,5.0345255117,-13.3713,-12.5993,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
300308,中际旭创,2023-09-30,2023-10-23,1295867879.63,7030290371.6,1.2,,16.902622010069,10.09,31.7465213637,1.797052096633,52.01,2.4079010999,87.4805,39.666,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
300750,宁德时代,2023-09-30,2023-10-20,31145473600,294677250600,7.0958,,40.960939249078,18.25,21.9159138917,11.974303254302,77.05,40.0955185273,-4.2844,5.2128,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
600036,招商银行,2023-09-30,2023-10-28,113890000000,260279000000,4.44,,35.360388580492,13.035,,2.127200634417,6.52,-1.7195742222,3.3186,-6.8375,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
600519,贵州茅台,2023-09-30,2023-10-21,52876217064.12,105315900448.1,42.09,,173.387204504975,24.82,91.7074711036,39.80424660723,19.09,17.2967287002,11.2625,8.6079,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
601318,中国平安,2023-09-30,2023-10-28,87575000000,704938000000,4.94,,49.593794618342,9.8,,17.16902800659,-5.6,5.1987685438,-43.6819,-8.0211,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:19+00:00
000651,格力电器,2023-12-31,2024-04-30,29017387604.18,205018123834.21,5.22,4.96,20.739708959889,26.53,29.427392416,10.014981862087,18.41,7.8187739719,20.3051,-12.1665,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
300308,中际旭创,2023-12-31,2024-04-22,2173527747.77,10717984471.03,2,2.74,17.763522960992,16.58,32.9922768888,2.363060434393,77.58,11.1617155422,28.6674,21.8545,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
300750,宁德时代,2023-12-31,2024-03-16,44121248000,400917045000,10.06,10.7132,44.943443809685,24.04,19.1897341257,21.101445519603,43.58,22.0098541821,24.4296,0.7669,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
600036,招商银行,2023-12-31,2024-03-26,146602000000,339123000000,5.63,5.61,36.71,16.22,,14.19,6.22,-1.6416122605,-14.2273,-3.6361,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
600519,贵州茅台,2023-12-31,2024-04-03,74734071550.75,150560330316.45,59.49,59.51,171.683608749697,34.19,91.9649372414,53.011753181776,19.16,18.0365792459,29.3686,31.7977,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
601318,中国平安,2023-12-31,2024-03-22,85665000000,913789000000,4.84,4.87,49.37,9.7,,20.34,-22.8,3.7977861204,-110.7703,-3.3791,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:54:49+00:00
000651,格力电器,2024-03-31,2024-04-30,4675160247.24,36595551580.44,0.85,,21.580791360982,3.93,28.5421761337,-0.52222621696,13.77,2.5308022758,-47.6189,-25.628,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
300308,中际旭创,2024-03-31,2024-04-22,1009266297.74,4842546924.23,0.93,,19.561650064855,6.82,32.7590848845,0.81026704963,303.84,163.5882801254,14.9952,31.3164,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
300750,宁德时代,2024-03-31,2024-04-16,10509923000,79770779000,2.39,,47.221624634937,5.18,23.2518626902,6.446384445758,7,-10.4086321218,-19.0035,-24.9144,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
600036,招商银行,2024-03-31,2024-04-30,38077000000,86417000000,1.51,,38.402815226011,4.02,,-0.047898493259,-1.96,-4.6548832693,16.4007,9.605,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
600519,贵州茅台,2024-03-31,2024-04-27,24065262374.15,46484738134.23,19.16,,190.839202162709,10.57,92.6133169925,7.313674976258,15.73,18.0435812731,10.0989,2.7414,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
601318,中国平安,2024-03-31,2024-04-24,36709000000,245569000000,2.07,,49.69632070291,4.1,,4.116309719934,-4.3,-3.2347169573,2021.9372,17.581,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:55:46+00:00
000651,格力电器,2024-06-30,2024-08-31,14136119367.6,100286553308.24,2.56,2.51,20.911823368015,11.41,29.3719225785,0.909571543408,11.54,0.4975060207,102.3665,74.0403,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
300308,中际旭创,2024-06-30,2024-08-26,2358421051.42,10798594185.75,2.16,3,14.431688798501,15.45,33.1322785221,0.86347702342,284.26,169.6964228066,33.6768,22.9941,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
300750,宁德时代,2024-06-30,2024-07-27,22864987000,166766834000,5.2,4.5622,44.610080523647,11.39,23.4516594589,10.163881472232,10.37,-11.8782972397,17.5562,9.0575,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
600036,招商银行,2024-06-30,2024-08-30,74743000000,172945000000,2.89,2.88,38.055789056305,7.72,,4.29,-1.33,-3.0903283649,-3.7056,0.1284,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
600519,贵州茅台,2024-06-30,2024-08-09,41695610983.37,83451164646.53,33.19,33.17,173.997764205717,17.63,91.7602847624,29.152919876655,15.88,17.5580350837,-26.7394,-20.4762,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
601318,中国平安,2024-06-30,2024-08-23,74619000000,494966000000,4.21,4.19,51.137177375069,8.1,,17.2,6.8,1.2649785283,3.2717,1.5588,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:56:16+00:00
000651,格力电器,2024-09-30,2024-10-31,21960897001.18,147416090216.09,3.98,,22.436057435532,17.8,29.1187988203,2.257418543195,9.3,-5.3885263379,-17.294,-26.0028,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
300308,中际旭创,2024-09-30,2024-10-23,3752659170.15,17312601820.15,3.42,,15.75560531937,23.68,33.3214470022,1.173658223901,189.59,146.2572796436,3.3416,9.368,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:57:11+00:00
