security_code,security_name,report_date,notice_date,parent_netprofit,total_operate_income,basic_eps,deduct_basic_eps,bps,weightavg_roe,gross_margin,op_cashflow_ps,netprofit_yoy,revenue_yoy,netprofit_qoq,revenue_qoq,source,retrieved_at_utc
600036,招商银行,2009-03-31,2010-04-29,4208000000,11935000000,0.22,0.22,5.587203372544,5.21,,1.734480179506,-33.4071846811,-12.9594515753,102.5024,-6.6411,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:31+00:00
600519,贵州茅台,2009-03-31,2010-04-26,1217009471.66,2512537167.2,1.29,1.29,13.203622576955,,89.9922541166,-0.138551277018,39.3489187214,26.0367048028,85.882,43.1508,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:31+00:00
601318,中国平安,2009-03-31,2010-04-30,2346000000,35273000000,0.32,0.22,11.27,0,,1.78,-51.7283950617,-8.17192544,19.605,55.5456,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:31+00:00
000651,格力电器,2009-06-30,2010-08-19,1231677662.15,20057292004.46,0.6556,0.63,4.38175105533,14.96,25.3145633756,10.48,29.1844357592,-19.8300850775,22.2297,21.1614,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:42+00:00
600036,招商银行,2009-06-30,2010-08-19,8262000000,24673000000,0.43,0.55,5.72,10.08,,1.33,-37.6217440544,-14.1808695652,-3.6597,6.7281,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:42+00:00
600519,贵州茅台,2009-06-30,2010-08-12,2790276484.1,5546006031.29,2.96,2.96,13.714572157427,22.08,90.4143599318,0.58,24.590327721,20.0507663048,29.2732,20.7333,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:42+00:00
601318,中国平安,2009-06-30,2010-08-25,7477000000,73113000000,1.02,0.6,12.3,5.1,,7.81,5.2802027598,2.2774008533,65.8716,0.289,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:42+00:00
000651,格力电器,2009-09-30,2010-10-22,1991883865.49,30676230187.04,0.7069,0,4.8,,25.1881159525,11.84,41.9700111898,-12.6342806032,12.2173,-3.3607,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:55+00:00
600036,招商银行,2009-09-30,2010-10-30,13078000000,37832000000,0.68,0.68,4.58,,,2.75,-31.1647981473,-11.0337691656,18.7963,3.3051,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:55+00:00
600519,贵州茅台,2009-09-30,2010-10-29,3786951421.67,7807202385.78,4.01,4.01,14.77,,90.4804882131,2.2,20.4210432979,20.3604653708,-36.6493,-25.4584,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:55+00:00
601318,中国平安,2009-09-30,2010-10-28,11722000000,108809000000,1.6,0.93,12.32,0,,8.74,1762.695035461,4.4071927535,-4.9779,-10.0605,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:55:55+00:00
000651,格力电器,2009-12-31,2011-03-24,2913450350.15,42637291053.26,1.03,0.98,5.31,33.48,24.7346783134,5.03,48.1526773866,1.0369154547,21.2259,12.639,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:10+00:00
300308,中际旭创,2009-12-31,2012-03-16,31271556.39,90373718.04,0.69,0.69,8.24,34.64,49.7693933872,3.28,2.6049920935,2.0082003857,,,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:10+00:00
600036,招商银行,2009-12-31,2011-04-01,18235000000,51446000000,0.95,0.93,4.85,21.18,,2.25,-13.4838923946,-6.9827149779,7.0806,3.4577,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:10+00:00
600519,贵州茅台,2009-12-31,2011-03-21,4312446124.73,9669999065.39,4.57,4.15,15.33,33.55,90.1688423252,4.48,13.5009393605,17.3303566385,-47.2752,-17.619,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:10+00:00
601318,中国平安,2009-12-31,2010-04-17,13883000000,147835000000,1.89,1.86,11.57,18.5,,12.7,879.0550070522,36.2333665082,170.0427,-125.9609,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:10+00:00
000651,格力电器,2010-03-31,2010-04-29,639055440.08,10226560028.52,0.2268,,5.644666009728,6.21,21.401052377,1.27,15.3037912516,12.7630082694,-30.6555,-14.5012,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:25+00:00
600036,招商银行,2010-03-31,2010-04-29,5909000000,15620000000,0.3,0.3,5.595399252142,5.68,,1.05,40.4230038023,30.8755760369,14.5821,14.7348,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:25+00:00
600519,贵州茅台,2010-03-31,2010-04-26,1265662575.41,3039906100.41,1.34,1.34,16.67,8.38,90.2830283988,0.87,3.9977588411,20.9894977911,140.8516,63.1904,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:25+00:00
601318,中国平安,2010-03-31,2010-04-30,4551000000,52148000000,0.62,0.62,12.21,5.2,,3.09,93.989769821,47.8411249398,-34.6027,502.3145,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:25+00:00
000651,格力电器,2010-06-30,2010-08-19,1572612163.06,25145068006.19,0.8371,0.76,5.637985882622,14.64,16.2664085672,0.68,27.6804972102,25.3662159408,46.0838,45.88,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:37+00:00
600036,招商银行,2010-06-30,2010-08-19,13203000000,32934000000,0.65,0.65,5.785836770635,11.955,,-0.07,59.8039215686,33.4819438252,23.4388,10.8451,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:37+00:00
600519,贵州茅台,2010-06-30,2010-08-12,3099757305.23,6587266362.78,3.28,3.29,17.426718741015,19.58,91.3592346327,1.87,11.0914034109,18.7749585128,44.9118,16.6931,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:37+00:00
601318,中国平安,2010-06-30,2010-08-25,9611000000,93818000000,1.3,1.3,13.750784929356,10.6,,8.76,28.5408586331,28.3191771641,11.1844,-20.0928,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:37+00:00
000651,格力电器,2010-09-30,2010-10-22,2890076142.85,44296756620.27,1.0256,0,4.2483,25.83,20.1298105094,0.3388,45.0926026824,44.4009135092,41.1231,28.3754,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:53+00:00
600036,招商银行,2010-09-30,2010-10-30,20585000000,51298000000,0.99,0.98,6.17,17.61,,1.39,57.4017433858,35.5942059632,1.2065,6.0645,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:53+00:00
600519,贵州茅台,2010-09-30,2010-10-29,4174173993.26,9327577784.12,4.02,4.42,18.57,26,91.1949794841,4.2,10.2251792662,19.4740103204,-41.4198,-22.7507,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:53+00:00
601318,中国平安,2010-09-30,2010-10-28,12756000000,138226000000,1.71,1.71,14.52,13.03,,13.31,8.8210203037,27.0354474354,-37.8458,6.5707,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:56:53+00:00
000651,格力电器,2010-12-31,2011-03-24,4275721624.27,60807242452.83,1.52,1.43,4.720752297244,36.51,21.5490461697,0.218601615351,46.7580054711,42.6151637469,5.1752,-13.791,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:57:06+00:00
300308,中际旭创,2010-12-31,2012-03-16,41915851.77,123547125.31,0.89,0.89,3.11,33.96,50.7962246491,0.65,34.038265468,36.7069187696,,,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:57:06+00:00
600036,招商银行,2010-12-31,2011-04-01,25769000000,71377000000,1.23,1.22,6.21,21.75,,0.41,41.3161502605,38.7415931268,-29.7751,9.3389,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:57:06+00:00
600519,贵州茅台,2010-12-31,2011-03-21,5051194218.26,11633283740.18,4.87,4.86,19.494356919686,30.91,90.9489735218,6.570752828534,17.1306045841,20.3028424461,-18.3724,-15.8597,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:57:06+00:00
601318,中国平安,2010-12-31,2011-03-30,17311000000,189439000000,2.3,2.3,14.66,17.3,,18.22,24.6920694374,28.1421855447,44.8331,15.3238,eastmoney RPT_LICO_FN_CPD,2026-08-08T11:57:06+00:00
000651,格力电器,2011-03-31,2011-04-22,934723831.59,17274079993.8,0.3108,,5.056603401454,6.78,16.4503991865,1.05,46.2664696936,68.913886445,-32.5424,4.6249,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:45+00:00
300308,中际旭创,2011-03-31,2012-04-25,12169173.13,38983886.98,0.24,,,,47.9856861364,,,,,,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:45+00:00
600036,招商银行,2011-03-31,2011-04-29,8810000000,22323000000,0.41,0.41,6.62,6.4475,,0.25,49.0946014554,42.9129321383,69.946,11.1759,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:45+00:00
600519,贵州茅台,2011-03-31,2011-04-23,1883994974.93,4220589097.94,1.81,1.99,21.49,9.74,90.7107019451,3.61,48.8544428455,38.8394561717,114.8177,83.0498,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:45+00:00
601318,中国平安,2011-03-31,2011-04-28,5814000000,73915000000,0.76,0.76,15.55,5,,7.65,27.7521423863,41.7408146046,27.64,44.3286,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:45+00:00
000651,格力电器,2011-06-30,2011-07-27,2207523014.15,40239204543.66,0.78,0.78,5.2,16.29,15.5107976084,2,40.3730090612,60.028219187,36.1685,32.9456,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:59+00:00
300308,中际旭创,2011-06-30,2012-08-18,23630777.77,85179461.41,0.47,0.47,3.59,14.11,49.8642074356,0.44,,,-5.8144,18.4991,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:59+00:00
600036,招商银行,2011-06-30,2011-08-31,18600000000,46056000000,0.86,0.86,6.74,13.31,,4.08,40.8770733924,39.8433230097,11.1237,6.3164,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:59+00:00
600519,贵州茅台,2011-06-30,2011-08-31,4907177141.53,9825823427.08,4.73,5.2,22.39,23.53,91.3994745029,5.65,58.3084305746,49.1639002576,60.4666,32.8069,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:59+00:00
601318,中国平安,2011-06-30,2011-08-18,12757000000,129749000000,1.67,1.67,16.97,10.9,,10.21,32.7333263968,38.2986207338,19.4186,-24.4619,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:34:59+00:00
000651,格力电器,2011-09-30,2011-10-28,3772549848.32,64074612708.61,1.34,,5.715996926703,26.53,17.3511875212,2.261659834786,30.5346178388,44.648542235,22.9594,3.7896,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:14+00:00
300308,中际旭创,2011-09-30,2012-10-26,35584662.51,128203224.31,0.71,,,,50.913736508,,,,4.295,-6.8661,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:14+00:00
600036,招商银行,2011-09-30,2011-10-29,28388000000,70290000000,1.32,1.3,7.13,19.72,,2.85,37.9062424095,37.0228858825,-0.0204,2.111,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:14+00:00
600519,贵州茅台,2011-09-30,2011-10-18,6569084644.22,13642075480.07,6.33,6.33,21.96,31.34,91.5273367504,8.69,57.3744806716,46.2552850891,-45.0279,-31.9163,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:14+00:00
601318,中国平安,2011-09-30,2011-10-27,14519000000,185329000000,1.88,1.88,15.3,12.64,,10.8,13.8209470053,34.0768017594,-74.6219,-0.4549,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:14+00:00
000651,格力电器,2011-12-31,2012-04-25,5236938608.43,83517252467.96,1.86,1.81,6.24824731432,34,18.0665906474,1.191019337484,22.4808130329,37.3475413439,-6.4304,-18.4296,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:29+00:00
300308,中际旭创,2011-12-31,2013-03-19,51210408.65,162079174.21,1.02,1,4.1381,28.25,50.1843987461,0.6604,22.1743242413,31.1881387797,30.7169,-21.2622,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:29+00:00
600036,招商银行,2011-12-31,2012-03-29,36129000000,96157000000,1.67,1.66,7.65,24.17,,4.69,40.2033451046,34.7170657215,-20.9134,6.7385,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:29+00:00
600519,贵州茅台,2011-12-31,2012-04-11,8763145910.23,18402355207.3,8.44,8.44,24.0721069285,40.39,91.5704595494,9.775342127117,73.486615869,58.1871088018,32.0207,24.737,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:29+00:00
601318,中国平安,2011-12-31,2012-03-16,19475000000,248915000000,2.5,2.5,16.53,16,,9.52,12.5007220842,31.3958582974,181.2713,14.4045,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:29+00:00
000651,格力电器,2012-03-31,2012-04-27,1173642861.06,20088107125.92,0.39,,7.321791932578,5.48,22.4915717402,6.192956619111,25.5603870786,16.2904602337,-19.8544,3.3199,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:52+00:00
300308,中际旭创,2012-03-31,2012-04-25,15215209.05,51058602.99,0.3,0,7.796300622619,7.09,49.2484475631,-0.21,25.0307550682,30.9736071629,-2.6273,50.7223,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:52+00:00
600036,招商银行,2012-03-31,2012-04-28,11643000000,28385000000,0.54,0.54,8.214997450989,6.8,,0.13,32.1566401816,27.1558482283,50.4069,9.7344,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:52+00:00
600519,贵州茅台,2012-03-31,2012-04-26,2969215795.73,6015967741.62,2.86,2.86,26.93,11.21,91.9870675861,1.29,57.6021080332,42.5385793788,35.3297,26.3785,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:52+00:00
601318,中国平安,2012-03-31,2012-04-28,6064000000,86504000000,0.77,0.77,17.755684689237,4.5,,13.82,4.2999656003,17.0317256308,22.3567,36.0425,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:35:52+00:00
000651,格力电器,2012-06-30,2012-08-24,2871139747.74,48303311640.12,0.96,0.93,7.379991921437,13.21,22.8621616365,5.206764540988,30.0615997811,20.0404237308,44.6349,40.4573,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:06+00:00
300308,中际旭创,2012-06-30,2012-08-18,22883984.19,85337060.13,0.39,0.39,7.711326498425,6.27,49.6188779359,-0.43,-3.1602581484,0.1850196249,-49.598,-32.8645,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:06+00:00
600036,招商银行,2012-06-30,2012-08-18,23374000000,57119000000,1.08,1.08,8.404643833712,13.5,,11.98,25.6666666667,24.0207573389,0.7816,1.2295,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:06+00:00
600519,贵州茅台,2012-06-30,2012-08-10,6995721596.41,13264437836.41,6.74,6.74,26.813554592855,24.56,92.0113814318,4.295699681491,42.561016133,34.9956869757,35.6084,20.4872,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:06+00:00
601318,中国平安,2012-06-30,2012-08-24,13959000000,159531000000,1.76,1.77,18.539919151086,10,,25.84,9.422277965,22.9535487749,30.1946,-15.5796,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:06+00:00
000651,格力电器,2012-09-30,2012-10-31,5332178752.11,77164559079.8,1.79,,8.21,23.51,24.8141076424,6.11,41.3415055201,20.4292243337,44.9805,2.2897,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:20+00:00
300308,中际旭创,2012-09-30,2012-10-26,29194948.45,106872771.62,0.24,,7.81,7.03,49.5267779133,-0.32,-17.9563711141,-16.6380001789,-17.7057,-37.1742,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:20+00:00
600036,招商银行,2012-09-30,2012-10-30,34786000000,85181000000,1.61,1.6,8.846595912314,19.545,,0.5,22.5376919825,21.18509034,-2.7356,-2.3387,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:20+00:00
600519,贵州茅台,2012-09-30,2012-10-26,10420059216.87,19931438600.48,10.04,10.11,30.109791873924,36.16,91.8276042461,7.283481982797,58.6226967868,46.1026852519,-14.9551,-8.022,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:20+00:00
601318,中国平安,2012-09-30,2012-10-31,16085000000,226436000000,2.03,2.04,18.468671045983,11.55,,20.32,10.7858667952,22.1805545813,-73.0716,-8.3832,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:20+00:00
000651,格力电器,2012-12-31,2013-04-27,7379666345.09,100110108848.26,2.47,2.34,8.891067418781,31.38,26.2929107455,6.120202730106,40.9156550587,19.8675793204,-16.8039,-20.497,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:36+00:00
300308,中际旭创,2012-12-31,2013-03-19,28775877.57,116659627.85,0.46,0.43,7.8134,6.59,48.6865647669,-0.1991,-43.8085375052,-28.0230613102,-106.6404,-54.5552,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:36+00:00
600036,招商银行,2012-12-31,2013-03-29,45268000000,113367000000,2.1,2.07,9.28,24.78,,11.57,25.2954690138,17.8978129517,-8.1486,0.4419,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:36+00:00
600519,贵州茅台,2012-12-31,2013-03-29,13308079612.88,26455335152.99,12.82,11.74,32.893769985629,45,92.2726117173,11.482893726762,51.8641792481,43.7605939836,-15.6619,-2.1465,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:36+00:00
601318,中国平安,2012-12-31,2013-03-15,20050000000,299372000000,2.53,2.54,20.16,13.8,,35.48,2.9525032092,20.2707751642,86.5005,9.0143,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:36:36+00:00
000651,格力电器,2013-03-31,2013-04-27,1335195414.09,22293055979.14,0.45,,9.326540647017,4.88,29.6273855443,5.324025971572,13.765052248,10.9763893601,-34.7886,-2.8437,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:02+00:00
300308,中际旭创,2013-03-31,2013-04-19,13782446.32,17668036.47,0.21,,8.024670466477,2.61,46.5275413822,0.1095,-9.4166483371,-65.3965533028,3388.8103,80.5282,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:02+00:00
600036,招商银行,2013-03-31,2013-04-27,13021000000,30849000000,0.6,0.6,9.93636742828,6.2775,,0.13,11.835437602,8.6806411837,24.2106,9.448,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:02+00:00
600519,贵州茅台,2013-03-31,2013-04-18,3593098133.67,7165785851.61,3.46,3.63,36.354728715011,10,93.2858552348,0.761167537681,21.0116872892,19.1127705362,24.4139,9.839,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:02+00:00
601318,中国平安,2013-03-31,2013-04-27,7393000000,103136000000,0.93,0.93,21.277412834765,4.5,,7.67,21.9162269129,19.2268565615,86.4565,41.4062,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:02+00:00
000651,格力电器,2013-06-30,2013-08-21,4015343809.77,53489347137.58,1.33,1.08,9.199196982934,14.25,27.6051256185,5.236918232086,39.8519111768,10.736397405,100.7308,39.9373,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:17+00:00
300308,中际旭创,2013-06-30,2013-08-20,17387605.38,37402861.12,0.23,0.08,4.435461768162,3.29,44.4294362046,0.187,-24.0184522256,-56.170436311,-73.8424,11.6979,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:17+00:00
600036,招商银行,2013-06-30,2013-08-17,26271000000,64057000000,1.22,1.21,10.53,12.73,,-2.3,12.3941131171,12.1465711935,1.7587,7.6469,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:17+00:00
600519,贵州茅台,2013-06-30,2013-08-31,7247944730.16,14137431736.59,6.35,6.52,33.456165051937,19.19,93.399097936,5.023237306546,3.605391242,6.5814617321,1.7185,-2.7093,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:17+00:00
601318,中国平安,2013-06-30,2013-08-30,17910000000,189474000000,2.26,2.29,21.823648307226,10.7,14.5539757434,13.37,28.3043197937,18.7693927826,42.2562,-16.2872,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:17+00:00
000651,格力电器,2013-09-30,2013-10-28,7578696167.3,88759400095.42,2.52,,10.406085543413,25.97,29.605553675,6.523061016484,42.1313222911,15.0261222949,32.9535,13.0585,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:35+00:00
300308,中际旭创,2013-09-30,2013-10-25,18189365.04,60869092.03,0.15,,4.443106944403,3.45,43.3931909925,0.320349830008,-37.6968756388,-43.0452760723,-77.7608,18.9077,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:35+00:00
600036,招商银行,2013-09-30,2013-10-30,39498000000,97531000000,1.83,1.82,10.195360824742,18.4425,,0.26,13.5456792963,14.4985384065,-0.1736,0.801,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:35+00:00
600519,贵州茅台,2013-09-30,2013-10-16,11070194524.15,22002381371.16,9.69,,37.133032063428,29.55,93.4314195265,8.905120460142,6.2392669154,10.3903326408,4.5803,12.8134,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:35+00:00
601318,中国平安,2013-09-30,2013-10-26,23339000000,274483000000,2.95,,22.735346134411,13.67,,26.38,45.0979173143,21.2187991309,-48.3788,-1.5393,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:35+00:00
000651,格力电器,2013-12-31,2014-04-25,10870068311.47,120043070005.5,3.61,2.96,11.466565725658,35.77,33.0357514025,4.31197385417,47.297557954,19.9110373433,-7.6157,-11.3025,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:50+00:00
300308,中际旭创,2013-12-31,2014-04-25,14240927.06,90526150.4,0.12,0.02,4.410926422346,2.72,40.5109688393,0.301149983917,-50.510885288,-22.4014750704,-592.4715,26.3819,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:50+00:00
600036,招商银行,2013-12-31,2014-03-29,51743000000,132604000000,2.3,2.28,10.53,23.12,,4.72,14.3037023946,16.9687828028,-7.4242,4.7768,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:50+00:00
600519,贵州茅台,2013-12-31,2014-03-25,15136639784.35,31070596222.23,13.25,12.3,41.054746275029,39.43,92.9049401569,12.189624980177,13.7402256724,17.4454832742,6.3888,15.2991,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:50+00:00
601318,中国平安,2013-12-31,2014-03-14,28154000000,362631000000,3.56,1.79,11.54,16.4,,14.4,40.4189526185,21.1305666529,-11.3096,3.6926,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:37:50+00:00
000651,格力电器,2014-03-31,2014-04-29,2254662950.95,25010144434.62,0.75,,12.218545283428,6.33,35.0031648204,7.021487299316,68.8638926675,12.188048413,-31.5104,-20.0537,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:37+00:00
300308,中际旭创,2014-03-31,2014-04-25,4636902.66,38360695.85,0.04,,4.450723665317,0.87,34.2244125637,0.0394,-66.3564613107,117.1191796844,217.4364,29.3476,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:37+00:00
600036,招商银行,2014-03-31,2014-04-29,14945000000,40871000000,0.59,0.59,11.234536082474,5.4475,,2.25,14.7761308655,32.4872767351,22.0498,16.5312,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:37+00:00
600519,贵州茅台,2014-03-31,2014-04-25,3699386271.72,7581739634.14,3.24,,44.585338198983,8.32,93.195341752,0.167519799765,2.9581195419,5.8047196936,-9.0265,-16.3921,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:37+00:00
601318,中国平安,2014-03-31,2014-04-29,10809000000,131154000000,1.37,,24.455027791814,5.7,,13.93,46.205870418,27.1660719826,124.486,48.7884,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:37+00:00
000651,格力电器,2014-06-30,2014-08-26,5718152909.97,58930180255.83,1.9,2.12,11.898141636571,15.27,33.2037406566,6.418309744989,42.4075541441,10.1718069287,53.6145,35.6251,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:54+00:00
300308,中际旭创,2014-06-30,2014-08-25,-2993586.95,58185324.15,-0.02,-0.05,4.365062122561,-0.57,32.7570289045,0.1793,-117.2167868121,55.563832305,-264.5601,-48.3205,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:54+00:00
600036,招商银行,2014-06-30,2014-08-30,30459000000,84260000000,1.21,1.2,11.33766851705,10.745,,16.208564631245,15.9415324883,31.5390979909,3.8073,6.1608,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:54+00:00
600519,贵州茅台,2014-06-30,2014-08-29,7229853849.52,14615639258.11,6.33,6.35,39.647245152111,15.64,93.1045321555,3.755473607222,-0.2496001462,3.3825629041,-4.5661,-7.2258,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:54+00:00
601318,中国平安,2014-06-30,2014-08-20,21362000000,236336000000,1.35,1.34,26.084891359272,10.9,,8.48,19.2741485204,24.7326810011,-2.3684,-19.8027,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:38:54+00:00
000651,格力电器,2014-09-30,2014-10-31,9827546713.86,100019300602.84,1.63,,13.244822401867,25.91,35.534423183,7.270319645466,29.6733171104,12.6858681957,18.6489,21.1353,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:19+00:00
300308,中际旭创,2014-09-30,2014-10-27,3430784.59,80071890.51,0.03,,4.418107606203,0.65,31.5027885183,0.088057573371,-81.1385137279,31.547699891,184.1934,10.4009,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:19+00:00
600036,招商银行,2014-09-30,2014-10-30,45804000000,125027000000,1.82,1.8,11.97125297383,15.9975,,5.99,15.965365335,28.1920620111,-1.0893,-6.043,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:19+00:00
600519,贵州茅台,2014-09-30,2014-10-30,10693329220.86,22173257722.32,8.51,,42.680066025124,23.02,92.6637192752,6.724527752124,-3.4043241288,0.7766266218,-1.8975,7.4456,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:19+00:00
601318,中国平安,2014-09-30,2014-10-29,31687000000,344360000000,2,,27.624810510359,15.7,,7.08,35.7684562321,25.4576786176,-2.1605,2.702,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:19+00:00
000651,格力电器,2014-12-31,2015-04-28,14155167229.36,140005393975.58,2.35,4.7,14.679065842573,35.23,36.100255058,6.296546800985,30.2215112524,16.6293014409,5.3104,-2.6845,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
300308,中际旭创,2014-12-31,2015-04-25,8165506.53,118746206.93,0.04,0.01,2.522824849591,1.54,32.4610192835,0.042195252506,-42.66169263,31.1733752129,-26.3006,76.7034,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
300750,宁德时代,2014-12-31,2017-11-10,54425751.28,866786361.55,,,1.2844162402,23.72,25.733740628,-0.69452201035,,,,,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
600036,招商银行,2014-12-31,2015-03-19,55911000000,165863000000,2.22,2.2,12.47,19.28,,10.79,8.0551958719,25.0814455069,-34.1349,0.1693,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
600519,贵州茅台,2014-12-31,2015-04-21,15349804322.27,32217213741.08,12.22,12.36,46.786774097757,31.96,92.5934128531,11.061772819742,1.408268552,3.6903621374,34.4452,32.8984,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
601318,中国平安,2014-12-31,2015-03-20,39279000000,462882000000,2.47,2.46,16.28,18.3,,10.69,39.5148113945,27.6454577794,-26.4697,9.7182,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:39:37+00:00
