security_code,security_name_current,year,signals,evidence,is_delisted,resolution,original_source,detected_at_utc,in_judgment_queue
002161,远望谷,2017,B,FY 加权ROE -3.02 与归母净利 0.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002174,游族网络,2013,B,Q3 加权ROE -5.47 与归母净利 2.00亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002176,江特电机,2019,B,Q3 加权ROE -2.58 与归母净利 0.06亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002180,奔图科技,2010,B,FY 加权ROE -3.73 与归母净利 0.27亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002181,粤传媒,2014,B,FY 加权ROE -12.03 与归母净利 2.30亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002188,中天服务,2019,B,FY 加权ROE -142.91 与归母净利 5.16亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002188,中天服务,2021,B,FY 加权ROE -645.96 与归母净利 1.49亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002193,ST如意,2014,B,FY 加权ROE 1.59 与归母净利 -0.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002198,ST嘉应,2020,B,FY 加权ROE -16.87 与归母净利 0.20亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002210,飞马国际,2018,A,年报营收410.49亿<三季报累计420.01亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002211,ST宏达,2020,B,FY 加权ROE -55.27 与归母净利 0.50亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002217,ST合力泰,2012,B,FY 加权ROE 47.71 与归母净利 -0.12亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002217,ST合力泰,2013,B,Q3 加权ROE -6.64 与归母净利 0.72亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002217,ST合力泰,2024,B,FY 加权ROE -23.62 与归母净利 15.19亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002260,德奥退,2021,A,年报营收6.15亿<三季报累计6.41亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002263,大东南,2012,B,Q3 加权ROE 1.57 与归母净利 -0.09亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002265,建设工业,2020,B,FY 加权ROE 9.93 与归母净利 -0.59亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002288,*ST超华,2023,A,年报营收6.77亿<三季报累计7.61亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002295,精艺股份,2022,A,年报营收26.47亿<三季报累计39.15亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002306,ST云网,2014,B,Q1 加权ROE -1.15 与归母净利 0.20亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002306,ST云网,2015,B,FY 加权ROE -122.27 与归母净利 0.66亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002310,东方新能,2022,A,年报营收34.09亿<三季报累计34.87亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002310,东方新能,2023,A,年报营收5.69亿<三季报累计17.59亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002313,日海智能,2025,B,FY 加权ROE 480.2 与归母净利 -2.28亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002316,亚联发展,2022,B,FY 加权ROE 74.15 与归母净利 -0.92亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002323,*ST雅博,2018,A+B,年报营收2.29亿<三季报累计3.08亿；Q3 加权ROE -4.76 与归母净利 0.03亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002341,ST新纶,2016,B,FY 加权ROE 3.42 与归母净利 -0.29亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002354,天娱数科,2010,B,Q1 加权ROE 2.02 与归母净利 -0.03亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002359,北讯退,2018,A,年报营收26.96亿<三季报累计27.82亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002359,北讯退,2019,A,年报营收2.87亿<三季报累计4.92亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002366,融发核电,2018,B,Q3 加权ROE -19.61 与归母净利 3.36亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002370,亚太药业,2019,A,年报营收7.09亿<三季报累计7.25亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002373,千方科技,2012,B,FY 加权ROE 59.06 与归母净利 -0.60亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002373,千方科技,2013,B,Q3 加权ROE -21.3 与归母净利 1.22亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002379,宏桥控股,2023,B,FY 加权ROE 18.92 与归母净利 -1.45亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002383,合众思壮,2021,B,FY 加权ROE -5.63 与归母净利 2.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002386,天原股份,2015,B,Q1 加权ROE 1.49 与归母净利 -0.59亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002386,天原股份,2016,B,Q1 加权ROE 1.38 与归母净利 -0.54亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002388,新亚制程,2009,B,FY 加权ROE -14.94 与归母净利 0.31亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002389,航天彩虹,2016,A,年报营收5.15亿<三季报累计8.67亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002411,必康退,2015,B,Q3 加权ROE -2.34 与归母净利 2.52亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002417,深南退,2021,A,年报营收1.06亿<三季报累计1.19亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002420,毅昌科技,2023,B,Q3 加权ROE 6.33 与归母净利 -0.40亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002423,中粮资本,2017,B,FY 加权ROE 5.98 与归母净利 -2.58亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002424,ST百灵,2019,B,FY 加权ROE 7.13 与归母净利 -0.15亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002424,ST百灵,2020,B,FY 加权ROE 3.84 与归母净利 -0.52亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002427,尤夫股份,2022,B,FY 加权ROE -338.93 与归母净利 5.17亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002433,太安退,2022,A,年报营收6.46亿<三季报累计6.98亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002447,晨鑫退,2019,A,年报营收0.67亿<三季报累计0.69亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002450,康得退,2015,A+B,年报营收24.79亿<三季报累计52.80亿；FY 加权ROE 26.16 与归母净利 -14.52亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002450,康得退,2016,A+B,年报营收28.69亿<三季报累计71.57亿；FY 加权ROE 17.32 与归母净利 -17.55亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002450,康得退,2017,A+B,年报营收25.60亿<三季报累计94.51亿；FY 加权ROE 14.77 与归母净利 -24.60亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002450,康得退,2018,A,年报营收27.25亿<三季报累计108.35亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002459,晶澳科技,2019,B,Q3 加权ROE -3.16 与归母净利 6.97亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002470,金正大,2015,A,年报营收152.85亿<三季报累计162.35亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002470,金正大,2016,A+B,年报营收102.63亿<三季报累计174.17亿；FY 加权ROE 12.03 与归母净利 -0.28亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002470,金正大,2018,A,年报营收154.82亿<三季报累计212.53亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002473,圣莱退,2021,A,年报营收0.12亿<三季报累计0.42亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002477,雏鹰退,2018,B,Q1 加权ROE -2.05 与归母净利 3.57亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002485,ST雪发,2021,A,年报营收14.76亿<三季报累计17.08亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002496,辉丰股份,2016,A,年报营收31.16亿<三季报累计34.07亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002498,汉缆股份,2011,B,Q1 加权ROE -2.4 与归母净利 0.80亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002499,科林退,2018,A,年报营收0.83亿<三季报累计1.37亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002504,*ST弘高,2014,B,Q3 加权ROE -3.72 与归母净利 1.56亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002506,协鑫集成,2011,A,年报营收23.87亿<三季报累计27.28亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002506,协鑫集成,2012,A,年报营收16.38亿<三季报累计20.98亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002506,协鑫集成,2014,B,FY 加权ROE -90.1 与归母净利 26.94亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002512,ST达华,2023,B,FY 加权ROE 61.82 与归母净利 -3.56亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002519,银河电子,2024,A,年报营收5.29亿<三季报累计8.13亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002529,海源复材,2019,A,年报营收2.18亿<三季报累计2.44亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002529,海源复材,2024,B,FY 加权ROE 43.27 与归母净利 -1.60亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002558,巨人网络,2015,B,Q3 加权ROE -3.6 与归母净利 2.22亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002564,天沃科技,2018,B,FY 加权ROE 2.23 与归母净利 -7.29亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002564,天沃科技,2019,B,FY 加权ROE 1.14 与归母净利 -0.32亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002577,雷柏科技,2011,B,Q3 加权ROE -7.93 与归母净利 0.79亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002607,中公教育,2017,A,年报营收40.31亿<三季报累计46.27亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002608,江苏国信,2014,A+B,年报营收25.14亿<三季报累计30.26亿；FY 加权ROE 1.59 与归母净利 -17.71亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002619,*ST艾格,2020,A,年报营收1.82亿<三季报累计2.03亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002619,*ST艾格,2021,A,年报营收0.14亿<三季报累计0.45亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002624,完美世界,2014,B,Q3 加权ROE -5.5 与归母净利 0.09亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002624,完美世界,2015,B,Q3 加权ROE 1.56 与归母净利 -1.20亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002665,ST航高,2021,A,年报营收7.19亿<三季报累计7.80亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002668,TCL智家,2021,B,Q3 加权ROE 10.1 与归母净利 -1.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002670,国盛证券,2025,A,年报营收17.87亿<三季报累计18.56亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002678,珠江钢琴,2014,B,Q3 加权ROE -2.43 与归母净利 1.22亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002684,猛狮退,2018,A,年报营收11.00亿<三季报累计11.45亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002684,猛狮退,2019,B,FY 加权ROE -602.23 与归母净利 1.52亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002711,欧浦退,2021,A,年报营收0.46亿<三季报累计0.83亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002713,东易日盛,2025,B,FY 加权ROE -3.35 与归母净利 0.36亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002716,湖南白银,2020,B,FY 加权ROE -41.26 与归母净利 2.22亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002717,*ST岭南,2025,A,年报营收1.12亿<三季报累计2.53亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002721,金一文化,2023,B,FY 加权ROE -27.25 与归母净利 6.65亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002726,ST龙大,2024,B,Q1 加权ROE 2.29 与归母净利 -0.30亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002726,ST龙大,2025,B,H1 加权ROE 2.61 与归母净利 -2.63亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002736,国信证券,2004,A,年报营收4.12亿<三季报累计4.25亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002740,*ST爱迪,2019,B,FY 加权ROE 22.71 与归母净利 -3.00亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002766,索菱股份,2017,B,FY 加权ROE 4.08 与归母净利 -0.38亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002766,索菱股份,2018,A,年报营收10.08亿<三季报累计11.21亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002769,普路通,2025,A,年报营收2.25亿<三季报累计5.05亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002770,科迪退,2019,A,年报营收5.66亿<三季报累计7.49亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002770,科迪退,2023,B,FY 加权ROE -94.71 与归母净利 17.13亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002776,*ST柏龙,2014,A,年报营收3.36亿<三季报累计4.12亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002776,*ST柏龙,2015,A,年报营收3.13亿<三季报累计4.52亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002776,*ST柏龙,2016,A,年报营收4.18亿<三季报累计4.51亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002776,*ST柏龙,2017,A,年报营收5.98亿<三季报累计6.26亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002793,罗欣药业,2022,A,年报营收35.88亿<三季报累计37.70亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002878,元隆雅图,2024,B,Q1 加权ROE 1.84 与归母净利 -0.10亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002898,赛隆退,2020,A,年报营收1.21亿<三季报累计1.27亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
002961,瑞达期货,2024,A,年报营收9.96亿<三季报累计16.69亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002961,瑞达期货,2025,A,年报营收12.27亿<三季报累计16.21亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
002977,*ST天箭,2025,A,年报营收-1.71亿<三季报累计0.79亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200019,深粮B,2018,B,Q3 加权ROE -3.22 与归母净利 2.90亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200030,富奥B,2002,A,年报营收0.07亿<三季报累计0.08亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200030,富奥B,2005,A,年报营收0.82亿<三季报累计0.91亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200030,富奥B,2011,B,H1 加权ROE -105.79 与归母净利 14.57亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200030,富奥B,2012,B,FY 加权ROE -1871.88 与归母净利 4.67亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200037,深南电B,2013,B,FY 加权ROE -4.88 与归母净利 0.53亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200055,方大B,2001,B,FY 加权ROE -14.24 与归母净利 0.36亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200056,*ST皇庭B,2004,A,年报营收0.87亿<三季报累计1.03亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200468,宁通信B,2006,B,FY 加权ROE 1.2 与归母净利 -0.24亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200468,宁通信B,2016,B,FY 加权ROE 1.47 与归母净利 -0.05亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200553,安道麦B,2002,A,年报营收6.12亿<三季报累计6.82亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
200725,京东方B,2007,B,H1 加权ROE 2.02 与归母净利 -1.73亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300010,ST豆神,2023,B,FY 加权ROE -4.99 与归母净利 0.32亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300020,ST银江,2023,B,Q3 加权ROE 2.66 与归母净利 -0.52亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300039,上海凯宝,2024,B,Q1 加权ROE -6.48 与归母净利 0.88亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300044,*ST赛为,2024,A,年报营收1.43亿<三季报累计1.63亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300046,台基股份,2019,A,年报营收2.65亿<三季报累计2.75亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300050,世纪鼎利,2021,A,年报营收3.77亿<三季报累计4.10亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300071,福石控股,2020,B,Q1 加权ROE 9.43 与归母净利 -0.55亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300080,易成新能,2012,A,年报营收5.72亿<三季报累计6.72亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300083,创世纪,2009,B,H1 加权ROE -1.26 与归母净利 0.24亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300089,文化退,2018,A,年报营收3.77亿<三季报累计7.69亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300090,盛运退,2018,A,年报营收5.15亿<三季报累计5.84亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300091,*ST金灵,2017,A,年报营收9.62亿<三季报累计10.76亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300091,*ST金灵,2018,A+B,年报营收13.88亿<三季报累计15.99亿；FY 加权ROE 5.28 与归母净利 -0.61亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300139,晓程科技,2017,A,年报营收1.38亿<三季报累计1.75亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300139,晓程科技,2018,A,年报营收1.64亿<三季报累计1.69亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300139,晓程科技,2023,B,H1 加权ROE -1.77 与归母净利 0.39亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300140,节能环境,2021,B,FY 加权ROE 4.19 与归母净利 -2.36亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300152,*ST动力,2017,B,Q1 加权ROE -1.09 与归母净利 0.26亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300152,*ST动力,2020,B,Q1 加权ROE 11.77 与归母净利 -0.23亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300156,神雾退,2018,A,年报营收0.51亿<三季报累计0.98亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300159,新研股份,2016,B,FY 加权ROE 4.39 与归母净利 -34.93亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300159,新研股份,2017,A+B,年报营收5.86亿<三季报累计10.51亿；FY 加权ROE 6.65 与归母净利 -3.77亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300159,新研股份,2018,A,年报营收9.60亿<三季报累计15.06亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300159,新研股份,2025,B,FY 加权ROE -18.74 与归母净利 0.43亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300173,ST福能,2019,B,H1 加权ROE -1.57 与归母净利 0.05亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300197,节能铁汉,2023,A,年报营收14.18亿<三季报累计15.16亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300201,海伦哲,2019,B,FY 加权ROE 2.8 与归母净利 -0.03亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300206,理邦仪器,2011,B,Q3 加权ROE -6.79 与归母净利 0.36亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300208,中程退,2020,A,年报营收2.89亿<三季报累计5.44亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300216,千山退,2017,B,Q3 加权ROE 3.68 与归母净利 -1.91亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300237,ST美晨,2025,B,Q1 加权ROE 394.29 与归母净利 -0.48亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300256,星星科技,2019,B,FY 加权ROE 9.94 与归母净利 -12.81亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300256,星星科技,2020,B,Q1 加权ROE 2.45 与归母净利 -0.74亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300262,*ST巴安,2017,A,年报营收9.10亿<三季报累计10.23亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300262,*ST巴安,2019,A,年报营收7.92亿<三季报累计9.55亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300262,*ST巴安,2020,A,年报营收4.29亿<三季报累计4.94亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300262,*ST巴安,2021,A,年报营收1.36亿<三季报累计3.23亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
300266,兴源环境,2025,B,FY 加权ROE 1006.89 与归母净利 -2.27亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300268,佳沃食品,2011,A,年报营收2.73亿<三季报累计3.95亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300278,华昌达,2019,B,Q1 加权ROE 1.57 与归母净利 -0.41亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
300280,紫天退,2023,A,年报营收21.88亿<三季报累计22.90亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
