observed_on,risk_free_rate,equity_risk_premium,source,note
2015-12-31,0.028212,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-01-29,0.028419,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-02-29,0.028502,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-03-31,0.028419,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-04-29,0.028913,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-05-31,0.029851,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-06-30,0.028411,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-07-29,0.027768,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-08-31,0.027425,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-09-30,0.027258,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-10-31,0.027425,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-11-30,0.029502,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2016-12-31,0.030115,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-01-26,0.033465,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-02-28,0.032921,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-03-31,0.032828,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-04-28,0.034668,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-05-31,0.036102,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-06-30,0.035683,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-07-31,0.036260,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-08-31,0.036265,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-09-30,0.036136,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-10-31,0.038917,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-11-30,0.038901,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2017-12-31,0.038807,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-01-31,0.039140,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-02-28,0.038202,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-03-30,0.037407,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-04-28,0.036217,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-05-31,0.036129,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-06-29,0.034756,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-07-31,0.034812,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-08-31,0.035751,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-09-30,0.036103,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-10-31,0.035086,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-11-30,0.033550,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2018-12-31,0.032265,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-01-31,0.031037,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-02-28,0.031731,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-03-29,0.030683,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-04-30,0.033869,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-05-31,0.032751,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-06-28,0.032254,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-07-31,0.031552,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-08-30,0.030573,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-09-30,0.031411,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-10-31,0.032880,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-11-29,0.031650,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2019-12-31,0.031365,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-01-23,0.029932,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-02-28,0.027376,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-03-31,0.025899,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-04-30,0.025380,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-05-29,0.027053,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-06-30,0.028230,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-07-31,0.029664,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-08-31,0.030177,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-09-30,0.031482,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-10-30,0.031810,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-11-30,0.032500,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2020-12-31,0.031429,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-01-29,0.031786,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-02-26,0.032798,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-03-31,0.031887,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-04-30,0.031640,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-05-31,0.030450,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-06-30,0.030778,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-07-30,0.028363,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-08-31,0.028450,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-09-30,0.028776,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
2021-10-29,0.029732,0.051429,eastmoney RPTA_WEB_TREASURYYIELD + damodaran ctryprem.xlsx (fetched 2026-08-25),"R_f=中国10Y国债(东财,利差恒等式已验)；ERP=Damodaran中国总ERP，**取常数不随时间变**（其逐月隐含ERP文件只到 2022-07-31，且为美国口径，拼接会有接缝）；偏误方向：危机期真实ERP飙升，本口径低估当时r、高估当时内在价值"
