observed_on,index_code,pe_ttm,bond_yield,bond_observed_on,pe_source,bond_source
2019-04-30,000300,12.27,0.033868999999999996,2019-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-05-31,000300,11.48,0.032751,2019-05-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-06-28,000300,12.22,0.032254,2019-06-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-07-31,000300,12.14,0.031552,2019-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-08-30,000300,11.7,0.030573000000000003,2019-08-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-09-30,000300,11.72,0.031410999999999994,2019-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-10-31,000300,11.67,0.03288,2019-10-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-11-29,000300,11.46,0.03165,2019-11-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2019-12-31,000300,12.3,0.031365,2019-12-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-01-23,000300,11.96,0.029932,2020-01-23,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-02-28,000300,11.57,0.027376,2020-02-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-03-31,000300,10.85,0.025899000000000002,2020-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-04-30,000300,11.77,0.02538,2020-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-05-29,000300,11.6,0.027052999999999997,2020-05-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-06-30,000300,12.38,0.028229999999999998,2020-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-07-31,000300,13.67,0.029664000000000003,2020-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-08-31,000300,14.45,0.030177,2020-08-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-09-30,000300,13.87,0.031482,2020-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-10-30,000300,13.92,0.03181,2020-10-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-11-30,000300,14.71,0.0325,2020-11-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2020-12-31,000300,15.66,0.031429,2020-12-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-01-29,000300,15.95,0.031786,2021-01-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-02-26,000300,15.87,0.032798,2021-02-26,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-03-31,000300,14.61,0.031887,2021-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-04-30,000300,13.52,0.03164,2021-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-05-31,000300,14.09,0.030449999999999998,2021-05-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-06-30,000300,14.32,0.030778,2021-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-07-30,000300,13.12,0.028363,2021-07-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-08-31,000300,12.41,0.028450000000000003,2021-08-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-09-30,000300,12.61,0.028776000000000003,2021-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-10-29,000300,12.67,0.029731999999999998,2021-10-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-11-30,000300,12.25,0.02825,2021-11-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2021-12-31,000300,13.37,0.027753999999999997,2021-12-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-01-28,000300,12.44,0.027021000000000003,2022-01-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-02-28,000300,12.57,0.02775,2022-02-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-03-31,000300,11.72,0.027878,2022-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-04-29,000300,11.21,0.028386,2022-04-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-05-31,000300,11.32,0.027426,2022-05-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-06-30,000300,12.31,0.028205,2022-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-07-29,000300,11.44,0.027559999999999998,2022-07-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-08-31,000300,11.02,0.026225000000000002,2022-08-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-09-30,000300,10.47,0.027601,2022-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-10-31,000300,9.61,0.026432999999999998,2022-10-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-11-30,000300,10.57,0.028849999999999997,2022-11-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2022-12-30,000300,10.59,0.028353000000000003,2022-12-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-01-31,000300,11.26,0.028977,2023-01-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-02-28,000300,11.17,0.029017,2023-02-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-03-31,000300,11.27,0.028527999999999998,2023-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-04-28,000300,11.47,0.027788,2023-04-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-05-31,000300,10.93,0.02685,2023-05-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-06-30,000300,10.97,0.026351,2023-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-07-31,000300,11.36,0.026597,2023-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-08-31,000300,10.99,0.025575,2023-08-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-09-28,000300,10.87,0.026751,2023-09-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-10-31,000300,10.64,0.026938,2023-10-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-11-30,000300,10.48,0.026680000000000002,2023-11-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2023-12-29,000300,10.38,0.025553,2023-12-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-01-31,000300,10.16,0.024329999999999997,2024-01-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-02-29,000300,10.91,0.023375,2024-02-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-03-29,000300,11.21,0.022900999999999998,2024-03-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-04-30,000300,11.63,0.023028,2024-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-05-31,000300,11.57,0.022926000000000002,2024-05-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-06-28,000300,11.48,0.022058,2024-06-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-07-31,000300,11.32,0.021494,2024-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-08-30,000300,10.86,0.021703999999999998,2024-08-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-09-30,000300,12.65,0.021518000000000002,2024-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-10-31,000300,11.65,0.021476000000000002,2024-10-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-11-29,000300,11.75,0.020206,2024-11-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2024-12-31,000300,12.19,0.016752,2024-12-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-01-27,000300,11.74,0.016298999999999998,2025-01-27,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-02-28,000300,11.82,0.017152,2025-02-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-03-31,000300,11.78,0.018129,2025-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-04-30,000300,11.49,0.016243,2025-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-05-30,000300,11.73,0.016712,2025-05-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-06-30,000300,12.34,0.016469,2025-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-07-31,000300,12.44,0.017044,2025-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-08-29,000300,13.23,0.018379,2025-08-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-09-30,000300,13.32,0.018605,2025-09-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-10-31,000300,13.19,0.017954,2025-10-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-11-28,000300,13.04,0.018411999999999998,2025-11-28,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2025-12-31,000300,13.34,0.018473,2025-12-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-01-30,000300,13.37,0.018112,2026-01-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-02-27,000300,13.33,0.017877,2026-02-27,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-03-31,000300,13.3,0.018171,2026-03-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-04-30,000300,13.85,0.017473000000000002,2026-04-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-05-29,000300,13.8,0.01709,2026-05-29,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-06-30,000300,13.77,0.01733,2026-06-30,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-07-31,000300,13.68,0.017141,2026-07-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-08-31,000300,13.04,0.016883,2026-08-31,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
2026-09-14,000300,12.75,0.016888,2026-09-14,https://legulegu.com/stockdata/hs300-ttm-lyr,eastmoney RPTA_WEB_TREASURYYIELD EMM00166466
