nav_tag,arm,bp,nav_rows,negative_cash_days,min_cash,risk_rows,causal_rows,cap_overshoot_days,max_cap_overshoot,unresolved_days,active_sells,stress_overshoot_days,max_stress_overshoot,risk_dominant_days,missing_days
RBP28AS00020150501ex5,P28,0,2755,0,0.0,2754,2754,0,0.0,0,2000,42,0.021077408463338332,1170,0
RBP28AS00020151101ex5,P28,0,2633,0,-1.1641532182693481e-10,2632,2632,0,0.0,0,1846,62,0.018095670241539685,1056,0
RBP28AS00020160501ex5,P28,0,2510,0,-5.684341886080802e-14,2509,2509,0,0.0,0,2016,42,0.012531349621940857,1041,0
RBV25AS00020091101ex5,V25,0,4089,0,0.0,4088,4088,0,0.0,0,3067,0,0.0,3207,110
RBV25AS00020100501ex5,V25,0,3966,0,-1.862645149230957e-09,3965,3965,0,0.0,0,2881,0,0.0,3170,110
RBV25AS00020101101ex5,V25,0,3848,0,0.0,3847,3847,0,0.0,0,3000,0,0.0,3002,110
RBV25AS00020110501ex5,V25,0,3726,0,0.0,3725,3725,0,0.0,0,2816,0,0.0,3082,110
RBV25AS00020111101ex5,V25,0,3603,0,0.0,3602,3602,0,0.0,0,3241,0,0.0,3049,110
RBV25AS00020120501ex5,V25,0,3484,0,0.0,3483,3483,0,0.0,0,2945,0,0.0,2980,110
RBV25AS00020121101ex5,V25,0,3359,0,0.0,3358,3358,0,0.0,0,2868,0,0.0,2811,110
RBV25AS00020130501ex5,V25,0,3242,0,0.0,3241,3241,0,0.0,0,2806,0,0.0,2737,230
RBV25AS00020131101ex5,V25,0,3121,0,0.0,3120,3120,0,0.0,0,2391,0,0.0,2681,373
RBV25AS00020140501ex5,V25,0,2999,0,0.0,2998,2998,0,0.0,0,3004,0,0.0,2503,143
RBV25AS00020141101ex5,V25,0,2876,0,0.0,2875,2875,0,0.0,0,2902,0,0.0,2422,127
RBV25AS00020150501ex5,V25,0,2755,0,0.0,2754,2754,0,0.0,0,2234,0,0.0,2199,25
RBV25AS00020151101ex5,V25,0,2633,0,0.0,2632,2632,0,0.0,0,2274,0,0.0,2176,29
RBV25AS00020160501ex5,V25,0,2510,0,0.0,2509,2509,0,0.0,0,2481,0,0.0,2085,25
RBV30AS00020091101ex5,V30,0,4089,0,0.0,4088,4088,0,0.0,0,3715,0,0.0,2761,255
RBV30AS00020100501ex5,V30,0,3966,0,0.0,3965,3965,0,0.0,0,3533,0,0.0,2734,406
RBV30AS00020101101ex5,V30,0,3848,0,0.0,3847,3847,0,0.0,0,3254,0,0.0,2570,406
RBV30AS00020110501ex5,V30,0,3726,0,-5.820766091346741e-11,3725,3725,0,0.0,0,3137,0,0.0,2612,430
RBV30AS00020111101ex5,V30,0,3603,0,0.0,3602,3602,0,0.0,0,2990,0,0.0,2594,255
RBV30AS00020120501ex5,V30,0,3484,0,0.0,3483,3483,0,0.0,0,3263,0,0.0,2573,434
RBV30AS00020121101ex5,V30,0,3359,0,0.0,3358,3358,0,0.0,0,3331,0,0.0,2363,375
RBV30AS00020130501ex5,V30,0,3242,0,0.0,3241,3241,0,0.0,0,2845,0,0.0,2323,442
RBV30AS00020131101ex5,V30,0,3121,0,0.0,3120,3120,0,0.0,0,2919,0,0.0,2164,365
RBV30AS00020140501ex5,V30,0,2999,0,0.0,2998,2998,0,0.0,0,2737,0,0.0,2035,326
RBV30AS00020141101ex5,V30,0,2876,0,0.0,2875,2875,0,0.0,0,2702,0,0.0,1919,284
RBV30AS00020150501ex5,V30,0,2755,0,0.0,2754,2754,0,0.0,0,2444,0,0.0,1745,208
RBV30AS00020151101ex5,V30,0,2633,0,0.0,2632,2632,0,0.0,0,2283,0,0.0,1751,208
RBV30AS00020160501ex5,V30,0,2510,0,0.0,2509,2509,0,0.0,0,2279,0,0.0,1621,208
RBV35AS00020091101ex5,V35,0,4089,0,0.0,4088,4088,0,0.0,0,3536,0,0.0,2494,487
RBV35AS00020100501ex5,V35,0,3966,0,-5.684341886080802e-14,3965,3965,0,0.0,0,3569,0,0.0,2416,467
RBV35AS00020101101ex5,V35,0,3848,0,0.0,3847,3847,0,0.0,0,3546,0,0.0,2242,482
RBV35AS00020110501ex5,V35,0,3726,0,0.0,3725,3725,0,0.0,0,3235,0,0.0,2301,487
RBV35AS00020111101ex5,V35,0,3603,0,0.0,3602,3602,0,0.0,0,3544,0,0.0,2239,403
RBV35AS00020120501ex5,V35,0,3484,0,0.0,3483,3483,0,0.0,0,3380,0,0.0,2236,485
RBV35AS00020121101ex5,V35,0,3359,0,-1.1641532182693481e-10,3358,3358,0,0.0,0,3508,0,0.0,2077,486
RBV35AS00020130501ex5,V35,0,3242,0,0.0,3241,3241,0,0.0,0,2872,0,0.0,2009,463
RBV35AS00020131101ex5,V35,0,3121,0,0.0,3120,3120,0,0.0,0,3067,0,0.0,1825,385
RBV35AS00020140501ex5,V35,0,2999,0,0.0,2998,2998,0,0.0,0,2828,0,0.0,1661,331
RBV35AS00020141101ex5,V35,0,2876,0,0.0,2875,2875,0,0.0,0,2651,0,0.0,1680,334
RBV35AS00020150501ex5,V35,0,2755,0,0.0,2754,2754,0,0.0,0,2610,0,0.0,1510,212
RBV35AS00020151101ex5,V35,0,2633,0,0.0,2632,2632,0,0.0,0,2692,0,0.0,1511,208
RBV35AS00020160501ex5,V35,0,2510,0,0.0,2509,2509,0,0.0,0,2504,0,0.0,1397,212
RBV30L60AS00020091101ex5,V30L60,0,4089,0,0.0,4088,4088,0,0.0,0,3592,0,0.0,2579,186
RBV30L60AS00020100501ex5,V30L60,0,3966,0,0.0,3965,3965,0,0.0,0,3672,0,0.0,2663,357
RBV30L60AS00020101101ex5,V30L60,0,3848,0,0.0,3847,3847,0,0.0,0,3753,0,0.0,2428,297
RBV30L60AS00020110501ex5,V30L60,0,3726,0,0.0,3725,3725,0,0.0,0,3358,0,0.0,2371,297
RBV30L60AS00020111101ex5,V30L60,0,3603,0,-1.1641532182693481e-10,3602,3602,0,0.0,0,3416,0,0.0,2410,185
RBV30L60AS00020120501ex5,V30L60,0,3484,0,0.0,3483,3483,0,0.0,0,3488,0,0.0,2428,357
RBV30L60AS00020121101ex5,V30L60,0,3359,0,0.0,3358,3358,0,0.0,0,3407,0,0.0,2196,184
RBV30L60AS00020130501ex5,V30L60,0,3242,0,0.0,3241,3241,0,0.0,0,3239,0,0.0,2099,298
RBV30L60AS00020131101ex5,V30L60,0,3121,0,0.0,3120,3120,0,0.0,0,2921,0,0.0,2026,269
RBV30L60AS00020140501ex5,V30L60,0,2999,0,-1.1641532182693481e-10,2998,2998,0,0.0,0,2781,0,0.0,1805,241
RBV30L60AS00020141101ex5,V30L60,0,2876,0,0.0,2875,2875,0,0.0,0,2627,0,0.0,1669,226
RBV30L60AS00020150501ex5,V30L60,0,2755,0,0.0,2754,2754,0,0.0,0,2465,0,0.0,1644,171
RBV30L60AS00020151101ex5,V30L60,0,2633,0,-1.1641532182693481e-10,2632,2632,0,0.0,0,2371,0,0.0,1642,171
RBV30L60AS00020160501ex5,V30L60,0,2510,0,-5.820766091346741e-11,2509,2509,0,0.0,0,2234,0,0.0,1487,171
RBV30F080AS00020091101ex5,V30F080,0,4089,0,-5.684341886080802e-14,4088,4088,0,0.0,0,6522,0,0.0,2741,380
RBV30F080AS00020100501ex5,V30F080,0,3966,0,0.0,3965,3965,0,0.0,0,6617,0,0.0,2760,436
RBV30F080AS00020101101ex5,V30F080,0,3848,0,0.0,3847,3847,0,0.0,0,6135,0,0.0,2582,376
RBV30F080AS00020110501ex5,V30F080,0,3726,0,0.0,3725,3725,0,0.0,0,6043,0,0.0,2544,375
RBV30F080AS00020111101ex5,V30F080,0,3603,0,0.0,3602,3602,0,0.0,0,5949,0,0.0,2532,375
RBV30F080AS00020120501ex5,V30F080,0,3484,0,0.0,3483,3483,0,0.0,0,6439,0,0.0,2514,375
RBV30F080AS00020121101ex5,V30F080,0,3359,0,-5.820766091346741e-11,3358,3358,0,0.0,0,6530,0,0.0,2393,375
RBV30F080AS00020130501ex5,V30F080,0,3242,0,-5.820766091346741e-11,3241,3241,0,0.0,0,5931,0,0.0,2242,443
RBV30F080AS00020131101ex5,V30F080,0,3121,0,0.0,3120,3120,0,0.0,0,5774,0,0.0,2189,326
RBV30F080AS00020140501ex5,V30F080,0,2999,0,0.0,2998,2998,0,0.0,0,5561,0,0.0,2037,300
RBV30F080AS00020141101ex5,V30F080,0,2876,0,0.0,2875,2875,0,0.0,0,5201,0,0.0,1954,272
RBV30F080AS00020150501ex5,V30F080,0,2755,0,0.0,2754,2754,0,0.0,0,4465,0,0.0,1783,212
RBV30F080AS00020151101ex5,V30F080,0,2633,0,-2.9103830456733704e-11,2632,2632,0,0.0,0,4156,0,0.0,1775,208
RBV30F080AS00020160501ex5,V30F080,0,2510,0,0.0,2509,2509,0,0.0,0,4340,0,0.0,1644,208
RBF100AS00020091101ex5,F100,0,4089,0,0.0,4088,4088,0,0.0,0,266,0,0.0,3661,0
RBF100AS00020100501ex5,F100,0,3966,0,0.0,3965,3965,0,0.0,0,210,0,0.0,3661,0
RBF100AS00020101101ex5,F100,0,3848,0,0.0,3847,3847,0,0.0,0,121,0,0.0,3604,0
RBF100AS00020110501ex5,F100,0,3726,0,0.0,3725,3725,0,0.0,0,89,0,0.0,3604,0
RBF100AS00020111101ex5,F100,0,3603,0,0.0,3602,3602,0,0.0,0,96,0,0.0,3501,0
RBF100AS00020120501ex5,F100,0,3484,0,0.0,3483,3483,0,0.0,0,94,0,0.0,3382,0
RBF100AS00020121101ex5,F100,0,3359,0,0.0,3358,3358,0,0.0,0,90,0,0.0,3257,0
RBF100AS00020130501ex5,F100,0,3242,0,0.0,3241,3241,0,0.0,0,95,0,0.0,3140,0
RBF100AS00020131101ex5,F100,0,3121,0,0.0,3120,3120,0,0.0,0,107,0,0.0,3019,0
RBF100AS00020140501ex5,F100,0,2999,0,0.0,2998,2998,0,0.0,0,67,0,0.0,2897,0
RBF100AS00020141101ex5,F100,0,2876,0,0.0,2875,2875,0,0.0,0,166,0,0.0,2774,0
RBF100AS00020150501ex5,F100,0,2755,0,0.0,2754,2754,0,0.0,0,29,0,0.0,2654,0
RBF100AS00020151101ex5,F100,0,2633,0,0.0,2632,2632,0,0.0,0,12,0,0.0,2595,0
RBF100AS00020160501ex5,F100,0,2510,0,0.0,2509,2509,0,0.0,0,12,0,0.0,2472,0
RBF120AS00020091101ex5,F120,0,4089,0,-5.684341886080802e-14,4088,4088,0,0.0,0,7230,0,0.0,3661,0
RBF120AS00020100501ex5,F120,0,3966,0,0.0,3965,3965,0,0.0,0,7142,0,0.0,3661,0
RBF120AS00020101101ex5,F120,0,3848,0,0.0,3847,3847,0,0.0,0,6859,0,0.0,3604,0
RBF120AS00020110501ex5,F120,0,3726,0,0.0,3725,3725,0,0.0,0,7019,0,0.0,3604,0
RBF120AS00020111101ex5,F120,0,3603,0,-1.1368683772161603e-13,3602,3602,0,0.0,0,7140,0,0.0,3501,0
RBF120AS00020120501ex5,F120,0,3484,0,0.0,3483,3483,0,0.0,0,6902,0,0.0,3382,0
RBF120AS00020121101ex5,F120,0,3359,0,0.0,3358,3358,0,0.0,0,7137,0,0.0,3257,0
RBF120AS00020130501ex5,F120,0,3242,0,0.0,3241,3241,0,0.0,0,6475,0,0.0,3140,0
RBF120AS00020131101ex5,F120,0,3121,0,0.0,3120,3120,0,0.0,0,6367,0,0.0,3019,0
RBF120AS00020140501ex5,F120,0,2999,0,0.0,2998,2998,0,0.0,0,6310,0,0.0,2897,0
RBF120AS00020141101ex5,F120,0,2876,0,0.0,2875,2875,0,0.0,0,6137,0,0.0,2774,0
RBF120AS00020150501ex5,F120,0,2755,0,0.0,2754,2754,0,0.0,0,5370,0,0.0,2654,0
RBF120AS00020151101ex5,F120,0,2633,0,0.0,2632,2632,0,0.0,0,5481,0,0.0,2595,0
RBF120AS00020160501ex5,F120,0,2510,0,0.0,2509,2509,0,0.0,0,5090,0,0.0,2472,0
RBF140AS00020091101ex5,F140,0,4089,0,0.0,4088,4088,0,0.0,0,8260,0,0.0,3661,0
RBF140AS00020100501ex5,F140,0,3966,0,-3.637978807091713e-12,3965,3965,0,0.0,0,7895,0,0.0,3661,0
RBF140AS00020101101ex5,F140,0,3848,0,0.0,3847,3847,0,0.0,0,7691,0,0.0,3604,0
RBF140AS00020110501ex5,F140,0,3726,0,0.0,3725,3725,0,0.0,0,7636,0,0.0,3604,0
RBF140AS00020111101ex5,F140,0,3603,0,0.0,3602,3602,0,0.0,0,7766,0,0.0,3501,0
RBF140AS00020120501ex5,F140,0,3484,0,0.0,3483,3483,0,0.0,0,7689,0,0.0,3382,0
RBF140AS00020121101ex5,F140,0,3359,0,-3.637978807091713e-12,3358,3358,0,0.0,0,7865,0,0.0,3257,0
RBF140AS00020130501ex5,F140,0,3242,0,0.0,3241,3241,0,0.0,0,7427,0,0.0,3140,0
RBF140AS00020131101ex5,F140,0,3121,0,0.0,3120,3120,0,0.0,0,7192,0,0.0,3019,0
RBF140AS00020140501ex5,F140,0,2999,0,0.0,2998,2998,0,0.0,0,7113,0,0.0,2897,0
RBF140AS00020141101ex5,F140,0,2876,0,-1.1641532182693481e-10,2875,2875,0,0.0,0,6611,0,0.0,2774,0
RBF140AS00020150501ex5,F140,0,2755,0,0.0,2754,2754,0,0.0,0,6040,0,0.0,2654,0
RBF140AS00020151101ex5,F140,0,2633,0,0.0,2632,2632,0,0.0,0,5741,0,0.0,2595,0
RBF140AS00020160501ex5,F140,0,2510,0,0.0,2509,2509,0,0.0,0,5977,0,0.0,2472,0
RBP24V30AS00020091101ex5,P24V30,0,4089,0,0.0,4088,4088,0,0.0,0,4707,23,0.01989104115644663,3403,373
RBP24V30AS00020100501ex5,P24V30,0,3966,0,-2.9103830456733704e-11,3965,3965,0,0.0,0,4730,20,0.01994831116188761,3401,448
RBP24V30AS00020101101ex5,P24V30,0,3848,0,0.0,3847,3847,0,0.0,0,4330,27,0.019862420538970138,3368,448
RBP24V30AS00020110501ex5,P24V30,0,3726,0,0.0,3725,3725,0,0.0,0,4437,20,0.019933328331152633,3408,448
RBP24V30AS00020111101ex5,P24V30,0,3603,0,0.0,3602,3602,0,0.0,0,4711,28,0.019908692866586808,3208,379
RBP24V30AS00020120501ex5,P24V30,0,3484,0,-2.3283064365386963e-10,3483,3483,0,0.0,0,4690,18,0.019935771054764406,3177,373
RBP24V30AS00020121101ex5,P24V30,0,3359,0,0.0,3358,3358,0,0.0,0,4625,22,0.016620061004344988,3053,349
RBP24V30AS00020130501ex5,P24V30,0,3242,0,-4.547473508864641e-13,3241,3241,0,0.0,0,4989,19,0.019245896448284616,2964,219
RBP24V30AS00020131101ex5,P24V30,0,3121,0,0.0,3120,3120,0,0.0,0,3972,28,0.011469444904782577,2796,336
RBP24V30AS00020140501ex5,P24V30,0,2999,0,0.0,2998,2998,0,0.0,0,4296,20,0.007756625258253463,2683,297
RBP24V30AS00020141101ex5,P24V30,0,2876,0,0.0,2875,2875,0,0.0,0,3890,17,0.014030250313986081,2513,140
RBP24V30AS00020150501ex5,P24V30,0,2755,0,0.0,2754,2754,0,0.0,0,3557,25,0.01489800284064513,2434,212
RBP24V30AS00020151101ex5,P24V30,0,2633,0,0.0,2632,2632,0,0.0,0,3600,21,0.010688584058405892,2409,212
RBP24V30AS00020160501ex5,P24V30,0,2510,0,-2.3283064365386963e-10,2509,2509,0,0.0,0,3453,13,0.017276758260800718,2268,212
RBBASEU1S00020091101ex5,BASE,0,4089,0,-2.9103830456733704e-11,0,0,0,0.0,0,324,0,0.0,0,0
RBBASEU1S00020100501ex5,BASE,0,3966,0,-3.637978807091713e-12,0,0,0,0.0,0,249,0,0.0,0,0
RBBASEU1S00020101101ex5,BASE,0,3848,0,0.0,0,0,0,0.0,0,169,0,0.0,0,0
RBBASEU1S00020110501ex5,BASE,0,3726,0,0.0,0,0,0,0.0,0,138,0,0.0,0,0
RBBASEU1S00020111101ex5,BASE,0,3603,0,0.0,0,0,0,0.0,0,139,0,0.0,0,0
RBBASEU1S00020120501ex5,BASE,0,3484,0,-2.3283064365386963e-10,0,0,0,0.0,0,171,0,0.0,0,0
RBBASEU1S00020121101ex5,BASE,0,3359,0,0.0,0,0,0,0.0,0,197,0,0.0,0,0
RBBASEU1S00020130501ex5,BASE,0,3242,0,0.0,0,0,0,0.0,0,133,0,0.0,0,0
RBBASEU1S00020131101ex5,BASE,0,3121,0,0.0,0,0,0,0.0,0,112,0,0.0,0,0
RBBASEU1S00020140501ex5,BASE,0,2999,0,-9.313225746154785e-10,0,0,0,0.0,0,150,0,0.0,0,0
RBBASEU1S00020141101ex5,BASE,0,2876,0,0.0,0,0,0,0.0,0,192,0,0.0,0,0
RBBASEU1S00020150501ex5,BASE,0,2755,0,0.0,0,0,0,0.0,0,12,0,0.0,0,0
RBBASEU1S00020151101ex5,BASE,0,2633,0,0.0,0,0,0,0.0,0,10,0,0.0,0,0
RBBASEU1S00020160501ex5,BASE,0,2510,0,0.0,0,0,0,0.0,0,11,0,0.0,0,0
RBP20U1S00020091101ex5,P20,0,4089,0,0.0,4088,4088,0,0.0,0,3568,42,0.017584450661094736,3511,0
RBP20U1S00020100501ex5,P20,0,3966,0,0.0,3965,3965,0,0.0,0,3630,54,0.018060296934420378,3577,0
RBP20U1S00020101101ex5,P20,0,3848,0,-4.656612873077393e-10,3847,3847,0,0.0,0,3371,68,0.009506951782555034,3397,0
RBP20U1S00020110501ex5,P20,0,3726,0,0.0,3725,3725,0,0.0,0,4112,73,0.013652548997111075,3459,0
RBP20U1S00020111101ex5,P20,0,3603,0,0.0,3602,3602,0,0.0,0,2907,45,0.011210603421659998,3283,0
RBP20U1S00020120501ex5,P20,0,3484,0,0.0,3483,3483,0,0.0,0,3044,55,0.010169086453724219,3306,0
RBP20U1S00020121101ex5,P20,0,3359,0,0.0,3358,3358,0,0.0,0,3600,58,0.01716570634405168,3145,0
RBP20U1S00020130501ex5,P20,0,3242,0,0.0,3241,3241,0,0.0,0,4589,57,0.011918262654831535,3008,0
RBP20U1S00020131101ex5,P20,0,3121,0,0.0,3120,3120,0,0.0,0,4210,53,0.015600894495630152,2838,0
RBP20U1S00020140501ex5,P20,0,2999,0,0.0,2998,2998,0,0.0,0,4600,63,0.02243362458795392,2775,0
RBP20U1S00020141101ex5,P20,0,2876,0,0.0,2875,2875,0,0.0,0,3413,58,0.012088067050049361,2524,0
RBP20U1S00020150501ex5,P20,0,2755,0,0.0,2754,2754,0,0.0,0,3312,41,0.01886782509585397,2524,0
RBP20U1S00020151101ex5,P20,0,2633,0,0.0,2632,2632,0,0.0,0,3754,96,0.030177671321576255,2440,0
RBP20U1S00020160501ex5,P20,0,2510,0,0.0,2509,2509,0,0.0,0,3755,52,0.009054236302965535,2346,0
RBV25U1S00020091101ex5,V25,0,4089,0,0.0,4088,4088,0,0.0,0,2905,0,0.0,3061,247
RBV25U1S00020100501ex5,V25,0,3966,0,0.0,3965,3965,0,0.0,0,3038,0,0.0,3034,145
RBV25U1S00020101101ex5,V25,0,3848,0,0.0,3847,3847,0,0.0,0,2874,0,0.0,2924,110
RBV25U1S00020110501ex5,V25,0,3726,0,0.0,3725,3725,0,0.0,0,2922,0,0.0,2902,110
RBV25U1S00020111101ex5,V25,0,3603,0,0.0,3602,3602,0,0.0,0,2734,0,0.0,2923,145
RBV25U1S00020120501ex5,V25,0,3484,0,0.0,3483,3483,0,0.0,0,2655,0,0.0,2908,124
RBV25U1S00020121101ex5,V25,0,3359,0,-1.1641532182693481e-10,3358,3358,0,0.0,0,3222,0,0.0,2756,291
RBV25U1S00020130501ex5,V25,0,3242,0,0.0,3241,3241,0,0.0,0,2705,0,0.0,2650,396
RBV25U1S00020131101ex5,V25,0,3121,0,0.0,3120,3120,0,0.0,0,2352,0,0.0,2555,186
RBV25U1S00020140501ex5,V25,0,2999,0,0.0,2998,2998,0,0.0,0,2966,0,0.0,2393,106
RBV25U1S00020141101ex5,V25,0,2876,0,-5.820766091346741e-11,2875,2875,0,0.0,0,2705,0,0.0,2270,69
RBV25U1S00020150501ex5,V25,0,2755,0,0.0,2754,2754,0,0.0,0,2236,0,0.0,2056,25
RBV25U1S00020151101ex5,V25,0,2633,0,0.0,2632,2632,0,0.0,0,2191,0,0.0,2055,25
RBV25U1S00020160501ex5,V25,0,2510,0,-9.313225746154785e-10,2509,2509,0,0.0,0,2248,0,0.0,1947,25
RBV30U1S00020091101ex5,V30,0,4089,0,0.0,4088,4088,0,0.0,0,3308,0,0.0,2698,211
RBV30U1S00020100501ex5,V30,0,3966,0,0.0,3965,3965,0,0.0,0,3082,0,0.0,2632,280
RBV30U1S00020101101ex5,V30,0,3848,0,0.0,3847,3847,0,0.0,0,2769,0,0.0,2592,290
RBV30U1S00020110501ex5,V30,0,3726,0,0.0,3725,3725,0,0.0,0,3092,0,0.0,2570,290
RBV30U1S00020111101ex5,V30,0,3603,0,0.0,3602,3602,0,0.0,0,3082,0,0.0,2551,215
RBV30U1S00020120501ex5,V30,0,3484,0,0.0,3483,3483,37,0.003584627993150624,37,3050,0,0.0,2576,463
RBV30U1S00020121101ex5,V30,0,3359,0,0.0,3358,3358,37,0.0040801304275375205,37,2881,0,0.0,2375,463
RBV30U1S00020130501ex5,V30,0,3242,0,0.0,3241,3241,0,0.0,0,2839,0,0.0,2266,408
RBV30U1S00020131101ex5,V30,0,3121,0,0.0,3120,3120,0,0.0,0,2743,0,0.0,2179,136
RBV30U1S00020140501ex5,V30,0,2999,0,0.0,2998,2998,0,0.0,0,2803,0,0.0,2022,278
RBV30U1S00020141101ex5,V30,0,2876,0,0.0,2875,2875,0,0.0,0,2520,0,0.0,1977,104
RBV30U1S00020150501ex5,V30,0,2755,0,0.0,2754,2754,0,0.0,0,2146,0,0.0,1755,29
RBV30U1S00020151101ex5,V30,0,2633,0,0.0,2632,2632,0,0.0,0,2347,0,0.0,1702,29
RBV30U1S00020160501ex5,V30,0,2510,0,-1.4551915228366852e-11,2509,2509,0,0.0,0,2282,0,0.0,1580,29
RBV35U1S00020091101ex5,V35,0,4089,0,0.0,4088,4088,37,0.01337297239349855,37,3165,0,0.0,2338,416
RBV35U1S00020100501ex5,V35,0,3966,0,0.0,3965,3965,37,0.013728543671541305,37,3189,0,0.0,2346,407
RBV35U1S00020101101ex5,V35,0,3848,0,0.0,3847,3847,37,0.011383339949096849,37,3184,0,0.0,2095,418
RBV35U1S00020110501ex5,V35,0,3726,0,0.0,3725,3725,37,0.00850580549727653,37,3266,0,0.0,2105,414
RBV35U1S00020111101ex5,V35,0,3603,0,0.0,3602,3602,37,0.009111905967775114,37,3237,0,0.0,2100,418
RBV35U1S00020120501ex5,V35,0,3484,0,0.0,3483,3483,37,0.013736672205003186,37,3336,0,0.0,2062,414
RBV35U1S00020121101ex5,V35,0,3359,0,0.0,3358,3358,37,0.01418142807068129,37,3027,0,0.0,2055,414
RBV35U1S00020130501ex5,V35,0,3242,0,0.0,3241,3241,37,0.00928395965017148,37,2761,0,0.0,1876,403
RBV35U1S00020131101ex5,V35,0,3121,0,0.0,3120,3120,0,0.0,0,2711,0,0.0,1810,140
RBV35U1S00020140501ex5,V35,0,2999,0,0.0,2998,2998,0,0.0,0,2474,0,0.0,1610,279
RBV35U1S00020141101ex5,V35,0,2876,0,0.0,2875,2875,0,0.0,0,2751,0,0.0,1565,270
RBV35U1S00020150501ex5,V35,0,2755,0,0.0,2754,2754,37,0.004978976580887862,37,2018,0,0.0,1459,212
RBV35U1S00020151101ex5,V35,0,2633,0,0.0,2632,2632,37,0.006116424280905086,37,1980,0,0.0,1450,212
RBV35U1S00020160501ex5,V35,0,2510,0,-5.820766091346741e-11,2509,2509,0,0.0,0,2330,0,0.0,1294,212
RBV30F080U1S00020091101ex5,V30F080,0,4089,0,0.0,4088,4088,0,0.0,0,6250,0,0.0,2705,411
RBV30F080U1S00020100501ex5,V30F080,0,3966,0,0.0,3965,3965,0,0.0,0,6194,0,0.0,2708,410
RBV30F080U1S00020101101ex5,V30F080,0,3848,0,-1.1641532182693481e-10,3847,3847,0,0.0,0,5646,0,0.0,2552,159
RBV30F080U1S00020110501ex5,V30F080,0,3726,0,0.0,3725,3725,0,0.0,0,5992,0,0.0,2587,401
RBV30F080U1S00020111101ex5,V30F080,0,3603,0,0.0,3602,3602,0,0.0,0,5918,0,0.0,2548,409
RBV30F080U1S00020120501ex5,V30F080,0,3484,0,0.0,3483,3483,0,0.0,0,6071,0,0.0,2416,226
RBV30F080U1S00020121101ex5,V30F080,0,3359,0,0.0,3358,3358,37,0.04161126612015231,37,5802,0,0.0,2363,416
RBV30F080U1S00020130501ex5,V30F080,0,3242,0,0.0,3241,3241,0,0.0,0,5546,0,0.0,2312,231
RBV30F080U1S00020131101ex5,V30F080,0,3121,0,0.0,3120,3120,37,0.013587856327622161,37,4841,0,0.0,2102,323
RBV30F080U1S00020140501ex5,V30F080,0,2999,0,-5.820766091346741e-11,2998,2998,0,0.0,0,5248,0,0.0,1930,278
RBV30F080U1S00020141101ex5,V30F080,0,2876,0,0.0,2875,2875,0,0.0,0,5242,0,0.0,1923,329
RBV30F080U1S00020150501ex5,V30F080,0,2755,0,0.0,2754,2754,0,0.0,0,3886,0,0.0,1715,29
RBV30F080U1S00020151101ex5,V30F080,0,2633,0,0.0,2632,2632,0,0.0,0,3954,0,0.0,1714,208
RBV30F080U1S00020160501ex5,V30F080,0,2510,0,0.0,2509,2509,0,0.0,0,3932,0,0.0,1549,25
RBF120U1S00020091101ex5,F120,0,4089,0,0.0,4088,4088,0,0.0,0,7255,0,0.0,3661,0
RBF120U1S00020100501ex5,F120,0,3966,0,0.0,3965,3965,0,0.0,0,6836,0,0.0,3661,0
RBF120U1S00020101101ex5,F120,0,3848,0,-1.8189894035458565e-12,3847,3847,0,0.0,0,7053,0,0.0,3604,0
RBF120U1S00020110501ex5,F120,0,3726,0,0.0,3725,3725,0,0.0,0,7009,0,0.0,3604,0
RBF120U1S00020111101ex5,F120,0,3603,0,0.0,3602,3602,0,0.0,0,6991,0,0.0,3501,0
RBF120U1S00020120501ex5,F120,0,3484,0,0.0,3483,3483,0,0.0,0,7023,0,0.0,3382,0
RBF120U1S00020121101ex5,F120,0,3359,0,0.0,3358,3358,0,0.0,0,6888,0,0.0,3257,0
RBF120U1S00020130501ex5,F120,0,3242,0,0.0,3241,3241,0,0.0,0,6421,0,0.0,3140,0
RBF120U1S00020131101ex5,F120,0,3121,0,0.0,3120,3120,0,0.0,0,6160,0,0.0,3019,0
RBF120U1S00020140501ex5,F120,0,2999,0,0.0,2998,2998,0,0.0,0,6191,0,0.0,2897,0
RBF120U1S00020141101ex5,F120,0,2876,0,0.0,2875,2875,0,0.0,0,5850,0,0.0,2774,0
RBF120U1S00020150501ex5,F120,0,2755,0,0.0,2754,2754,0,0.0,0,5086,0,0.0,2654,0
RBF120U1S00020151101ex5,F120,0,2633,0,-2.9103830456733704e-11,2632,2632,0,0.0,0,5138,0,0.0,2595,0
RBF120U1S00020160501ex5,F120,0,2510,0,0.0,2509,2509,0,0.0,0,5275,0,0.0,2472,0
RBF140U1S00020091101ex5,F140,0,4089,0,-3.637978807091713e-12,4088,4088,0,0.0,0,7675,0,0.0,3661,0
RBF140U1S00020100501ex5,F140,0,3966,0,0.0,3965,3965,0,0.0,0,7763,0,0.0,3661,0
RBF140U1S00020101101ex5,F140,0,3848,0,-3.637978807091713e-12,3847,3847,0,0.0,0,7781,0,0.0,3604,0
RBF140U1S00020110501ex5,F140,0,3726,0,0.0,3725,3725,0,0.0,0,7521,0,0.0,3604,0
RBF140U1S00020111101ex5,F140,0,3603,0,0.0,3602,3602,0,0.0,0,7507,0,0.0,3501,0
RBF140U1S00020120501ex5,F140,0,3484,0,0.0,3483,3483,0,0.0,0,7657,0,0.0,3382,0
