group,arm,start,rank,peak,trough,drawdown,recovery,peak_to_recovery_calendar_days
A,V30F080,2012-05-01,1,2015-06-15,2016-05-18,0.35512428797977214,2017-03-16,640
A,V30F080,2012-05-01,2,2020-02-25,2020-03-23,0.29929987045955897,2020-11-23,272
A,V30F080,2012-05-01,3,2018-07-30,2019-01-03,0.25634212256354805,2019-03-29,242
A,V30F080,2012-11-01,1,2015-06-15,2016-05-18,0.35347427450401114,2017-03-16,640
A,V30F080,2012-11-01,2,2020-02-25,2020-03-23,0.295251345839025,2020-11-23,272
A,V30F080,2012-11-01,3,2018-07-30,2019-01-03,0.25667056529636856,2019-03-29,242
A,V30F080,2013-05-01,1,2020-02-25,2020-03-23,0.3002129394127808,2020-11-23,272
A,V30F080,2013-05-01,2,2015-06-15,2016-02-29,0.27041479523639145,2016-10-25,498
A,V30F080,2013-05-01,3,2013-12-10,2014-03-28,0.2608346279329642,2014-12-03,358
A,V30F080,2013-11-01,1,2015-06-15,2016-05-18,0.36504222884544846,2017-04-06,661
A,V30F080,2013-11-01,2,2020-02-25,2020-03-23,0.2957018926571555,2020-11-23,272
A,V30F080,2013-11-01,3,2018-07-30,2019-01-03,0.25666594463769776,2019-03-29,242
A,V30F080,2014-05-01,1,2015-06-15,2016-05-18,0.34903885999118167,2017-03-15,639
A,V30F080,2014-05-01,2,2020-02-25,2020-03-23,0.298592890606595,2020-11-23,272
A,V30F080,2014-05-01,3,2024-05-22,2024-09-11,0.26503234053027547,2025-06-18,392
A,V30F080,2014-11-01,1,2015-06-15,2016-05-18,0.3351260751996469,2017-02-22,618
A,V30F080,2014-11-01,2,2020-02-25,2020-03-23,0.29534537680368966,2020-11-23,272
A,V30F080,2014-11-01,3,2024-05-22,2024-09-11,0.25889796230969764,2025-06-20,394
A,V30F080,2015-05-01,1,2015-12-25,2016-05-18,0.33081011639873126,2017-02-22,425
A,V30F080,2015-05-01,2,2020-02-25,2020-03-23,0.2974846268587341,2020-11-23,272
A,V30F080,2015-05-01,3,2024-05-22,2024-09-11,0.26116830376789,2025-06-20,394
A,V30F080,2015-11-01,1,2015-12-25,2016-05-18,0.32881496042885683,2017-02-22,425
A,V30F080,2015-11-01,2,2020-02-25,2020-03-23,0.2980741476944232,2020-11-23,272
A,V30F080,2015-11-01,3,2018-07-30,2019-01-03,0.25845678200806166,2019-03-29,242
A,V30F080,2016-05-01,1,2020-02-25,2020-03-23,0.29961752187873614,2020-12-28,307
A,V30F080,2016-05-01,2,2018-07-30,2019-01-03,0.25347805132438195,2019-03-27,240
A,V30F080,2016-05-01,3,2024-05-22,2024-09-11,0.25140047861387715,2025-06-03,377
A,F100,2009-11-01,1,2011-03-28,2013-07-29,0.407532708941061,2014-12-10,1353
A,F100,2009-11-01,2,2015-06-15,2016-05-13,0.38154198866373146,2017-11-17,886
A,F100,2009-11-01,3,2018-07-30,2019-01-03,0.31775406583734045,2019-04-02,246
A,F100,2010-05-01,1,2011-03-28,2013-07-29,0.4090866615258494,2014-12-22,1365
A,F100,2010-05-01,2,2015-06-15,2016-05-13,0.37150188777017834,2017-11-16,885
A,F100,2010-05-01,3,2018-07-30,2019-01-03,0.317685463947345,2019-04-02,246
A,F100,2010-11-01,1,2015-06-15,2016-05-13,0.35788222615038556,2017-09-14,822
A,F100,2010-11-01,2,2011-03-30,2013-07-29,0.3400154404097482,2014-12-02,1343
A,F100,2010-11-01,3,2018-07-30,2019-01-03,0.3178035428522973,2019-04-02,246
A,F100,2011-05-01,1,2015-12-25,2016-05-13,0.3759038183376717,2017-11-17,693
A,F100,2011-05-01,2,2018-07-30,2019-01-03,0.3176086247210923,2019-04-01,245
A,F100,2011-05-01,3,2012-03-09,2014-03-10,0.2960801142313141,2014-11-12,978
A,F100,2011-11-01,1,2015-12-25,2016-05-13,0.3709672826226619,2017-11-16,692
A,F100,2011-11-01,2,2012-03-09,2014-03-10,0.3219735697821178,2014-12-02,998
A,F100,2011-11-01,3,2018-07-30,2019-01-03,0.3177550252458228,2019-04-02,246
A,F100,2012-05-01,1,2015-06-15,2016-05-13,0.3598904057094193,2017-09-14,822
A,F100,2012-05-01,2,2018-07-30,2019-01-03,0.3176536074651345,2019-04-01,245
A,F100,2012-05-01,3,2013-02-05,2013-07-29,0.2686291077923466,2014-08-20,561
A,F100,2012-11-01,1,2015-06-15,2016-05-13,0.365652822555221,2017-11-14,883
A,F100,2012-11-01,2,2018-07-30,2019-01-03,0.31767314227342536,2019-04-02,246
A,F100,2012-11-01,3,2013-02-08,2014-03-10,0.24524205015002076,2014-08-19,557
A,F100,2013-05-01,1,2015-12-25,2016-05-13,0.3697672088340508,2017-11-14,690
A,F100,2013-05-01,2,2018-07-30,2019-01-03,0.31773032049175287,2019-04-01,245
A,F100,2013-05-01,3,2013-09-24,2014-03-28,0.26363040384272507,2014-12-03,435
A,F100,2013-11-01,1,2015-12-25,2016-05-13,0.3693790174565472,2017-11-14,690
A,F100,2013-11-01,2,2018-07-30,2019-01-03,0.3177053786173373,2019-04-01,245
A,F100,2013-11-01,3,2013-12-10,2014-03-28,0.2527945198648073,2014-09-03,267
A,F100,2014-05-01,1,2015-06-15,2016-05-13,0.378871712975291,2017-11-17,886
A,F100,2014-05-01,2,2018-07-30,2019-01-03,0.31780154299304275,2019-04-02,246
A,F100,2014-05-01,3,2021-09-13,2021-11-16,0.18332734558742803,2022-03-29,197
A,F100,2014-11-01,1,2018-07-30,2019-01-03,0.3257398023432191,2019-04-02,246
A,F100,2014-11-01,2,2015-04-23,2016-05-20,0.31108467677316587,2017-03-15,692
A,F100,2014-11-01,3,2020-03-02,2020-03-23,0.24696196068743737,2020-07-20,140
A,F100,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-11-17,693
A,F100,2015-05-01,2,2018-07-30,2019-01-03,0.3175077937428479,2019-04-01,245
A,F100,2015-05-01,3,2026-03-12,2026-06-30,0.18904418453060945,,
A,F100,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-11-14,690
A,F100,2015-11-01,2,2018-07-30,2019-01-03,0.3177225852044402,2019-04-01,245
A,F100,2015-11-01,3,2021-09-13,2021-11-16,0.1839099205015744,2022-03-29,197
A,F100,2016-05-01,1,2018-07-30,2019-01-03,0.317533050083348,2019-04-01,245
A,F100,2016-05-01,2,2020-03-05,2020-03-19,0.18350541587370273,2020-07-06,123
A,F100,2016-05-01,3,2021-09-13,2021-11-16,0.18265972363257976,2022-03-29,197
A,F120,2009-11-01,1,2015-04-22,2016-05-13,0.4128398659873861,2017-07-07,807
A,F120,2009-11-01,2,2011-03-28,2012-11-15,0.40323749652351426,2014-12-04,1347
A,F120,2009-11-01,3,2018-07-30,2019-01-03,0.3926123494207977,2019-04-03,247
A,F120,2010-05-01,1,2015-06-15,2016-05-13,0.42039669983395245,2017-07-14,760
A,F120,2010-05-01,2,2011-03-28,2012-11-15,0.40328169620756515,2014-12-03,1346
A,F120,2010-05-01,3,2018-07-30,2019-01-03,0.39342626962083405,2019-04-03,247
A,F120,2010-11-01,1,2015-04-22,2016-05-13,0.41577797083412016,2017-07-07,807
A,F120,2010-11-01,2,2018-07-30,2019-01-03,0.3925520063149047,2019-04-03,247
A,F120,2010-11-01,3,2011-03-30,2012-11-15,0.3324710627456481,2014-09-05,1255
A,F120,2011-05-01,1,2015-04-22,2016-05-13,0.42723809420260983,2017-07-07,807
A,F120,2011-05-01,2,2018-07-30,2019-01-03,0.3927818372831291,2019-04-03,247
A,F120,2011-05-01,3,2012-03-09,2012-11-15,0.3185412242853972,2014-09-03,908
A,F120,2011-11-01,1,2015-06-15,2016-05-13,0.4266438897865259,2017-07-19,765
A,F120,2011-11-01,2,2018-07-30,2019-01-03,0.3927881143959804,2019-04-03,247
A,F120,2011-11-01,3,2012-03-09,2012-11-15,0.3186535968356813,2014-09-02,907
A,F120,2012-05-01,1,2015-06-15,2016-05-13,0.43969562877174007,2017-07-19,765
A,F120,2012-05-01,2,2018-07-30,2019-01-03,0.3947025285339446,2019-04-03,247
A,F120,2012-05-01,3,2013-02-18,2014-03-10,0.2714142688854908,2014-08-20,548
A,F120,2012-11-01,1,2015-06-15,2016-05-13,0.43902819228598755,2017-07-19,765
A,F120,2012-11-01,2,2018-07-30,2019-01-03,0.39279197208977623,2019-04-03,247
A,F120,2012-11-01,3,2013-02-18,2014-03-20,0.2702067712535059,2014-08-20,548
A,F120,2013-05-01,1,2015-12-25,2016-05-13,0.40503898915192915,2017-07-05,558
A,F120,2013-05-01,2,2018-07-30,2019-01-03,0.3927445287872725,2019-04-03,247
A,F120,2013-05-01,3,2013-05-20,2014-03-28,0.2826490375363375,2014-12-03,562
A,F120,2013-11-01,1,2015-12-25,2016-05-13,0.41149904953297833,2017-07-06,559
A,F120,2013-11-01,2,2018-07-30,2019-01-03,0.3926897886017121,2019-04-03,247
A,F120,2013-11-01,3,2013-12-10,2014-03-28,0.3011034335907037,2014-12-03,358
A,F120,2014-05-01,1,2015-06-15,2016-05-13,0.4288717079324249,2017-07-07,753
A,F120,2014-05-01,2,2018-07-30,2019-01-03,0.39168523037028613,2019-04-03,247
A,F120,2014-05-01,3,2020-03-05,2020-03-23,0.2690263266027708,2020-07-17,134
A,F120,2014-11-01,1,2015-04-23,2016-05-09,0.3621212550976384,2017-06-12,781
A,F120,2014-11-01,2,2020-03-05,2020-03-23,0.3095096508505242,2020-07-20,137
A,F120,2014-11-01,3,2018-07-30,2019-01-03,0.2696756516660421,2019-04-01,245
A,F120,2015-05-01,1,2015-12-25,2016-05-13,0.4060142542444162,2017-07-07,560
A,F120,2015-05-01,2,2018-07-30,2019-01-03,0.3918797889570058,2019-04-03,247
A,F120,2015-05-01,3,2020-03-05,2020-03-23,0.27096552824215714,2020-07-17,134
A,F120,2015-11-01,1,2018-07-30,2019-01-03,0.3916878651301975,2019-04-03,247
A,F120,2015-11-01,2,2015-12-25,2016-05-13,0.38427369048452376,2017-06-29,552
A,F120,2015-11-01,3,2020-03-05,2020-03-23,0.2719817350059912,2020-07-17,134
A,F120,2016-05-01,1,2018-07-30,2019-01-03,0.390219629957274,2019-04-03,247
A,F120,2016-05-01,2,2020-03-05,2020-03-23,0.26962034854693784,2020-07-17,134
A,F120,2016-05-01,3,2021-09-13,2021-11-10,0.2159209054658071,2022-04-08,207
A,F140,2009-11-01,1,2018-07-30,2019-01-03,0.4456723949982919,2019-04-04,248
A,F140,2009-11-01,2,2015-04-22,2016-05-13,0.4441806483188644,2017-06-29,799
A,F140,2009-11-01,3,2011-03-28,2012-11-15,0.42604540255302203,2014-12-01,1344
A,F140,2010-05-01,1,2015-04-22,2016-05-13,0.4729583867471012,2017-07-07,807
A,F140,2010-05-01,2,2018-07-30,2019-01-03,0.44545478825533136,2019-04-04,248
A,F140,2010-05-01,3,2011-03-28,2012-11-15,0.4260910813055858,2014-12-02,1345
A,F140,2010-11-01,1,2015-04-22,2016-05-13,0.44956315520800383,2017-06-29,799
A,F140,2010-11-01,2,2018-07-30,2019-01-03,0.4451663591336703,2019-04-04,248
A,F140,2010-11-01,3,2011-03-30,2012-11-15,0.3568447110516506,2014-08-04,1223
A,F140,2011-05-01,1,2015-04-22,2016-05-13,0.47370579941883817,2017-07-07,807
A,F140,2011-05-01,2,2018-07-30,2019-01-03,0.4450906400441136,2019-04-04,248
A,F140,2011-05-01,3,2012-03-09,2012-11-15,0.34878796864732653,2014-08-19,893
A,F140,2011-11-01,1,2015-04-22,2016-05-13,0.4785318923703793,2017-07-07,807
A,F140,2011-11-01,2,2018-07-30,2019-01-03,0.44513905667082254,2019-04-04,248
A,F140,2011-11-01,3,2012-03-09,2012-11-15,0.34875319241837277,2013-02-05,333
A,F140,2012-05-01,1,2015-04-22,2016-05-13,0.4705966239724574,2017-07-07,807
A,F140,2012-05-01,2,2018-07-30,2019-01-03,0.4456719534586363,2019-04-04,248
A,F140,2012-05-01,3,2020-03-05,2020-03-23,0.33987912824700317,2020-07-20,137
A,F140,2012-11-01,1,2015-04-22,2016-05-13,0.47207346849772447,2017-07-07,807
A,F140,2012-11-01,2,2018-07-30,2019-01-03,0.44580946440517466,2019-04-04,248
A,F140,2012-11-01,3,2020-03-05,2020-03-23,0.34047216278600534,2020-07-20,137
A,F140,2013-05-01,1,2018-07-30,2019-01-03,0.44547320144140423,2019-04-04,248
A,F140,2013-05-01,2,2015-12-25,2016-05-13,0.4454654831582219,2017-06-29,552
A,F140,2013-05-01,3,2013-09-24,2014-03-28,0.3470672002488573,2014-12-04,436
A,F140,2013-11-01,1,2018-07-30,2019-01-03,0.4456883684310282,2019-04-04,248
A,F140,2013-11-01,2,2015-12-25,2016-05-13,0.44496646298599507,2017-06-29,552
A,F140,2013-11-01,3,2020-03-05,2020-03-23,0.3404517398139688,2020-07-20,137
A,F140,2014-05-01,1,2015-04-22,2016-05-13,0.4710107440907072,2017-07-07,807
A,F140,2014-05-01,2,2018-07-30,2019-01-03,0.44573862327922986,2019-04-04,248
A,F140,2014-05-01,3,2020-03-05,2020-03-23,0.3406998722354454,2020-07-20,137
A,F140,2014-11-01,1,2015-04-22,2016-05-09,0.4144893125324134,2017-06-29,799
A,F140,2014-11-01,2,2020-03-05,2020-03-23,0.3436521061627442,2020-07-20,137
A,F140,2014-11-01,3,2021-09-13,2021-11-30,0.2952547370968127,2023-04-17,581
A,F140,2015-05-01,1,2015-12-25,2016-05-13,0.45245568012947246,2017-07-05,558
A,F140,2015-05-01,2,2018-07-30,2019-01-03,0.4454055858609267,2019-04-04,248
A,F140,2015-05-01,3,2020-03-05,2020-03-23,0.34159074350072516,2020-07-20,137
A,F140,2015-11-01,1,2018-07-30,2019-01-03,0.4453437259057451,2019-04-04,248
A,F140,2015-11-01,2,2015-12-25,2016-05-13,0.4292791692080371,2017-06-29,552
A,F140,2015-11-01,3,2020-03-05,2020-03-23,0.34158297068046584,2020-07-20,137
A,F140,2016-05-01,1,2018-07-30,2019-01-03,0.44571020464364897,2019-04-04,248
A,F140,2016-05-01,2,2020-03-05,2020-03-23,0.34067015588253846,2020-07-20,137
A,F140,2016-05-01,3,2021-09-13,2021-11-30,0.29037056646313186,2023-04-17,581
A,P24V30,2009-11-01,1,2015-06-15,2016-05-13,0.40088725949526016,2017-06-26,742
A,P24V30,2009-11-01,2,2011-03-28,2012-11-15,0.3955549617771771,2014-12-01,1344
A,P24V30,2009-11-01,3,2018-07-30,2019-01-03,0.3287857338300193,2019-04-01,245
A,P24V30,2010-05-01,1,2011-03-28,2012-11-15,0.3952117788272861,2014-12-01,1344
A,P24V30,2010-05-01,2,2015-06-15,2016-05-26,0.33723150345774766,2017-02-22,618
A,P24V30,2010-05-01,3,2018-07-30,2019-01-03,0.3299158381523818,2019-04-01,245
A,P24V30,2010-11-01,1,2015-06-15,2016-05-26,0.3310801148130651,2017-02-22,618
A,P24V30,2010-11-01,2,2011-03-30,2012-11-15,0.3265857020050227,2014-08-20,1239
A,P24V30,2010-11-01,3,2018-07-30,2019-01-03,0.3193092952977915,2019-04-01,245
A,P24V30,2011-05-01,1,2015-06-15,2016-05-26,0.3306877656212095,2017-02-22,618
A,P24V30,2011-05-01,2,2018-07-30,2019-01-03,0.3257114226141855,2019-04-01,245
A,P24V30,2011-05-01,3,2012-03-09,2012-11-15,0.3107237360226819,2013-02-08,336
A,P24V30,2011-11-01,1,2015-06-15,2016-05-13,0.3874278865325773,2017-06-13,729
A,P24V30,2011-11-01,2,2018-07-30,2019-01-03,0.33213801254387154,2019-04-01,245
A,P24V30,2011-11-01,3,2012-03-09,2012-11-15,0.31062744198151404,2013-02-08,336
A,P24V30,2012-05-01,1,2015-06-15,2016-05-13,0.3899400447312247,2017-06-12,728
A,P24V30,2012-05-01,2,2018-07-30,2019-01-03,0.3286328481900461,2019-04-01,245
A,P24V30,2012-05-01,3,2024-07-02,2024-09-11,0.26879631281267213,2025-06-12,345
A,P24V30,2012-11-01,1,2015-06-15,2016-05-13,0.38567597894543637,2017-06-12,728
A,P24V30,2012-11-01,2,2018-07-30,2019-01-03,0.3173684598554426,2019-04-01,245
A,P24V30,2012-11-01,3,2024-07-02,2024-09-11,0.26855771112054316,2025-06-12,345
A,P24V30,2013-05-01,1,2015-06-15,2016-05-13,0.3803859623565986,2017-06-12,728
A,P24V30,2013-05-01,2,2013-12-10,2014-03-28,0.2709487380944079,2014-09-05,269
A,P24V30,2013-05-01,3,2018-07-30,2019-01-03,0.2475887063534662,2019-04-01,245
A,P24V30,2013-11-01,1,2015-06-15,2016-05-13,0.3957858404913257,2017-06-26,742
A,P24V30,2013-11-01,2,2018-07-30,2019-01-03,0.3225361125251166,2019-04-01,245
A,P24V30,2013-11-01,3,2013-12-10,2014-03-28,0.27854870106814544,2014-09-05,269
A,P24V30,2014-05-01,1,2015-06-15,2016-05-13,0.4114102423791598,2017-06-27,743
A,P24V30,2014-05-01,2,2018-07-30,2019-01-03,0.3245191568957573,2019-04-01,245
A,P24V30,2014-05-01,3,2024-07-02,2024-09-11,0.2596430171279269,2025-06-03,336
A,P24V30,2014-11-01,1,2015-04-23,2016-01-28,0.3237780385935669,2017-02-10,659
A,P24V30,2014-11-01,2,2024-07-02,2024-09-11,0.2577945562725842,2025-06-03,336
A,P24V30,2014-11-01,3,2018-07-30,2019-01-03,0.2471447882279535,2019-04-01,245
A,P24V30,2015-05-01,1,2015-12-25,2016-05-13,0.3755572755661234,2017-06-12,535
A,P24V30,2015-05-01,2,2018-07-30,2019-01-03,0.3314193088615872,2019-04-01,245
A,P24V30,2015-05-01,3,2024-07-02,2024-09-11,0.272499292330893,2025-06-20,353
A,P24V30,2015-11-01,1,2015-12-25,2016-05-13,0.3701777962680668,2017-04-10,472
A,P24V30,2015-11-01,2,2018-07-30,2019-01-03,0.32830799693331014,2019-04-01,245
A,P24V30,2015-11-01,3,2020-01-03,2020-03-23,0.24831184296766906,2020-07-17,196
A,P24V30,2016-05-01,1,2018-07-30,2019-01-03,0.3259957613508553,2019-04-01,245
A,P24V30,2016-05-01,2,2024-07-02,2024-09-11,0.2712679991215977,2025-06-20,353
A,P24V30,2016-05-01,3,2020-01-02,2020-03-23,0.24723241307391974,2020-07-13,193
