security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,incremental_roe_basis,cash_roe0,owner_earnings0,v_zero_growth,incremental_roe_used,ame_path,nopat_ps,roic0,incremental_roic,reinvestment_rate,wacc,cost_of_debt,tax_rate,net_debt_ps,fin_net_debt_ps,minority_book_ps,ev_ps,owner_earnings_true_ps,roic_path,minority_share,minority_share_basis,roic_nopat_mode,roic_g_source,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout,v_bear,v_bull,valuation_quality_score,valuation_quality_notes,bps_operating,external_equity_ps,external_equity_cum_ps,shares_est,bps_basis_date,equity_anchor_mode,peak_weight,growth_trust,trough_weight,ttm_factor,growth_damp,maintenance_ratio,maintenance_raw_ratio,maintenance_status,maintenance_intervals,maintenance_positive_intervals,maintenance_net_reinvestment,maintenance_growth_allowance,maintenance_nopat_total,cash_blocked,wc_aggregation,wc_first_period,wc_last_period,wc_start,wc_end,wc_change,wc_financing_start,wc_financing_end,wc_conflict_years,minority_claim_status,minority_claim_event,minority_fixed_claim_ps,minority_dividend_floor_ps,model_evaluated_at,model_evaluated_report_date,forecast_overlay,forecast_notice_date,forecast_report_date,forecast_profit_yi,forecast_source,pre_overlay_iv,pre_overlay_report_date,pre_overlay_notice_date,bps_scale,overlay_note,exright_factor,exright_cash,exright_note
002138,顺络电子,L2,2026-06-30,2026-07-31,2026-07-31,ok,,1.2500,0.1497,weightavg_ttm,8.1418,1.5227,0.1862,0.1132,,0.113200,lift2(孰高),,9,0.2268,0.2068,n/a,,,12.4010,,,1.3783,0.1050,0.1071,0.8279,0.0781,0.0294,0.1048,5.8086,3.4601,0.7746,22.1713,1.2941,growth,0.1244,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.3546,,0.0887,,tier,,,,0.1000,0.0300,0.0981,16.3628,14.7265,17.9990,0.20,13.0902,11.87,13.09,0.7531,0.1935,8.8122,31.0264,69,hist12/cv20/term5/path20/legs12,8.1628,-0.0209,0.0000,806318354,2026-07-31,shares_ref,0.000,0.50,0.000,0.9620,0.9620,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1852467908.1400,3128067480.9700,1275599572.8300,523029841.2100,810669121.8900,0,,,0.0000,0.0000,2026-07-31,2026-06-30,,,,,,,,,,,,,
002142,宁波银行,L2,2026-06-30,2026-08-20,2026-08-20,ok,,4.5600,0.1333,weightavg_ttm,36.7608,4.8417,0.1375,0.1508,,0.150800,"guarded(λ=0.5,w=0.00,v=0.00)",,5,0.6294,0.0871,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.1992,0.0793,0.1101,0.1101,,tier,,,,0.1000,0.0300,0.1200,31.4093,28.2684,34.5502,0.20,47.2675,11.88,12.96,0.6772,0.2017,42.3225,88.5734,77,hist20/cv20/term12/path5/legs20,35.2122,1.5485,,6837529138,2026-08-20,shares_ref,0.000,0.50,0.000,1.0610,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,,,
002179,中航光电,L2,2026-06-30,2026-08-27,2026-08-27,ok,,0.8539,0.0771,weightavg_ttm,11.5544,1.5902,0.1379,0.1682,down,0.137864,normalized,,5,0.5831,0.0710,raw,,,22.2549,,,2.0316,0.2418,0.0128,0.7789,0.0963,0.0256,0.1267,-1.3823,-2.6547,0.8884,17.6808,0.3964,growth,0.0634,earnings,trough_median,capital,,-0.1646,,0.0100,,tier,,,,0.1000,0.0300,0.1163,19.0630,17.1567,20.9693,0.20,15.2504,9.38,22.32,0.6427,0.0000,14.0451,25.4380,68,hist12/cv12/term12/path20/legs12,10.0996,0.0167,1.4380,2100246297,2026-08-27,shares_ref,0.000,0.00,1.000,0.8529,0.5706,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,5471186821.0000,9807204906.8300,4336018085.8300,1223732.2700,38320166.8300,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
002222,福晶科技,L2,2026-06-30,2026-08-28,2026-08-28,ok,,0.7040,0.1835,weightavg_ttm,4.0337,0.8166,0.2025,0.1645,,0.164500,lift2(孰高),,5,0.1892,0.1607,raw,,,8.8160,,,0.8047,0.1927,0.1469,0.8638,0.0902,0.0200,0.0857,0.1006,-0.2647,0.3666,10.0126,0.5566,growth,0.0340,earnings,"blend(λ=1.0,w=0.21,v=0.00)",capital,,0.1499,,0.1269,,tier,,,,0.1000,0.0300,0.1102,9.9120,8.9208,10.9032,0.20,7.9296,12.32,14.08,0.8546,0.0970,5.9077,17.7858,69,hist12/cv20/term5/path20/legs12,4.0324,0.0012,0.0000,470250000,2026-08-28,shares_ref,0.214,1.00,0.000,1.1884,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,431702973.1700,679660647.3300,247957674.1600,0.0000,874961.8800,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
002262,恩华药业,L2,2026-06-30,2026-08-18,2026-08-18,ok,,1.0900,0.1348,weightavg_ttm,8.2611,1.3151,0.1591,0.1720,down,0.159064,normalized,,5,0.3747,0.0853,n/a,,,15.4957,,,1.1454,0.3225,0.1365,0.3764,0.0995,0.0430,0.1007,-3.9821,-3.9821,-0.0300,9.9019,0.8323,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0322,,0.0514,,tier,,,,0.1000,0.0300,0.1195,13.8841,12.4957,15.2725,0.20,11.1072,12.12,12.74,0.6809,0.0000,10.5103,18.8313,76,hist12/cv20/term12/path20/legs12,8.2611,0.0000,0.0000,1015786583,2026-08-18,shares_ref,0.000,0.50,0.000,1.0380,0.9190,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,919079128.2100,1626689134.0300,707610005.8200,43846588.3700,95367480.9900,0,,,0.0000,0.0000,2026-08-18,2026-06-30,,,,,,,,,,,,,
002270,华明装备,L2,2026-06-30,2026-08-29,2026-08-29,ok,,0.8132,0.2211,weightavg_ttm,3.7583,1.0873,0.2915,0.1507,,0.150700,lift2(孰高),,9,0.2144,,n/a,,,8.1896,,,0.6424,0.2026,2.3223,-0.0625,0.0807,0.0265,0.1516,-0.2393,-0.2974,0.0359,6.7502,0.5880,growth,0.0121,earnings,"blend(λ=1.0,w=0.95,v=0.00)",none,,0.1665,,0.0000,,tier,,,,0.1000,0.0300,0.1007,6.9895,6.2906,7.6885,0.20,5.5916,10.88,8.60,0.7208,0.0000,4.7975,10.1842,51,hist12/cv12/term12/path10/legs5,3.6249,0.0273,0.1061,896225431,2026-08-29,shares_ref,0.950,1.00,0.000,1.0301,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1216321952.9500,1126915740.0900,-89406212.8600,310410295.2400,577484604.1900,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
002287,奇正藏药,L2,2026-06-30,2026-08-22,2026-08-22,ok,,1.1730,0.1339,weightavg_ttm,8.9106,1.4970,0.1678,0.1678,,0.167800,normalized,,9,0.0925,-0.0551,n/a,,,17.4059,,,1.1406,0.2558,-0.3910,0.3681,0.0895,0.0375,0.1248,-4.4265,-4.7170,0.0862,10.2028,1.0563,growth,0.0000,earnings,median3,none,,0.0618,,0.0000,,tier,,,,0.1000,0.0300,0.1095,14.6293,13.1436,16.1151,0.20,11.8858,13.03,12.67,0.6710,0.0000,11.7504,19.0037,69,hist12/cv20/term12/path20/legs5,8.3492,0.0237,0.5378,572118203,2026-08-22,shares_ref,0.000,0.00,0.000,1.0199,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,271954281.8400,631511072.6900,359556790.8500,576128818.9300,764997107.1000,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,1.000000,0.2279,除权归一化至 2026-09-23 现价口径：2026-09-23 现金0.227893/送转0
002311,海大集团,L2,2026-06-30,2026-08-25,2026-08-25,ok,,1.9700,0.1319,weightavg_ttm,14.4268,2.8227,0.1954,0.1954,,0.195400,normalized,,9,0.0686,0.2737,n/a,,,29.0563,,,2.8900,0.1271,4.9104,0.0638,0.0916,0.0455,0.1231,2.7432,0.6790,0.7451,33.2292,2.2214,growth,0.0583,earnings,median3,capital,,0.0119,,0.0255,,tier,,,,0.1000,0.0300,0.1116,30.4860,27.4224,33.5495,0.20,24.5088,10.60,15.55,0.5834,0.6085,22.6829,42.1651,76,hist12/cv12/term20/path20/legs12,14.4430,-0.0161,0.0000,1663749970,2026-08-25,shares_ref,0.000,0.00,0.000,0.7599,0.7349,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,5002915514.8200,288460926.9400,-4714454587.8800,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,1.000000,0.1500,除权归一化至 2026-09-23 现价口径：2026-09-17 现金0.149993/送转0
002352,顺丰控股,L2,2026-06-30,2026-08-29,2026-08-29,ok,,2.1700,0.1093,weightavg_ttm,19.5138,2.3448,0.1151,0.1151,,0.115100,normalized,,9,0.3307,0.4655,n/a,,,27.7671,,,2.4525,0.0786,1.5481,-0.7193,0.0791,0.0372,0.2167,3.6932,0.0904,2.2832,30.9692,2.3179,growth,0.0047,earnings,median3,none,,0.1156,,0.0000,,tier,,,,0.1000,0.0300,0.0786,27.2760,24.5010,30.0510,0.20,22.1997,11.31,12.79,0.5639,0.6181,18.7267,35.5067,69,hist12/cv12/term20/path20/legs5,15.3613,-0.8461,4.9985,5041467767,2026-08-29,shares_ref,0.000,0.00,0.000,0.9788,0.9788,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2660417000.0000,-323137000.0000,-2983554000.0000,0.0000,244734000.0000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,1.000000,0.4736,除权归一化至 2026-09-23 现价口径：2026-09-17 现金0.473648/送转0
002371,北方华创,L2,2026-06-30,2026-08-26,2026-08-26,ok,,7.8436,0.1518,weightavg_ttm,55.8708,9.1841,0.1641,0.1641,,0.164100,normalized,,5,0.5977,0.2143,raw,,,107.1357,,,9.1365,0.2223,0.1338,1.0443,0.0807,0.0260,0.0746,6.1414,-3.3577,9.4180,125.4267,0.8601,growth,0.0331,earnings,"blend(λ=0.5,w=0.67,v=0.00)",capital,,0.1872,,0.1338,,tier,,,,0.1000,0.0300,0.1007,119.2852,107.3567,131.2138,0.20,95.4282,13.06,15.21,0.9219,0.0000,60.7554,258.5090,59,hist12/cv20/term5/path10/legs12,42.6130,-0.0812,13.3390,724616559,2026-08-26,shares_ref,0.674,0.50,0.000,1.0293,0.9748,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2772723303.6800,17647192579.9700,14874469276.2900,243595394.8200,482489230.5400,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
002372,伟星新材,L2,2026-06-30,2026-08-07,2026-08-07,ok,,0.5500,0.1740,weightavg_ttm,2.9633,0.5946,0.2005,0.2584,down,0.200464,normalized,,5,0.5978,,n/a,,,6.9217,,,0.5596,0.4754,-2.8696,0.0806,0.0999,0.0525,0.1782,-1.3314,-1.3726,0.0203,4.0099,0.5999,growth,0.0076,earnings,"blend(λ=0.5,w=0.00,v=0.21)",none,,-0.1554,,0.0000,,tier,,,,0.1000,0.0300,0.1199,5.3413,4.8072,5.8755,0.20,4.2731,9.54,9.71,0.5722,0.0000,4.1189,6.8425,69,hist12/cv12/term20/path20/legs5,3.1960,-0.0002,-0.2324,1592037988,2026-08-07,shares_ref,0.000,0.50,0.211,1.1606,0.7813,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,313807110.3900,161944081.9000,-151863028.4900,56054290.1600,52691734.5800,0,,,0.0000,0.0000,2026-08-07,2026-06-30,,,,,,,,,,,,,
002379,宏桥控股,L2,2026-06-30,2026-08-22,2026-08-22,ok,,2.6753,0.7110,weightavg_ttm,4.4424,6.1822,1.3899,0.0321,,0.032100,lift2(孰高),,9,0.2980,0.7410,n/a,,,32.6376,,,2.6595,0.3604,,,0.0755,0.0450,0.2455,2.1026,0.9455,-0.0007,25.1518,1.9028,growth,0.0476,earnings,entity_reset,entity_reset_none,,,,0.0000,,tier,,,,0.1000,0.0300,0.0955,23.0491,20.7442,25.3540,0.20,18.4393,8.67,8.62,0.7120,0.0000,13.4332,39.2426,47,hist5/cv5/term12/path20/legs5,4.6376,-0.0057,-0.1895,13029995672,2026-08-22,shares_ref,0.000,1.00,0.000,1.3811,1.0000,0.000000,,off,0,0,,,,,operating,2025-12-31,2025-12-31,22138070409.5000,22138070409.5000,0.0000,79437942.3600,79437942.3600,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
002409,雅克科技,L2,2026-06-30,2026-08-26,2026-08-26,ok,,2.1819,0.1269,weightavg_ttm,16.8097,2.6519,0.1524,0.0876,up,0.101388,lift2(孰高),,5,0.5764,0.3502,n/a,,,11.9576,,,1.5180,0.0906,0.1116,2.0287,0.0739,0.0203,0.1818,8.9384,3.8385,4.1600,27.1325,1.1208,growth,0.0284,earnings,cyclical_median,capital,,0.2110,,0.1116,,tier,,,,0.1000,0.0300,0.0906,18.1941,16.3397,20.0485,0.20,14.8353,12.22,8.50,0.8064,0.0000,8.6345,34.3068,59,hist12/cv20/term5/path10/legs12,15.3542,-0.5900,2.0455,475927678,2026-08-26,shares_ref,1.000,1.00,0.000,1.0381,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1012264214.1500,2523449756.2900,1511185542.1400,92240974.4700,43041541.3300,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,1.000000,0.3500,除权归一化至 2026-09-23 现价口径：2026-09-22 现金0.35/送转0
002415,海康威视,L2,2026-06-30,2026-07-25,2026-07-25,ok,,1.7930,0.1962,weightavg_ttm,9.2033,1.9773,0.2148,0.1962,down,0.177576,lift2(孰高),,5,0.7310,-0.1149,n/a,,,22.6982,,,1.9109,0.2939,-0.1727,0.1808,0.0942,0.0320,0.0929,-2.1704,-4.0984,0.8691,15.7907,2.5718,growth,0.0692,earnings,ttm_growth,none,,0.0979,,0.0000,,tier,,,,0.1000,0.0300,0.1142,17.9611,16.1100,19.8122,0.20,14.8089,9.69,10.32,0.6416,0.0000,13.8223,24.5305,69,hist12/cv20/term12/path20/legs5,9.2058,-0.0026,0.0000,9164871550,2026-07-25,shares_ref,0.000,1.00,0.000,1.1577,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,23037242719.7800,24037331888.6000,1000089168.8200,1316035122.0600,2430030662.6500,0,,,0.0000,0.0000,2026-07-25,2026-06-30,,,,,,,,,,,1.000000,0.5500,除权归一化至 2026-09-23 现价口径：2026-08-19 现金0.55/送转0
002463,沪电股份,L2,2026-06-30,2026-08-26,2026-08-26,ok,,2.6312,0.3258,weightavg_ttm,9.3481,3.7246,0.4197,0.1770,up,0.231852,lift2(孰高),,5,0.4905,0.3525,n/a,,,14.9654,,,1.2986,0.2059,0.2332,0.6853,0.0835,0.0332,0.1318,0.5876,1.0542,0.0090,18.4850,1.9187,growth,0.0000,earnings,cyclical_median,capital,,0.5652,,0.1598,,tier,,,,0.1000,0.0300,0.1035,17.8974,16.1077,19.6872,0.20,14.3179,13.78,6.80,0.9506,0.0000,9.2467,36.9590,59,hist12/cv20/term5/path10/legs12,8.8725,0.4756,0.0000,1924363537,2026-08-26,shares_ref,1.000,1.00,0.000,1.3246,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1574085980.0000,2410131489.0000,836045509.0000,43131683.0000,58147038.0000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
002466,天齐锂业,L2,2026-06-30,2026-08-28,2026-08-28,ok,,2.7400,0.1014,weightavg_ttm,28.2037,4.1462,0.1461,0.1461,,0.146100,normalized,,9,0.0864,-0.0658,n/a,,,39.3168,,,6.8044,0.0875,-0.0138,0.1771,0.0858,0.0499,0.2436,40.4349,4.7782,6.5099,80.2210,1.0402,growth,0.4701,earnings,cyclical_median,none,,-0.3889,,0.0000,,tier,,,,0.1000,0.0300,0.0875,39.7861,35.8075,43.7647,0.20,31.8289,5.85,14.52,0.5324,0.6572,19.5913,56.9335,52,hist12/cv5/term20/path10/legs5,23.9253,-0.1930,4.4714,1641194983,2026-08-28,shares_ref|book_break,1.000,1.00,0.000,9.9870,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1833262273.7600,2377221030.2100,543958756.4500,2014403009.4600,628073019.2100,0,,,0.0000,0.0000,2026-08-28,2026-06-30,,,,,,,,,,,,,
002475,立讯精密,L2,2026-06-30,2026-08-25,2026-08-25,ok,,2.4499,0.2073,weightavg_ttm,12.7244,2.7074,0.2161,0.2161,,0.216100,normalized,,9,0.2626,0.1923,n/a,,,39.3963,,,2.7586,0.1863,0.1995,0.1740,0.0647,0.0287,0.0706,3.0380,-0.6952,2.8186,40.3957,0.5306,growth,0.0959,earnings,ttm_growth,capital,,0.2228,,0.0347,,tier,,,,0.1000,0.0300,0.0847,37.3577,33.6219,41.0935,0.20,29.8862,13.54,15.25,0.8702,0.0000,19.0573,82.1198,69,hist12/cv20/term5/path20/legs12,12.3210,0.2080,0.1953,7329945144,2026-08-25,shares_ref,0.000,1.00,0.000,1.0722,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,4602666323.0000,2420248864.3000,-2182417458.7000,0.0000,1263239984.5600,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
002532,天山铝业,L2,2026-06-30,2026-08-19,2026-08-19,ok,,1.5100,0.2290,weightavg_ttm,6.9369,2.2964,0.3305,0.1275,,0.127500,lift2(孰高),,9,0.2814,0.1266,n/a,,,15.6115,,,1.4324,0.1423,0.0778,0.2471,0.0829,0.0508,0.1397,1.6768,1.6728,-0.0010,17.0751,1.4912,growth,0.0000,earnings,"blend(λ=0.5,w=0.32,v=0.00)",capital,,0.6060,,0.0192,,tier,,,,0.1000,0.0300,0.1029,15.3983,13.8584,16.9381,0.20,12.3186,10.75,10.20,0.6696,0.3496,10.4594,22.9471,76,hist12/cv20/term12/path20/legs12,5.7189,-0.0034,1.2214,4628737415,2026-08-19,shares_ref,0.316,0.50,0.000,1.4345,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-1312922397.9900,2091934871.6200,3404857269.6100,41730861.6600,112836999.4700,0,,,0.0000,0.0000,2026-08-19,2026-06-30,,,,,,,,,,,,,
002568,百润股份,L2,2026-06-30,2026-08-05,2026-08-05,ok,,0.7000,0.1452,weightavg_ttm,4.7928,0.7188,0.1508,0.1508,,0.150800,normalized,,9,0.0555,-0.0086,pre_adjusted,,,9.4779,,,0.7428,0.2009,0.0022,1.1516,0.0758,0.0329,0.2142,0.3172,0.3649,0.0000,8.3307,0.5706,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.0056,,0.0022,,tier,,,,0.1000,0.0300,0.0958,8.0135,7.2122,8.8149,0.20,6.4108,10.79,11.45,0.7546,0.0000,5.0817,12.7457,61,hist12/cv12/term5/path20/legs12,3.6618,0.0478,1.0833,1078071165,2026-08-05,shares_ref,0.000,0.50,0.000,1.1409,0.8910,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-358288500.5700,622734081.7600,981022582.3300,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-05,2026-06-30,,,,,,,,,,,,,
002594,比亚迪,L2,2026-06-30,2026-08-29,2026-08-29,ok,,3.2200,0.1274,weightavg_ttm,26.3208,4.5987,0.1772,0.0776,,0.077600,lift2(孰高),,9,0.1616,0.2293,raw,,,73.8940,,,5.9463,0.2070,0.1543,1.4000,0.0783,0.0368,0.1507,2.6306,-0.6235,1.2965,89.0005,-2.2613,growth,0.0416,earnings,median3,capital,,0.0707,,0.1543,,tier,,,,0.1000,0.0300,0.0983,86.3698,77.7328,95.0068,0.20,69.0959,14.52,26.82,0.9551,0.0000,43.1112,193.7874,54,hist12/cv5/term5/path20/legs12,21.5284,0.4724,4.3199,9867839534,2026-08-29,shares_ref,0.000,0.00,0.000,0.9024,0.6817,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-4174243000.0000,-100319378000.0000,-96145135000.0000,8743126000.0000,5484126000.0000,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
002595,豪迈科技,L2,2026-06-30,2026-08-29,2026-08-29,ok,,2.4803,0.1960,weightavg_ttm,10.6558,2.2469,0.2108,0.2022,up,0.210816,normalized,,5,0.4319,0.2440,n/a,,,22.1369,,,2.0448,0.2239,0.3133,0.4176,0.0987,0.0327,0.1252,-1.4176,-1.4256,0.0084,22.6346,0.5736,growth,0.0000,earnings,median3,capital,,0.1823,,0.1308,,tier,,,,0.1000,0.0300,0.1187,24.0522,21.6470,26.4574,0.20,19.2417,11.76,9.70,0.8138,0.0613,15.3156,40.0817,69,hist12/cv20/term5/path20/legs12,10.6554,0.0003,0.0000,1160000000,2026-08-29,shares_ref,0.000,0.00,0.000,0.9736,0.9736,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,3084345531.4200,5369164822.5300,2284819291.1100,455632256.4100,390665844.2300,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
002648,卫星化学,L2,2026-06-30,2026-08-15,2026-08-15,ok,,2.6200,0.2547,weightavg_ttm,11.2945,3.8623,0.3414,0.1680,,0.168000,lift2(孰高),,9,0.0242,-0.0498,pre_adjusted,,,31.9222,,,2.7006,0.1372,0.0481,-0.3626,0.0718,0.0374,0.1254,5.7062,5.6849,0.0067,36.1862,1.5334,growth,0.0000,earnings,"blend(λ=0.5,w=0.81,v=0.00)",none,,0.6054,,0.0000,,tier,,,,0.1000,0.0300,0.0918,30.4800,27.4320,33.5280,0.20,24.3840,11.29,11.63,0.7292,0.1592,18.4790,50.7137,59,hist12/cv20/term12/path10/legs5,10.6986,-0.0146,0.6104,3368645690,2026-08-15,shares_ref,0.807,0.50,0.000,1.6558,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,455862105.6100,-1851911366.9500,-2307773472.5600,1784831015.6900,564370415.6900,0,,,0.0000,0.0000,2026-08-15,2026-06-30,,,,,,,,,,,,,
002690,美亚光电,L2,2026-06-30,2026-08-26,2026-08-26,ok,,0.8291,0.2602,weightavg_ttm,2.9172,0.8457,0.2843,0.2361,,0.236100,lift2(孰高),,9,0.3118,0.4901,pre_adjusted,,,9.3827,,,0.7108,0.9753,0.9032,0.0674,0.1000,0.0450,0.1282,-2.2742,-2.3317,0.0000,5.0432,0.9429,growth,0.0000,book_fallback,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.0093,,0.0270,,tier,,,,0.1000,0.0300,0.1200,7.3174,6.5857,8.0491,0.20,5.8539,10.29,8.83,0.4812,0.0000,5.5427,9.6254,84,hist12/cv20/term20/path20/legs12,2.9747,-0.0575,0.0000,882228900,2026-08-26,shares_ref,0.000,0.50,0.000,1.0170,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-26975381.1800,106578956.5000,133554337.6800,837720.0000,6419212.3000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
002714,牧原股份,L2,2026-06-30,2026-08-21,2026-08-21,ok,,-0.1800,-0.0070,weightavg_ttm,13.7138,2.6217,0.2101,0.2101,,0.210100,normalized,,9,0.0328,0.3663,n/a,,,29.3714,,,2.9155,0.1314,0.4084,0.4375,0.0730,0.0427,0.0000,11.3498,9.4761,0.1685,50.1376,2.3557,growth,0.0757,earnings,trough_median,capital,,,,0.1750,,tier,,,,0.1000,0.0300,0.0930,38.7878,34.9090,42.6666,0.20,31.0302,13.30,,0.9340,0.0000,17.3059,92.2514,54,hist12/cv5/term5/path20/legs12,11.8489,1.2034,0.6615,5535241014,2026-08-21,shares_ref,0.000,0.00,1.000,-0.0724,0.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-3101429176.9000,23305353614.9400,26406782791.8400,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,,,
002916,深南电路,L2,2026-06-30,2026-08-27,2026-08-27,ok,,6.1900,0.2418,weightavg_ttm,26.4695,7.4695,0.2798,0.2038,,0.203800,lift2(孰高),,9,0.1155,0.2098,raw,,,70.7482,,,6.5720,0.1377,0.1802,1.1733,0.0869,0.0262,0.0953,4.8675,4.5905,0.0485,94.6984,3.3647,growth,0.0001,earnings,ttm_growth,capital,,0.4515,,0.1802,,tier,,,,0.1000,0.0300,0.1069,89.8309,80.8478,98.8140,0.20,71.8647,13.67,14.51,0.8650,0.0000,55.1695,161.4908,69,hist12/cv20/term5/path20/legs12,25.9419,-0.2286,0.7562,666740795,2026-08-27,shares_ref,0.000,1.00,0.000,1.2721,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2568478022.1500,4905241552.0700,2336763529.9200,843497798.0900,866972582.2500,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
002920,德赛西威,L2,2026-06-30,2026-08-14,2026-08-14,ok,,4.2400,0.1698,weightavg_ttm,26.9287,5.8053,0.2167,0.2167,,0.216700,normalized,,5,0.3819,0.1751,n/a,,,54.1531,,,4.4546,0.2360,0.2045,0.9709,0.0941,0.0293,0.0379,-6.8333,-6.8260,0.2532,57.9848,3.6827,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.2491,,0.1986,,tier,,,,0.1000,0.0300,0.1141,64.8181,58.3363,71.2999,0.20,51.8545,14.55,15.29,0.9414,0.0000,38.1034,119.3567,69,hist12/cv20/term5/path20/legs12,19.3062,0.2605,7.3619,596842634,2026-08-14,shares_ref,0.000,0.50,0.000,1.0090,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1969843971.9700,5941087175.5300,3971243203.5600,749966067.9100,2403643240.8600,0,,,0.0000,0.0000,2026-08-14,2026-06-30,,,,,,,,,,,,,
002938,鹏鼎控股,L2,2026-06-30,2026-08-12,2026-08-12,ok,,1.6400,0.1137,weightavg_ttm,14.8362,2.0962,0.1468,0.1468,,0.146800,normalized,,9,0.2508,0.0403,n/a,,,20.2206,,,1.4670,0.1377,0.2721,0.1504,0.0914,0.0268,0.1332,-4.1733,-3.8738,0.2563,16.8203,1.6461,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.12)",capital,,-0.0484,,0.0409,,tier,,,,0.1000,0.0300,0.1114,20.9937,18.8943,23.0930,0.20,16.7949,14.31,12.80,0.6281,0.5236,16.5340,27.7641,76,hist12/cv20/term12/path20/legs12,13.8134,0.5559,0.4669,2318051016,2026-08-12,shares_ref,0.000,0.50,0.124,1.0136,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,6316280967.2400,3513499446.7200,-2802781520.5200,0.0000,39453938.1200,0,,,0.0000,0.0000,2026-08-12,2026-06-30,,,,,,,,,,,,,
