臂名,台账,计量版本,批次,起点数,行数,剔除赢家行数,策略示例
L3g150250400x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.2500_2.50at0.5000_4.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g150250400x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl1.50at0.3333_2.50at0.6667_4.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g30100200x205080,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2000_1.00at0.5000_2.00at0.8000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g30100200x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2500_1.00at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g30100200x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2500_1.00at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g30100200x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.3333_1.00at0.6667_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g3050100x205080,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2000_0.50at0.5000_1.00at0.8000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g3050100x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2500_0.50at0.5000_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g3050100x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.2500_0.50at0.5000_1.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g3050100x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.30at0.3333_0.50at0.6667_1.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100150x205080,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2000_1.00at0.5000_1.50at0.8000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100150x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2500_1.00at0.5000_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100150x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2500_1.00at0.5000_1.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100150x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.00at0.6667_1.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100200x205080,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2000_1.00at0.5000_2.00at0.8000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100200x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2500_1.00at0.5000_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100200x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.2500_1.00at0.5000_2.00at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g50100200x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.50at0.3333_1.00at0.6667_2.00at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g80150250x2550100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.2500_1.50at0.5000_2.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g80150250x255075,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.2500_1.50at0.5000_2.50at0.7500_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
L3g80150250x3367100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_gl0.80at0.3333_1.50at0.6667_2.50at1.0000_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
LADDER,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_pl1.0at1.2_2.0at1.6_3.0at2.2_gs1.25_skipma60_sl2.4671_addma_swk20_cap0.6_sp_lot100_lrc
LC,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_scd2_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
LC060,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.6_tranche_sl1.1_sp_lot100_lrc_LC060
LC085,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_LC085
LEVLONG,archive,m1,,0,1,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc_LEVLONG
LGB,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_LGB
LGP,archive,m1,,0,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc_LGP
LGR,archive,m1,,0,1,0,trend_x4_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_q750b0.1s0.6nr_sp_lot100_lrc_LGR
LOOBASE,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_LOOBASE
LOOBUY,archive,m1,,23,23,0,trend_x2_w-0.0059_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
LOOCAP,archive,m1,,23,24,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_cap0.19_sp_lot100_lrc_LOOCAP
LOOCORR,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
LOOSMA,archive,m1,,23,23,0,trend_x2_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
LOOX,archive,m1,,23,23,0,trend_x1.5_w0.04_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc
LOYON,archive,m1,,0,1,0,trend_x1_w0_x1c_sma20_swap_nostop_corr0.85_tranche_sl2.5_sp_lot100_lrc_LOYON
LT1,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_stt1_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M010,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M011,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M012,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M013,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M014,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M015,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M016,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M017,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M019,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M020,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M021,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M022,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M023,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M024,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M025,archive,m1,,23,51,14,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
M026,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M027,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M028,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M029,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M030,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
M040,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
M060,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
M100,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
M15,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M16,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M17,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M18,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M19,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M20,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M21,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M22,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M23,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M24,archive,m1,,23,46,23,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
M500s40a,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
M500s40aal,archive,m1,,12,12,0,trend_x5_w0.0928_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.9913_addma_swk20_sp_lot100_lrc
M500s40anolev,archive,m1,,12,12,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
M500s40b,archive,m1,,12,12,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
M60,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.15_sp_lot100_lrc
MA1030,archive,m1,,25,25,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_ma10-30_sl2.5312_addma_swk20_sp_lot100_lrc
MA20,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
MA20120,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_ma20-120_sl2.5548_addma_swk20_sp_lot100_lrc
MA20STOP,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_slmin_sl2.5312_addma_swk20_sp_lot100_lrc
MA60,archive,m1,,23,23,0,trend_x1_w0.2452_x1c_sma20_swap_corr0.85_tranche_sl0.5708_sp_lot100_lrc
MA60MA60,archive,m1,,23,23,0,trend_x1_w0.2436_x1c_sma20_swap_corr0.85_tranche_sl0.5746_sp_lot100_lrc
MAADJ,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_frzstop_sl2.5236_addma_swk20_sp_lot100_lrc
MAXBOTH,archive,m1,,23,74,37,trend_x5_w0.081_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MAXCORR65,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.65_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
MAXCORR75,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.75_tranche_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
MAXRAW,archive,m1,,23,74,37,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MED,archive,m1,,23,23,0,trend_x5_w0.0054_x1c_sma20_swap_corr0.75_tranche_sl2.8725_addma_swk20_sp_lot100_lrc
MIM10,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM12,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM13,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM14,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM15,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM16,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM17,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM18,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM19,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM20,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM22,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MIM25,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MINBUY10,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
MINEARN,archive,m1,,14,28,14,trend_x5_w-0.0278_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MINOALIGN,archive,m1,,14,28,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
MKTC20B,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2_mk000300c20p15Br20
MKTC5L,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2_mk000300c5p10Lr20
MKTMA200,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2_mk000300t200B
MOFF,archive,m1,,23,23,0,trend_x1_w-0.5884_x1c_sma20_swap_corr0.85_tranche_sl1.1044_sp_lot100_lrc
N0,archive,m1,,23,23,0,trend_x1_w0.0018_x1c_sma20_swap_corr0.85_tranche_sl2.4984_sp_lot100_lrc
N055,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.55_tranche_sl1.1_sp_lot100_lrc
N058,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.58_tranche_sl1.1_sp_lot100_lrc
N060,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.6_tranche_sl1.1_sp_lot100_lrc
N062,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.62_tranche_sl1.1_sp_lot100_lrc
N065,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.65_tranche_sl1.1_sp_lot100_lrc
N1,archive,m1,,23,23,0,trend_x1_w0.0569_x1c_sma20_swap_corr0.85_tranche_sl2.3472_sp_lot100_lrc
N12,archive,m1,,0,1,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc_N12
N2,archive,m1,,23,23,0,trend_x1_w0.107_x1c_sma20_swap_corr0.85_tranche_sl2.2152_sp_lot100_lrc
N3,archive,m1,,23,24,0,trend_x1_w0.1523_x1c_sma20_swap_corr0.85_tranche_sl2.0979_sp_lot100_lrc_N3
N4,archive,m1,,23,24,0,trend_x1_w0.196_x1c_sma20_swap_corr0.85_tranche_sl2.0005_sp_lot100_lrc_N4
N5,archive,m1,,23,23,0,trend_x1_w0.2393_x1c_sma20_swap_corr0.85_tranche_sl1.9183_sp_lot100_lrc
N6,archive,m1,,23,23,0,trend_x1_w0.2817_x1c_sma20_swap_corr0.85_tranche_sl1.8445_sp_lot100_lrc
NA,archive,m1,,0,1,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_NA
NEW,archive,m1,,23,52,14,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc_NEW
NEWEP,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc
NEWEQ,archive,m1,,23,23,0,trend_x5_w0.0495_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5263_addma_swk20_sp_lot100_lrc
NEWEQL,archive,m1,,23,23,0,trend_x5_w0.0652_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4753_addma_swk20_sp_lot100_lrc
NEWEV,archive,m1,,23,23,0,trend_x5_w0.0495_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5263_addma_swk20_sp_lot100_lrc
NEWEVL,archive,m1,,23,23,0,trend_x5_w0.065_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.6071_addma_swk20_sp_lot100_lrc
NEWEX,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
NEWHY,archive,m1,,23,23,0,trend_x5_w0.0495_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5263_addma_swk20_sp_lot100_lrc
NEWHYL,archive,m1,,23,23,0,trend_x5_w0.0622_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4322_addma_swk20_sp_lot100_lrc
NEWL,archive,m1,,23,23,0,trend_x5_w0.0657_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.4671_addma_swk20_sp_lot100_lrc
NEWLINE,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
NEWM10,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM12,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM13,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM14,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM15,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM16,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM17,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM18,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM19,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM20,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM22,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NEWM25,archive,m1,,14,28,14,trend_x5_w-0.0453_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc
NOCAP,archive,m1,,23,51,14,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_sp_lot100_lrc
NOCAPX,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_nvs_swk20_sp_lot100_lrc
NOCOOL,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100
NOGAIN,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
NOINS,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_gs1.25_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
NOLEV,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
