臂名,台账,计量版本,批次,起点数,行数,剔除赢家行数,策略示例
BL0700,archive,m1,,14,28,14,trend_x5_w0.3_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL0800,archive,m1,,14,28,14,trend_x5_w0.2_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL0850,archive,m1,,14,28,14,trend_x5_w0.15_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL090,archive,m1,,23,23,0,trend_x1_w0.1_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.15_sp_lot100_lrc
BL0900,archive,m1,,14,28,14,trend_x5_w0.1_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL0950,archive,m1,,14,28,14,trend_x5_w0.05_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL100,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.15_sp_lot100_lrc
BL1000,archive,m1,,14,28,14,trend_x5_w0_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1020,archive,m1,,14,28,14,trend_x5_w-0.02_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL105,archive,m1,,23,23,0,trend_x1_w-0.05_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.15_sp_lot100_lrc
BL1070,archive,m1,,14,28,14,trend_x5_w-0.07_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1100,archive,m1,,14,28,14,trend_x5_w-0.1_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1125,archive,m1,,14,28,14,trend_x5_w-0.125_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1150,archive,m1,,14,28,14,trend_x5_w-0.15_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1200,archive,m1,,14,28,14,trend_x5_w-0.2_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1250,archive,m1,,14,28,14,trend_x5_w-0.25_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1300,archive,m1,,14,28,14,trend_x5_w-0.3_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1400,archive,m1,,14,28,14,trend_x5_w-0.4_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL1500,archive,m1,,14,28,14,trend_x5_w-0.5_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL2000,archive,m1,,14,28,14,trend_x5_w-1_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BL9000,archive,m1,,14,28,14,trend_x5_w-8_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
BOTH,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc
BSB1,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc2
BTW000,archive,m1,,14,14,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BTW000S,archive,m1,,14,14,14,trend_x5_w0.0024_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BTW025,archive,m1,,14,14,14,trend_x5_w0.013_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BTW050,archive,m1,,14,14,14,trend_x5_w0.0314_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BTW075,archive,m1,,14,14,14,trend_x5_w0.0501_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BTW125,archive,m1,,14,14,14,trend_x5_w0.0771_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_ex5_lot100_lrc
BUY094,archive,m1,,23,23,0,trend_x1.5_w0.06_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
BUY096,archive,m1,,23,23,0,trend_x1.5_w0.04_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
BUY098,archive,m1,,23,23,0,trend_x1.5_w0.02_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
BUY1,archive,m1,SB1DB20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BUY103,archive,m1,,23,23,0,trend_x1.5_w-0.03_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
BUY108,archive,m1,,23,23,0,trend_x1.5_w-0.08_x1c_sma20_swap_corr0.85_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
BUY2,archive+current,m1+m2,M2REG20260905;SB1DB20260905,14,56,28,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BUY3,archive,m1,SB1DB20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BUY4,archive,m1,SB1DB20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BUY5,archive,m1,SB1DB20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BUY6,archive,m1,SB1DB20260905,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2
BV4134,archive,m1,,14,14,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2
Baddon,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_addma_cap0.15_sp_lot100_lrc
C050,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.5_tranche_sl1.1_sp_lot100_lrc
C060,archive,m1,,23,75,37,trend_x1_w-0.5853_x1c_sma20_swap_corr0.6_tranche_sl1.1_sp_lot100_lrc_C060
C070,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.7_tranche_sl1.1_sp_lot100_lrc
C072,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.72_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C075,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.75_tranche_sl1.1_sp_lot100_lrc
C076,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.76_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C080,archive,m1,,23,51,14,trend_x1_w-0.5853_x1c_sma20_swap_corr0.8_tranche_sl1.1_sp_lot100_lrc
C084,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.84_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C085,archive,m1,,23,47,23,trend_x1_w-0.5853_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_C085
C088,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.88_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C088G110U,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.88_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C090,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.9_tranche_sl1.1_sp_lot100_lrc
C092,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.92_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C095,archive,m1,,23,23,0,trend_x1_w-0.5853_x1c_sma20_swap_corr0.95_tranche_sl1.1_sp_lot100_lrc
C096,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.96_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
C10,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.1_sp_lot100_lrc
C100,archive,m1,,23,74,37,trend_x5_w0.0657_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.25_ma60stop_sl2.4257_addma_swk20_cap0.6_sp_lot100_lrc
C10p10B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c10p10Br20
C10p12B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c10p12Br20
C12,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.12_sp_lot100_lrc
C18,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.18_sp_lot100_lrc
C2,archive,m1,,23,23,0,trend_x5_w0.06_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.52_addma_swk20_sp_lot100_lrc
C20,archive,m1,,23,23,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.2_sp_lot100_lrc
C20p10B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c20p10Br20
C20p12B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c20p12Br20
C20p15B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c20p15Br20
C20p15L,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c20p15Lr20
C20p20B,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c20p20Br20
C3,archive,m1,,23,23,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
C3C65,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.65_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C3C68,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.68_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C3C72,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.72_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C3C75,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.75_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C3D2,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd3_sdp2_sl2.5548_addma_swk20_sp_lot100_lrc
C3D3,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd3_sdp3_sl2.5548_addma_swk20_sp_lot100_lrc
C3D5,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd3_sdp5_sl2.5548_addma_swk20_sp_lot100_lrc
C3MA1030,archive,m1,,23,23,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_ma10-30_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA1030C72,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.72_tranche_ma10-30_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA1545,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_ma15-45_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA1545C72,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.72_tranche_ma15-45_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA2050,archive,m1,,25,25,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_ma20-50_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA2050C72,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.72_tranche_ma20-50_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA2575,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_ma25-75_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA520,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_ma5-20_sl2.8126_addma_swk20_sp_lot100_lrc
C3MA520C72,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.72_tranche_ma5-20_sl2.8126_addma_swk20_sp_lot100_lrc
C3NEW,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd3_slmin_skipma60_sl2.5222_addma_swk20_sp_lot100_lrc
C3NOSWK,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_sp_lot100_lrc
C3S,archive,m1,,5,5,0,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_sl2.8205_addma_swk20_sp_lot100_lrc
C3SMA1030,archive,m1,,5,5,0,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_ma10-30_sl2.8205_addma_swk20_sp_lot100_lrc
C3SMA2050,archive,m1,,25,25,0,trend_x5_w-0.0093_x1c_sma20_swap_corr0.7_tranche_ma20-50_sl2.8205_addma_swk20_sp_lot100_lrc
C3X4,archive,m1,,5,5,0,trend_x4_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C3X6,archive,m1,,5,5,0,trend_x6_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C4,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd4_sl2.5548_addma_swk20_sp_lot100_lrc
C5,archive,m1,,25,25,0,trend_x5_w0.0484_x1c_sma20_swap_corr0.7_tranche_scd5_slmin_skipma60_sl2.5312_addma_swk20_sp_lot100_lrc
C5D2,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd5_sdp2_sl2.5548_addma_swk20_sp_lot100_lrc
C5D3,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd5_sdp3_sl2.5548_addma_swk20_sp_lot100_lrc
C5D5,archive,m1,,25,25,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_scd5_sdp5_sl2.5236_addma_swk20_sp_lot100_lrc
C5p10L,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5236_addma_swk20_sp_lot100_lrc_mk000300c5p10Lr20
C60,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.6_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C65,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.65_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C68,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.68_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C7,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_scd7_sl2.5548_addma_swk20_sp_lot100_lrc
C70,archive,m1,,25,25,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70B93,archive,m1,,5,5,0,trend_x5_w0.0707_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70B97,archive,m1,,5,5,0,trend_x5_w0.0307_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70CAP25,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_cap0.25_sp_lot100_lrc
C70CAP40,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_cap0.4_sp_lot100_lrc
C70COND3,archive,m1,,5,5,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.7_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
C70MA20,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70MED,archive,m1,,23,23,0,trend_x5_w0.0054_x1c_sma20_swap_corr0.7_tranche_sl2.8725_addma_swk20_sp_lot100_lrc
C70NOWEAK,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_sp_lot100_lrc
C70S230,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.3_addma_swk20_sp_lot100_lrc
C70S280,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.8_addma_swk20_sp_lot100_lrc
C70SELLFULL,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sf_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW10,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW12,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW14,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW15,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW16,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW17,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70SW20,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70X20,archive,m1,,5,5,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70X30,archive,m1,,5,5,0,trend_x3_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70X30CAP40,archive,m1,,5,5,0,trend_x3_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_cap0.4_sp_lot100_lrc
C70X40,archive,m1,,25,25,0,trend_x4_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C70X60,archive,m1,,5,5,0,trend_x6_w0.0507_x1c_sma20_swap_corr0.7_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C72,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.72_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C75,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
C78,archive,m1,,5,5,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.78_tranche_sl2.5548_addma_swk20_sp_lot100_lrc
CALL,archive,m1,,23,23,0,trend_x1.5_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5786_swk20_cap0.2_sp_lot100_lrc
CANDLONG,archive,m1,,0,1,0,trend_x2_w0.04_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.25_sp_lot100_lrc_CANDLONG
CAP,archive,m1,,23,23,0,trend_x5_w0.0593_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_rawma_frzstop_sl2.5236_addma_swk20_sp_lot100_lrc
CAP100,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap1_sp_lot100_lrc2
CAP10M,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
CAP12,archive,m1,,23,23,0,trend_x1_w0.0543_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.12_sp_lot100_lrc
CAP15,archive,m1,,23,24,0,trend_x1_w0_x1c_sma20_swap_corr0.85_tranche_sl2.5_cap0.15_sp_lot100_lrc_CAP15
CAP18,archive,m1,,23,23,0,trend_x1_w0.0543_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.18_sp_lot100_lrc
CAP20,archive,m1,,23,23,0,trend_x1_w0.0543_x1c_sma20_swap_corr0.85_tranche_sl2.5786_addma_nvs_swk20_cap0.2_sp_lot100_lrc
CAP20M,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
CAP25,archive,m1,,23,23,0,trend_x5_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_cap0.25_sp_lot100_lrc
CAP25NOTQ,archive,m1,,23,23,0,trend_x2_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_cap0.25_sp_lot100_lrc
CAP28,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.28_sp_lot100_lrc
CAP30,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.3_sp_lot100_lrc
CAP30MP,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.3_sp_lot100_lrc
CAP35,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.35_sp_lot100_lrc
CAP40,archive,m1,,23,51,14,trend_x5_w0.0507_x1c_sma20_swap_corr0.75_tranche_sl2.5548_addma_swk20_cap0.4_sp_lot100_lrc
CAP50,archive,m1,,23,51,14,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.5_sp_lot100_lrc
CAP70,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.7_sp_lot100_lrc2
CAP80,archive,m1,,14,28,14,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.8_sp_lot100_lrc2
CAPINF,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_sl2.5008_addma_swk20_sp_lot100_lrc
CAPL,archive,m1,,23,23,0,trend_x5_w0.0566_x1c_sma20_swap_corr0.7_tranche_slmin_skipma60_rawma_frzstop_sl2.5008_addma_swk20_sp_lot100_lrc
CAPOFF,archive,m1,,23,23,0,trend_x2_w0.02_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap1_sp_lot100_lrc
CDSOFT,archive,m1,,14,28,14,trend_x5_w-0.0472_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
CDSTRICT,archive,m1,,14,28,14,trend_x5_w-0.0441_x1c_dtax_sma20_swap_corr0.7_tranche_slmin_gs1.25_ma60stop_addma_swk20_cap0.6_sp_lot100_lrc2
COND3,archive,m1,,25,25,0,trend_x5_w-0.0071_x1c_sma20_swap_corr0.75_tranche_sl2.8126_addma_swk20_sp_lot100_lrc
CORR060,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.6_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR070,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.7_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR075,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.75_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR078,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.78_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
CORR080,archive,m1,,23,23,0,trend_x1.5_w-0.0059_x1c_sma20_swap_corr0.8_tranche_sl2.8967_addma_swk20_cap0.2_sp_lot100_lrc
