security_code,security_name,announcement_date,kind,report_period,paired,title,url,source,detected_at_utc
000933,神火股份,2011-03-22,correction,,0,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2011-03-22/59153533.PDF,cninfo:前期差错,2026-09-23T15:11:09+00:00
000975,银泰资源,2018-04-27,correction,,0,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2018-04-27/1204799713.PDF,cninfo:前期差错,2026-09-23T15:11:32+00:00
000975,银泰资源,2019-04-17,correction,,0,关于公司2018年度关于同一控制下企业合并及会计政策变更追溯调整财务数据的专项说明,http://static.cninfo.com.cn/finalpage/2019-04-17/1206041076.PDF,cninfo:追溯调整,2026-09-23T15:13:57+00:00
000975,银泰资源,2019-04-17,correction,,0,关于同一控制下企业合并及会计政策变更追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2019-04-17/1206041058.PDF,cninfo:追溯调整,2026-09-23T15:13:57+00:00
000999,三九医药,2009-03-14,correction,,0,会计差错更正公告,http://static.cninfo.com.cn/finalpage/2009-03-14/50177804.PDF,cninfo:会计差错更正,2026-09-23T15:07:52+00:00
002022,*ST 科华,2022-12-29,correction,,1,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2022-12-29/1215469323.PDF,cninfo:前期差错,2026-09-23T15:12:12+00:00
002022,*ST 科华,2022-12-29,updated_report,2021-12-31,1,2021年年度报告（更正后）,http://static.cninfo.com.cn/finalpage/2022-12-29/1215469324.PDF,cninfo:pairing,2026-09-23T15:15:56+00:00
002022,*ST 科华,2022-12-29,updated_report,2022-09-30,1,2022年第三季度报告（更正后）,http://static.cninfo.com.cn/finalpage/2022-12-29/1215469321.PDF,cninfo:pairing,2026-09-23T15:15:56+00:00
002049,紫光国微,2025-04-23,correction,,0,关于同一控制下企业合并及会计政策变更追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223222879.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002049,紫光国微,2025-04-23,correction,,0,2024年度同一控制下企业合并及会计政策变更追溯调整财务数据的专项说明,http://static.cninfo.com.cn/finalpage/2025-04-23/1223222876.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002050,三花股份,2009-08-11,correction,,1,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2009-08-11/55636732.PDF,cninfo:前期差错,2026-09-23T15:11:05+00:00
002050,三花股份,2009-08-11,correction,,1,关于公司2008年度财务报表重要会计差错更正说明的专项审核报告,http://static.cninfo.com.cn/finalpage/2009-08-11/55636731.PDF,cninfo:会计差错更正,2026-09-23T15:07:52+00:00
002050,三花股份,2009-08-11,updated_report,2008-12-31,1,2008年年度报告（更正后）,http://static.cninfo.com.cn/finalpage/2009-08-11/55636725.PDF,cninfo:pairing,2026-09-23T15:16:00+00:00
002128,露天煤业,2010-10-26,correction,,0,对前期财务报表相关数据进行追溯调整的公告,http://static.cninfo.com.cn/finalpage/2010-10-26/58570382.PDF,cninfo:追溯调整,2026-09-23T15:13:20+00:00
002128,电投能源,2026-08-26,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2026-08-26/1225504327.PDF,cninfo:追溯调整,2026-09-23T15:14:41+00:00
002153,石基信息,2009-07-11,correction,,1,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2009-07-11/54456671.PDF,cninfo:前期差错,2026-09-23T15:11:05+00:00
002153,石基信息,2009-07-11,correction,,1,独立董事关于前期会计差错更正事项的独立意见,http://static.cninfo.com.cn/finalpage/2009-07-11/54456674.PDF,cninfo:前期差错,2026-09-23T15:11:05+00:00
002153,石基信息,2009-07-11,correction,,1,武汉众环会计师事务所关于公司会计差错更正的专项说明,http://static.cninfo.com.cn/finalpage/2009-07-11/54456673.PDF,cninfo:会计差错更正,2026-09-23T15:07:52+00:00
002153,石基信息,2009-07-11,updated_report,2008-12-31,1,2008年年度报告（更正后）,http://static.cninfo.com.cn/finalpage/2009-07-11/54456711.PDF,cninfo:pairing,2026-09-23T15:16:04+00:00
002158,汉钟精机,2018-04-13,correction,,0,关于同一控制下企业合并追溯调整前期财务数据的公告,http://static.cninfo.com.cn/finalpage/2018-04-13/1204620991.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
002270,华明装备,2021-10-26,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2021-10-26/1211371522.PDF,cninfo:追溯调整,2026-09-23T15:14:04+00:00
002287,奇正藏药,2024-04-19,correction,,0,董事会关于会计政策变更追溯调整财务报表数据的专项说明,http://static.cninfo.com.cn/finalpage/2024-04-19/1219662657.PDF,cninfo:追溯调整,2026-09-23T15:14:28+00:00
002287,奇正藏药,2024-04-19,correction,,0,监事会关于会计政策变更追溯调整财务报表数据的专项说明,http://static.cninfo.com.cn/finalpage/2024-04-19/1219662644.PDF,cninfo:追溯调整,2026-09-23T15:14:28+00:00
002371,北方华创,2025-04-26,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309168.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002371,北方华创,2025-08-29,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-08-29/1224615656.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002371,北方华创,2025-10-31,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-10-31/1224774314.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002371,北方华创,2026-04-18,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2026-04-18/1225122929.PDF,cninfo:追溯调整,2026-09-23T15:14:41+00:00
002466,天齐锂业,2015-04-13,correction,,0,关于同一控制下企业合并追溯调整期初及上年同期数的公告,http://static.cninfo.com.cn/finalpage/2015-04-13/1200815509.PDF,cninfo:追溯调整,2026-09-23T15:13:41+00:00
002568,百润股份,2018-03-15,correction,,0,关于会计事项追溯调整的公告,http://static.cninfo.com.cn/finalpage/2018-03-15/1204477708.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
002683,广东宏大,2025-03-28,correction,,0,关于同一控制下企业合并进行追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-03-28/1222924520.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
002683,广东宏大,2025-03-28,correction,,0,广东司农会计师事务所（特殊普通合伙）关于广东宏大控股集团股份有限公司2024年度对以前年度报告披露的财务报表数据由于同一控制下企业合并进行追溯调整的专项说明,http://static.cninfo.com.cn/finalpage/2025-03-28/1222924518.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
300034,钢研高纳,2011-03-17,correction,,0,董事会关于会计差错更正的意见,http://static.cninfo.com.cn/finalpage/2011-03-17/59131166.PDF,cninfo:会计差错更正,2026-09-23T15:08:07+00:00
300034,钢研高纳,2011-03-17,correction,,0,监事会关于会计差错更正的核实意见,http://static.cninfo.com.cn/finalpage/2011-03-17/59131163.PDF,cninfo:会计差错更正,2026-09-23T15:08:07+00:00
300034,钢研高纳,2011-03-17,correction,,0,关于公司会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2011-03-17/59131155.PDF,cninfo:会计差错更正,2026-09-23T15:08:07+00:00
300144,宋城演艺,2024-04-26,correction,,1,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2024-04-26/1219830307.PDF,cninfo:前期差错,2026-09-23T15:12:44+00:00
300144,宋城演艺,2024-04-26,updated_report,2022-12-31,1,2022年年度报告（更新后）,http://static.cninfo.com.cn/finalpage/2024-04-26/1219830323.PDF,cninfo:pairing,2026-09-23T15:16:26+00:00
300144,宋城演艺,2024-04-26,updated_report,2023-03-31,1,2023年一季度报告（更新后）,http://static.cninfo.com.cn/finalpage/2024-04-26/1219830304.PDF,cninfo:pairing,2026-09-23T15:16:26+00:00
300144,宋城演艺,2024-04-26,updated_report,2023-06-30,1,2023年半年度报告（更新后）,http://static.cninfo.com.cn/finalpage/2024-04-26/1219830313.PDF,cninfo:pairing,2026-09-23T15:16:26+00:00
300144,宋城演艺,2024-04-26,updated_report,2023-09-30,1,2023年三季度报告（更新后）,http://static.cninfo.com.cn/finalpage/2024-04-26/1219830279.PDF,cninfo:pairing,2026-09-23T15:16:26+00:00
300685,艾德生物,2023-04-15,correction,,1,关于2022年第三季度报告会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2023-04-15/1216413808.PDF,cninfo:会计差错更正,2026-09-23T15:10:14+00:00
300685,艾德生物,2023-04-15,updated_report,2022-09-30,1,15-2022年第三季度报告（更新后）,http://static.cninfo.com.cn/finalpage/2023-04-15/1216413802.PDF,cninfo:pairing,2026-09-23T15:16:27+00:00
300896,爱美客,2021-10-25,correction,,1,关于2021年第三季度报告会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2021-10-25/1211372207.PDF,cninfo:会计差错更正,2026-09-23T15:09:44+00:00
300896,爱美客,2021-10-25,updated_report,2021-09-30,1,2021年第三季度报告（更新后）,http://static.cninfo.com.cn/finalpage/2021-10-25/1211372209.PDF,cninfo:pairing,2026-09-23T15:16:30+00:00
300896,爱美客,2022-03-08,correction,,1,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2022-03-08/1212519659.PDF,cninfo:前期差错,2026-09-23T15:12:12+00:00
300896,爱美客,2022-03-08,updated_report,2020-12-31,1,2020年年度报告（更新后）,http://static.cninfo.com.cn/finalpage/2022-03-08/1212519663.PDF,cninfo:pairing,2026-09-23T15:16:30+00:00
600066,宇通客车,2015-03-31,correction,,0,会计政策、会计估计变更和前期重大会计差错更正的专项说明,http://static.cninfo.com.cn/finalpage/2015-03-31/1200766379.PDF,cninfo:前期差错,2026-09-23T15:11:21+00:00
600298,安琪酵母,2024-04-20,correction,,0,安琪酵母股份有限公司关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2024-04-20/1219693963.PDF,cninfo:追溯调整,2026-09-23T15:14:28+00:00
600298,安琪酵母,2024-08-08,correction,,0,安琪酵母股份有限公司关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2024-08-08/1220814762.PDF,cninfo:追溯调整,2026-09-23T15:14:28+00:00
600298,安琪酵母,2024-10-31,correction,,0,安琪酵母股份有限公司关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2024-10-31/1221573355.PDF,cninfo:追溯调整,2026-09-23T15:14:28+00:00
600298,安琪酵母,2025-04-10,correction,,0,安琪酵母股份有限公司关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2025-04-10/1223046739.PDF,cninfo:追溯调整,2026-09-23T15:14:34+00:00
600315,上海家化,2014-03-13,correction,,0,关于上海家化联合股份有限公司2013年度前期会计差错更正的专项报告,http://static.cninfo.com.cn/finalpage/2014-03-13/63669301.PDF,cninfo:前期差错,2026-09-23T15:11:18+00:00
600315,上海家化,2014-03-13,correction,,0,关于上海家化联合股份有限公司2013年度前期会计差错更正的专项报告,http://static.cninfo.com.cn/finalpage/2014-03-13/63669293.PDF,cninfo:前期差错,2026-09-23T15:11:18+00:00
600315,上海家化,2014-03-13,correction,,0,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2014-03-13/63669287.PDF,cninfo:前期差错,2026-09-23T15:11:18+00:00
600315,上海家化,2014-04-29,correction,,0,关于公司2013年第一季度利润表会计差错更正事项的公告,http://static.cninfo.com.cn/finalpage/2014-04-29/63941113.PDF,cninfo:会计差错更正,2026-09-23T15:08:39+00:00
600315,上海家化,2014-08-28,correction,,1,关于2013年半年度利润表会计差错更正事项的的公告,http://static.cninfo.com.cn/finalpage/2014-08-28/1200176718.PDF,cninfo:会计差错更正,2026-09-23T15:08:39+00:00
600315,上海家化,2014-08-30,updated_report,2014-06-30,1,2014年半年度报告(修订版),http://static.cninfo.com.cn/finalpage/2014-08-30/1200190618.PDF,cninfo:pairing,2026-09-23T15:16:38+00:00
600315,上海家化,2014-10-31,correction,,0,关于2013年第三季度利润表会计差错更正事项的公告,http://static.cninfo.com.cn/finalpage/2014-10-31/1200356467.PDF,cninfo:会计差错更正,2026-09-23T15:08:39+00:00
600315,上海家化,2018-03-21,correction,,0,独立董事关于同一控制下企业合并追溯调整的意见,http://static.cninfo.com.cn/finalpage/2018-03-21/1204495660.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-03-21,correction,,0,关于同一控制下企业合并追溯调整期初及上年同期数的公告,http://static.cninfo.com.cn/finalpage/2018-03-21/1204495659.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-04-27,correction,,0,关于同一控制下企业合并追溯调整相关财务数据的公告,http://static.cninfo.com.cn/finalpage/2018-04-27/1204799994.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-04-27,correction,,0,独立董事关于同一控制下企业合并追溯调整相关财务数据的独立意见,http://static.cninfo.com.cn/finalpage/2018-04-27/1204799992.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-08-22,correction,,0,独立董事关于同一控制下企业合并追溯调整相关财务数据的独立意见,http://static.cninfo.com.cn/finalpage/2018-08-22/1205312577.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-08-22,correction,,0,关于同一控制下企业合并追溯调整相关财务数据的公告,http://static.cninfo.com.cn/finalpage/2018-08-22/1205312576.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-10-30,correction,,0,独立董事关于同一控制下企业合并追溯调整相关财务数据的意见,http://static.cninfo.com.cn/finalpage/2018-10-30/1205552409.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600315,上海家化,2018-10-30,correction,,0,关于同一控制下企业合并追溯调整相关财务数据的公告,http://static.cninfo.com.cn/finalpage/2018-10-30/1205552406.PDF,cninfo:追溯调整,2026-09-23T15:13:51+00:00
600436,片仔癀,2019-04-13,correction,,0,董事会关于会计政策、会计估计变更及重大会计差错更正的说明,http://static.cninfo.com.cn/finalpage/2019-04-13/1206014130.PDF,cninfo:会计差错更正,2026-09-23T15:09:18+00:00
600717,天津港,2020-03-25,correction,,0,前期会计差错更正说明审核报告,http://static.cninfo.com.cn/finalpage/2020-03-25/1207399093.PDF,cninfo:前期差错,2026-09-23T15:11:50+00:00
600717,天津港,2020-03-25,correction,,0,关于前期会计差错及追溯调整的公告,http://static.cninfo.com.cn/finalpage/2020-03-25/1207399102.PDF,cninfo:追溯调整,2026-09-23T15:14:01+00:00
600750,江中药业,2010-03-09,correction,,0,关于前期差错更正的公告,http://static.cninfo.com.cn/finalpage/2010-03-09/57667660.PDF,cninfo:前期差错,2026-09-23T15:11:07+00:00
600763,通策医疗,2017-04-01,correction,,0,关于前期会计差错更正及追溯调整的公告,http://static.cninfo.com.cn/finalpage/2017-04-01/1203247301.PDF,cninfo:追溯调整,2026-09-23T15:13:47+00:00
600763,通策医疗,2017-04-01,correction,,0,监事会关于公司前期会计差错更正的说明,http://static.cninfo.com.cn/finalpage/2017-04-01/1203247293.PDF,cninfo:前期差错,2026-09-23T15:11:28+00:00
600763,通策医疗,2017-04-01,correction,,0,董事会关于公司前期会计差错更正的说明,http://static.cninfo.com.cn/finalpage/2017-04-01/1203247291.PDF,cninfo:前期差错,2026-09-23T15:11:28+00:00
600763,通策医疗,2017-04-01,correction,,0,关于通策医疗投资股份有限公司2016年度前期差错更正的专项说明之审核报告,http://static.cninfo.com.cn/finalpage/2017-04-01/1203247294.PDF,cninfo:前期差错,2026-09-23T15:11:28+00:00
600763,通策医疗,2017-04-01,correction,,0,追溯调整后2015年度合并财务报表,http://static.cninfo.com.cn/finalpage/2017-04-01/1203247298.PDF,cninfo:追溯调整,2026-09-23T15:13:47+00:00
600862,中航高科,2018-06-16,correction,,0,中审众环出具的公司前期会计差错更正事项专项说明的鉴证报告,http://static.cninfo.com.cn/finalpage/2018-06-16/1205064524.PDF,cninfo:前期差错,2026-09-23T15:11:32+00:00
600862,中航高科,2018-06-16,correction,,0,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2018-06-16/1205064513.PDF,cninfo:前期差错,2026-09-23T15:11:32+00:00
600897,厦门空港,2026-08-27,correction,,0,厦门空港关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2026-08-27/1225511709.PDF,cninfo:追溯调整,2026-09-23T15:14:41+00:00
600988,赤峰黄金,2019-04-16,correction,,0,关于前期会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206022239.PDF,cninfo:前期差错,2026-09-23T15:11:37+00:00
600988,赤峰黄金,2019-04-16,correction,,0,关于赤峰黄金2018年度会计差错更正专项审核报告,http://static.cninfo.com.cn/finalpage/2019-04-16/1206022238.PDF,cninfo:会计差错更正,2026-09-23T15:09:18+00:00
600988,赤峰黄金,2019-04-16,correction,,0,监事会关于会计差错更正及会计估计变更的说明,http://static.cninfo.com.cn/finalpage/2019-04-16/1206021173.PDF,cninfo:会计差错更正,2026-09-23T15:09:18+00:00
600988,赤峰黄金,2020-04-30,correction,,0,关于2019年度同一控制下企业合并追溯调整财务报表的公告,http://static.cninfo.com.cn/finalpage/2020-04-30/1207694451.PDF,cninfo:追溯调整,2026-09-23T15:14:01+00:00
601958,金钼股份,2010-04-27,correction,,0,关于会计政策变更和前期差错更正的公告,http://static.cninfo.com.cn/finalpage/2010-04-27/57876681.PDF,cninfo:前期差错,2026-09-23T15:11:07+00:00
603156,养元饮品,2019-04-09,correction,,1,关于河北养元智汇饮品股份有限公司2018年度会计差错更正的专项说明,http://static.cninfo.com.cn/finalpage/2019-04-09/1205999526.PDF,cninfo:会计差错更正,2026-09-23T15:09:18+00:00
603156,养元饮品,2019-04-09,correction,,1,会计差错更正公告,http://static.cninfo.com.cn/finalpage/2019-04-09/1205999500.PDF,cninfo:会计差错更正,2026-09-23T15:09:18+00:00
603156,养元饮品,2019-04-09,updated_report,2018-12-31,1,2018年年度报告（修订版）,http://static.cninfo.com.cn/finalpage/2019-04-09/1205999511.PDF,cninfo:pairing,2026-09-23T15:16:59+00:00
603156,养元饮品,2024-09-10,correction,,0,养元饮品关于2024年第一季度报告会计差错更正的公告,http://static.cninfo.com.cn/finalpage/2024-09-10/1221174535.PDF,cninfo:会计差错更正,2026-09-23T15:10:36+00:00
603501,韦尔股份,2019-10-31,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2019-10-31/1207048944.PDF,cninfo:追溯调整,2026-09-23T15:13:57+00:00
603501,韦尔股份,2020-04-10,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2020-04-10/1207475041.PDF,cninfo:追溯调整,2026-09-23T15:14:01+00:00
603501,韦尔股份,2020-04-24,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2020-04-24/1207582838.PDF,cninfo:追溯调整,2026-09-23T15:14:01+00:00
603501,韦尔股份,2020-08-21,correction,,0,关于同一控制下企业合并追溯调整财务数据的公告,http://static.cninfo.com.cn/finalpage/2020-08-21/1208213612.PDF,cninfo:追溯调整,2026-09-23T15:14:01+00:00
