security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,growth_confirmed,roe_window,roe_efficiency,incremental_roe,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout
000960,锡业股份,L2,2024-06-30,2024-08-24,2024-08-24,ok,,0.9186,0.0864,weightavg_ttm,11.0389,0.9151,0.0829,0.0829,,,5,0.5226,0.1016,0.1716,0.0164,0.0687,0.0687,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0829,13.9438,12.5494,15.3382,0.20,11.1550,15.24,15.18,0.7252,0.2285
000960,锡业股份,L2,2024-09-30,2024-10-26,2024-10-26,ok,,0.9549,0.0873,weightavg_ttm,11.3341,0.9396,0.0829,0.0829,,,5,0.5226,0.1016,0.1716,-0.0768,0.0687,0.0687,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0829,14.3102,12.8792,15.7412,0.20,11.4482,15.23,14.99,0.7251,0.2285
000960,锡业股份,L2,2024-12-31,2025-04-03,2025-04-03,ok,,0.8526,0.0769,weightavg_ttm,11.4519,0.8875,0.0775,0.0775,,,9,0.1678,0.1121,0.2245,-0.1996,0.0601,0.0601,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0775,13.8242,12.4418,15.2066,0.20,11.0593,15.58,16.21,0.7144,0.2786
000960,锡业股份,L2,2025-03-31,2025-04-28,2025-04-28,ok,,0.9483,0.0819,weightavg_ttm,11.4963,0.8910,0.0775,0.0775,,,9,0.1678,0.1121,0.2245,-0.2410,0.0601,0.0601,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0775,13.8778,12.4900,15.2655,0.20,11.1022,15.58,14.63,0.7144,0.2786
000960,锡业股份,L2,2025-06-30,2025-08-25,2025-08-25,ok,,0.9980,0.0861,weightavg_ttm,11.7831,0.9132,0.0775,0.0775,,,9,0.1678,0.1121,0.2245,-0.2036,0.0601,0.0601,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0775,14.5169,13.0652,15.9686,0.20,11.6135,15.90,14.55,0.7151,0.2800
000960,锡业股份,L2,2025-09-30,2025-10-27,2025-10-27,ok,,1.1194,0.0954,weightavg_ttm,12.1166,0.9390,0.0775,0.0775,,,9,0.1678,0.1121,0.2245,-0.0696,0.0601,0.0601,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.0775,14.4950,13.0455,15.9445,0.20,11.5960,15.44,12.95,0.7141,0.2780
000960,锡业股份,L2,2025-12-31,2026-03-30,2026-03-30,ok,,1.1561,0.0977,weightavg_ttm,12.0090,0.9463,0.0788,0.0788,,,9,0.0603,-0.2050,0.2476,0.1346,0.0593,0.0593,,market,0.0178,0.0514,1.00,0.0692,0.0178,0.0788,14.9554,13.4599,16.4510,0.20,11.9643,15.80,12.94,0.7103,0.3004
000960,锡业股份,L2,2026-03-31,2026-04-28,2026-04-28,ok,,1.3800,0.1169,weightavg_ttm,12.5922,0.9923,0.0788,0.0788,,,9,0.0603,-0.2050,0.2476,0.7962,0.0593,0.0593,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0788,15.5612,14.0051,17.1174,0.20,12.4490,15.68,11.28,0.7100,0.2998
000975,山金国际,L2,2024-03-31,2024-04-24,2024-04-24,ok,,0.5874,0.1448,weightavg_ttm,4.3448,0.5501,0.1266,0.1266,,,5,0.4139,0.3192,0.5944,0.0873,0.0514,0.0514,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,8.3174,7.4856,9.1491,0.20,6.6539,15.12,14.16,0.7116,0.4685
000975,山金国际,L2,2024-06-30,2024-08-21,2024-08-21,ok,,0.6355,0.1524,weightavg_ttm,4.2719,0.5408,0.1266,0.1266,,,5,0.4139,0.3192,0.5944,0.1077,0.0514,0.0514,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,8.2554,7.4299,9.0810,0.20,6.6043,15.26,12.99,0.7176,0.4601
000975,山金国际,L2,2024-09-30,2024-10-22,2024-10-22,ok,,0.7322,0.1710,weightavg_ttm,4.5028,0.5701,0.1266,0.1266,,,5,0.4139,0.3192,0.5944,0.1536,0.0514,0.0514,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,8.7002,7.8301,9.5702,0.20,6.9601,15.26,11.88,0.7175,0.4603
000975,山金国际,L2,2024-12-31,2025-03-18,2025-03-18,ok,,0.7826,0.1790,weightavg_ttm,4.6749,0.6031,0.1290,0.1290,,,5,0.7123,0.3010,0.5681,0.1950,0.0557,0.0557,,market,0.0172,0.0514,1.00,0.0686,0.0172,0.0986,9.5023,8.5521,10.4525,0.20,7.6018,15.76,12.14,0.7494,0.4011
000975,山金国际,L2,2025-03-31,2025-04-22,2025-04-22,ok,,0.8513,0.1884,weightavg_ttm,4.9274,0.6356,0.1290,0.1290,,,5,0.7123,0.3010,0.5681,0.2378,0.0557,0.0557,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,9.9466,8.9520,10.9413,0.20,7.9573,15.65,11.68,0.7450,0.4068
000975,山金国际,L2,2025-06-30,2025-08-19,2025-08-19,ok,,0.9701,0.2054,weightavg_ttm,4.8882,0.6306,0.1290,0.1290,,,5,0.7123,0.3010,0.5681,0.3192,0.0557,0.0557,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,9.9435,8.9491,10.9378,0.20,7.9548,15.77,10.25,0.7499,0.4005
000975,山金国际,L2,2025-09-30,2025-10-24,2025-10-24,ok,,1.0465,0.2136,weightavg_ttm,5.1947,0.6701,0.1290,0.1290,,,5,0.7123,0.3010,0.5681,0.3559,0.0557,0.0557,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,10.4512,9.4061,11.4963,0.20,8.3610,15.60,9.99,0.7428,0.4096
000975,山金国际,L2,2025-12-31,2026-03-06,2026-03-06,ok,,1.0705,0.2156,weightavg_ttm,5.3725,0.9250,0.1722,0.1290,up,,5,0.7351,0.3817,0.4870,0.3830,0.0883,0.0883,,market,0.0178,0.0514,1.00,0.0692,0.0178,0.0992,14.3652,12.9287,15.8017,0.20,11.4922,15.53,13.42,0.8673,0.1298
000975,山金国际,L2,2026-03-31,2026-04-22,2026-04-22,ok,,1.3229,0.2529,weightavg_ttm,5.8481,1.0069,0.1722,0.1290,up,,5,0.7351,0.3817,0.4870,0.4742,0.0883,0.0883,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,15.5869,14.0282,17.1455,0.20,12.4695,15.48,11.78,0.8653,0.1356
000998,隆平高科,L2,2024-03-31,2024-04-29,2024-04-29,rejected,ROE_T=3.21% 距 g_T=2.29% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.0940,0.0181,weightavg_ttm,4.2464,0.1363,0.0321,0.0321,,,9,0.2672,,,-0.0157,,,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.0321,,,,0.20,,,,,
000998,隆平高科,L2,2024-06-30,2024-08-29,2024-08-29,rejected,ROE_T=3.21% 距 g_T=2.15% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.3566,0.0786,weightavg_ttm,3.8695,0.1242,0.0321,0.0321,,,9,0.2672,,,0.5279,,,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0321,,,,0.20,,,,,
000998,隆平高科,L2,2024-09-30,2024-10-31,2024-10-31,rejected,ROE_T=3.21% 距 g_T=2.15% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.2282,0.0353,weightavg_ttm,3.4472,0.1107,0.0321,0.0321,,,9,0.2672,,,0.2443,,,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.0321,,,,0.20,,,,,
000998,隆平高科,L2,2024-12-31,2025-04-26,2025-04-26,rejected,ROE_T=2.21% 距 g_T=1.81% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.0900,0.0221,weightavg_ttm,3.6224,0.0801,0.0221,0.0221,,,9,0.1182,,,0.2217,,,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0221,,,,0.20,,,,,
000998,隆平高科,L2,2025-03-31,2025-04-26,2025-04-26,rejected,ROE_T=2.21% 距 g_T=1.81% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.0300,0.0080,weightavg_ttm,3.8074,0.0841,0.0221,0.0221,,,9,0.1182,,,-0.2299,,,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0221,,,,0.20,,,,,
000998,隆平高科,L2,2025-06-30,2025-08-23,2025-08-23,rejected,ROE_T=2.21% 距 g_T=1.70% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.1143,-0.0295,weightavg_ttm,4.1896,0.0926,0.0221,0.0221,,,9,0.1182,,,,,,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0221,,,,0.20,,,,,
000998,隆平高科,L2,2025-09-30,2025-10-30,2025-10-30,rejected,ROE_T=2.21% 距 g_T=1.86% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.0225,-0.0087,weightavg_ttm,3.9010,0.0862,0.0221,0.0221,,,9,0.1182,,,,,,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.0221,,,,0.20,,,,,
000998,隆平高科,L2,2025-12-31,2026-04-18,2026-04-18,rejected,ROE_T=2.21% 距 g_T=1.82% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.1200,0.0288,weightavg_ttm,4.5404,0.1003,0.0221,0.0221,,,9,0.1743,0.1949,,,,,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0221,,,,0.20,,,,,
000998,隆平高科,L2,2026-03-31,2026-04-29,2026-04-29,rejected,ROE_T=2.21% 距 g_T=1.82% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,0.0326,0.0097,weightavg_ttm,4.6105,0.1019,0.0221,0.0221,,,9,0.1743,0.1949,,,,,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0221,,,,0.20,,,,,
000999,华润三九,L2,2024-03-31,2024-04-20,2024-04-20,ok,,2.1500,0.1626,weightavg_ttm,20.5888,3.1192,0.1515,0.1515,,,5,0.0858,0.0162,0.4930,0.2131,0.0768,0.0768,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,46.8909,42.2018,51.5799,0.20,37.5127,15.03,21.81,0.7984,0.3013
000999,华润三九,L2,2024-06-30,2024-08-24,2024-08-24,ok,,2.2100,0.1744,weightavg_ttm,15.5328,2.3532,0.1515,0.1515,,,5,0.0858,0.0162,0.4930,0.2070,0.0768,0.0768,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,35.7349,32.1614,39.3084,0.20,28.5879,15.19,16.17,0.8046,0.2953
000999,华润三九,L2,2024-09-30,2024-10-26,2024-10-26,ok,,2.1400,0.1732,weightavg_ttm,15.9871,2.4221,0.1515,0.1515,,,5,0.0858,0.0162,0.4930,0.2437,0.0768,0.0768,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,36.7738,33.0964,40.4512,0.20,29.4190,15.18,17.18,0.8045,0.2954
000999,华润三九,L2,2024-12-31,2025-03-13,2025-03-13,ok,,2.0200,0.1733,weightavg_ttm,15.4973,2.4959,0.1611,0.1515,up,,5,0.1589,0.1627,0.4104,0.1790,0.0950,0.0950,,market,0.0172,0.0514,1.00,0.0686,0.0172,0.0986,40.0046,36.0041,44.0051,0.20,32.0037,16.03,19.80,0.8711,0.1863
000999,华润三九,L2,2025-03-31,2025-04-29,2025-04-29,ok,,1.7200,0.1657,weightavg_ttm,16.4901,2.6558,0.1611,0.1515,up,,5,0.1589,0.1627,0.4104,0.1327,0.0950,0.0950,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,42.2483,38.0235,46.4732,0.20,33.7987,15.91,24.56,0.8664,0.1901
000999,华润三九,L2,2025-06-30,2025-08-16,2025-08-16,ok,,1.6700,0.1381,weightavg_ttm,12.7817,2.0585,0.1611,0.1515,up,,5,0.1589,0.1627,0.4104,0.0965,0.0950,0.0950,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,33.0223,29.7201,36.3246,0.20,26.4179,16.04,19.77,0.8716,0.1859
000999,华润三九,L2,2025-09-30,2025-10-25,2025-10-25,ok,,1.6600,0.1381,weightavg_ttm,12.6878,2.0434,0.1611,0.1515,up,,5,0.1589,0.1627,0.4104,0.0704,0.0950,0.0950,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,32.3884,29.1496,35.6273,0.20,25.9107,15.85,19.51,0.8642,0.1920
000999,华润三九,L2,2025-12-31,2026-03-21,2026-03-21,ok,,2.0600,0.1607,weightavg_ttm,13.3226,2.1130,0.1586,0.1586,,,5,0.1212,0.2010,0.3715,0.1179,0.0997,0.0997,,market,0.0178,0.0514,1.00,0.0692,0.0178,0.0992,34.1393,30.7254,37.5533,0.20,27.3115,16.16,16.57,0.8745,0.1553
000999,华润三九,L2,2026-03-31,2026-04-25,2026-04-25,ok,,1.9400,0.1463,weightavg_ttm,13.9680,2.2153,0.1586,0.1586,,,5,0.1212,0.2010,0.3715,0.0536,0.0997,0.0997,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,35.6777,32.1100,39.2455,0.20,28.5422,16.11,18.39,0.8726,0.1570
002001,新和成,L2,2024-03-31,2024-04-30,2024-04-30,ok,,0.9400,0.1199,weightavg_ttm,8.3109,1.3364,0.1608,0.1608,,,9,0.1375,0.0667,0.4803,-0.0836,0.0836,0.0836,,market,0.0230,0.0514,1.00,0.0745,0.0230,0.1045,20.0488,18.0439,22.0537,0.20,16.0391,15.00,21.33,0.8220,0.2747
002001,新和成,L2,2024-06-30,2024-08-23,2024-08-23,ok,,1.1000,0.1373,weightavg_ttm,8.3012,1.3348,0.1608,0.1608,,,9,0.1375,0.0667,0.4803,-0.0325,0.0836,0.0836,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,20.2510,18.2259,22.2761,0.20,16.2008,15.17,18.41,0.8288,0.2688
002001,新和成,L2,2024-09-30,2024-10-24,2024-10-24,ok,,1.4800,0.1794,weightavg_ttm,8.8839,1.4285,0.1608,0.1608,,,9,0.1375,0.0667,0.4803,0.0454,0.0836,0.0836,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,21.6685,19.5017,23.8354,0.20,17.3348,15.17,14.64,0.8287,0.2689
002001,新和成,L2,2024-12-31,2025-04-15,2025-04-15,ok,,1.9100,0.2178,weightavg_ttm,9.5415,1.8730,0.1963,0.1963,,,9,0.1452,0.2891,0.4021,0.1045,0.1174,0.1174,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,30.0976,27.0879,33.1074,0.20,24.0781,16.07,15.76,0.9354,0.0000
002001,新和成,L2,2025-03-31,2025-04-29,2025-04-29,ok,,2.2400,0.2463,weightavg_ttm,9.9641,1.9560,0.1963,0.1963,,,9,0.1452,0.2891,0.4021,0.1593,0.1174,0.1174,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,31.4308,28.2878,34.5739,0.20,25.1447,16.07,14.03,0.9354,0.0000
002001,新和成,L2,2025-06-30,2025-08-28,2025-08-28,ok,,2.3700,0.2507,weightavg_ttm,9.9189,1.9471,0.1963,0.1963,,,9,0.1452,0.2891,0.4021,0.2060,0.1174,0.1174,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,31.5261,28.3735,34.6787,0.20,25.2208,16.19,13.30,0.9387,0.0000
002001,新和成,L2,2025-09-30,2025-10-29,2025-10-29,ok,,2.3500,0.2388,weightavg_ttm,10.4779,2.0568,0.1963,0.1963,,,9,0.1452,0.2891,0.4021,0.2190,0.1174,0.1174,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,32.9368,29.6431,36.2304,0.20,26.3494,16.01,14.02,0.9337,0.0000
002001,新和成,L2,2025-12-31,2026-04-16,2026-04-16,ok,,2.2100,0.2187,weightavg_ttm,10.6740,2.1209,0.1987,0.1987,,,9,0.0548,0.2861,0.3803,0.2317,0.1231,0.1231,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,34.3965,30.9569,37.8362,0.20,27.5172,16.22,15.56,0.9452,0.0000
002001,新和成,L2,2026-03-31,2026-04-29,2026-04-29,ok,,2.1900,0.2095,weightavg_ttm,11.4308,2.2713,0.1987,0.1987,,,9,0.0548,0.2861,0.3803,0.2993,0.1231,0.1231,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,36.8355,33.1519,40.5190,0.20,29.4684,16.22,16.82,0.9452,0.0000
002003,伟星股份,L2,2024-03-31,2024-04-29,2024-04-29,ok,,0.5500,0.1684,weightavg_ttm,3.7970,0.6488,0.1709,0.1690,up,,5,0.2595,0.1819,0.8594,0.1166,0.0240,0.0240,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,8.5407,7.6867,9.3948,0.20,6.8326,13.16,15.53,0.7256,0.2058
002003,伟星股份,L2,2024-06-30,2024-08-14,2024-08-14,ok,,0.5900,0.1614,weightavg_ttm,3.6597,0.6253,0.1709,0.1690,up,,5,0.2595,0.1819,0.8594,0.2034,0.0240,0.0240,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,8.3106,7.4795,9.1416,0.20,6.6485,13.29,14.09,0.7316,0.1894
002003,伟星股份,L2,2024-09-30,2024-10-29,2024-10-29,ok,,0.5400,0.1335,weightavg_ttm,3.6492,0.6235,0.1709,0.1690,up,,5,0.2595,0.1819,0.8594,0.1301,0.0240,0.0240,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,8.2854,7.4569,9.1139,0.20,6.6283,13.29,15.34,0.7315,0.1897
002003,伟星股份,L2,2024-12-31,2025-03-29,2025-03-29,ok,,0.6000,0.1602,weightavg_ttm,3.7252,0.6296,0.1690,0.1690,,,5,0.1227,0.1627,0.6927,0.1600,0.0519,0.0519,,market,0.0172,0.0514,1.00,0.0686,0.0172,0.0986,9.1520,8.2368,10.0672,0.20,7.3216,14.54,15.25,0.7990,0.1497
002003,伟星股份,L2,2025-03-31,2025-04-29,2025-04-29,ok,,0.6200,0.1652,weightavg_ttm,3.8230,0.6461,0.1690,0.1690,,,5,0.1227,0.1627,0.6927,0.1551,0.0519,0.0519,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,9.3254,8.3929,10.2579,0.20,7.4603,14.43,15.04,0.7945,0.1630
002003,伟星股份,L2,2025-06-30,2025-08-23,2025-08-23,ok,,0.5700,0.1496,weightavg_ttm,3.7581,0.6351,0.1690,0.1690,,,5,0.1227,0.1627,0.6927,0.0767,0.0519,0.0519,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,9.2402,8.3162,10.1642,0.20,7.3922,14.55,16.21,0.7995,0.1482
002003,伟星股份,L2,2025-09-30,2025-10-29,2025-10-29,ok,,0.5700,0.1496,weightavg_ttm,3.9424,0.6663,0.1690,0.1690,,,5,0.1227,0.1627,0.6927,0.0503,0.0519,0.0519,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,9.5835,8.6252,10.5419,0.20,7.6668,14.38,16.81,0.7923,0.1693
002003,伟星股份,L2,2025-12-31,2026-04-17,2026-04-17,ok,,0.5500,0.1441,weightavg_ttm,3.8382,0.6487,0.1690,0.1690,,,5,0.1278,0.1641,0.6921,0.0967,0.0520,0.0520,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,9.3617,8.4255,10.2979,0.20,7.4894,14.43,17.02,0.7945,0.1635
002003,伟星股份,L2,2026-03-31,2026-04-28,2026-04-28,ok,,0.5400,0.1415,weightavg_ttm,3.9314,0.6644,0.1690,0.1690,,,5,0.1278,0.1641,0.6921,0.1014,0.0520,0.0520,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,9.5891,8.6302,10.5480,0.20,7.6713,14.43,17.76,0.7945,0.1635
002007,华兰生物,L2,2024-03-31,2024-04-26,2024-04-26,ok,,0.7624,0.1265,weightavg_ttm,6.3602,1.1754,0.1848,0.1848,,,9,0.1034,0.1024,0.3862,-0.0496,0.1134,0.1134,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,18.2507,16.4256,20.0758,0.20,14.6006,15.53,23.94,0.9019,0.0941
002007,华兰生物,L2,2024-06-30,2024-08-30,2024-08-30,ok,,0.7640,0.1253,weightavg_ttm,6.1516,1.1368,0.1848,0.1848,,,9,0.1034,0.1024,0.3862,-0.0363,0.1134,0.1134,,market,0.0217,0.0514,1.00,0.0731,0.0217,0.1031,17.8151,16.0336,19.5966,0.20,14.2521,15.67,23.32,0.9074,0.0781
002007,华兰生物,L2,2024-09-30,2024-10-30,2024-10-30,ok,,0.7327,0.1168,weightavg_ttm,6.3961,1.1820,0.1848,0.1848,,,9,0.1034,0.1024,0.3862,-0.0784,0.1134,0.1134,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,18.5498,16.6949,20.4048,0.20,14.8399,15.69,25.32,0.9082,0.0755
002007,华兰生物,L2,2024-12-31,2025-03-29,2025-03-29,ok,,0.5958,0.0944,weightavg_ttm,6.4845,1.1983,0.1848,0.1848,,,9,0.3430,-0.1236,0.4046,-0.0574,0.1100,0.1100,,market,0.0172,0.0514,1.00,0.0686,0.0172,0.0986,19.3235,17.3911,21.2558,0.20,15.4588,16.13,32.43,0.9225,0.0102
002007,华兰生物,L2,2025-03-31,2025-04-28,2025-04-28,ok,,0.6242,0.0977,weightavg_ttm,6.6559,1.2300,0.1848,0.1848,,,9,0.3430,-0.1236,0.4046,-0.0375,0.1100,0.1100,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,19.6806,17.7125,21.6486,0.20,15.7445,16.00,31.53,0.9177,0.0257
002007,华兰生物,L2,2025-06-30,2025-08-28,2025-08-28,ok,,0.6376,0.0988,weightavg_ttm,6.5737,1.2148,0.1848,0.1848,,,9,0.3430,-0.1236,0.4046,-0.0653,0.1100,0.1100,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,19.6061,17.6455,21.5667,0.20,15.6849,16.14,30.75,0.9230,0.0084
002007,华兰生物,L2,2025-09-30,2025-10-30,2025-10-30,ok,,0.5193,0.0797,weightavg_ttm,6.2228,1.1500,0.1848,0.1848,,,9,0.3430,-0.1236,0.4046,-0.0592,0.1100,0.1100,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,18.3309,16.4978,20.1640,0.20,14.6647,15.94,35.30,0.9155,0.0331
002007,华兰生物,L2,2025-12-31,2026-03-28,2026-03-28,ok,,0.5151,0.0819,weightavg_ttm,6.2932,1.0365,0.1647,0.1647,,,9,0.3404,-0.1150,0.5586,-0.0440,0.0727,0.0727,,market,0.0178,0.0514,1.00,0.0692,0.0178,0.0992,15.7379,14.1641,17.3117,0.20,12.5903,15.18,30.55,0.8300,0.1962
002007,华兰生物,L2,2026-03-31,2026-04-27,2026-04-27,ok,,0.4696,0.0756,weightavg_ttm,6.4135,1.0563,0.1647,0.1647,,,9,0.3404,-0.1150,0.5586,-0.1045,0.0727,0.0727,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0996,15.9885,14.3897,17.5874,0.20,12.7908,15.14,34.05,0.8280,0.2016
002008,大族激光,L2,2024-03-31,2024-04-25,2024-04-25,ok,,1.5800,0.1101,weightavg_ttm,15.0338,2.2626,0.1505,0.1505,,,9,0.1943,0.0285,0.2136,0.1152,0.1184,0.1184,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,36.8475,33.1628,40.5323,0.20,29.4780,16.29,23.32,0.8777,0.0439
002008,大族激光,L2,2024-06-30,2024-08-20,2024-08-20,ok,,1.5400,0.1059,weightavg_ttm,14.9011,2.2426,0.1505,0.1505,,,9,0.1943,0.0285,0.2136,0.0909,0.1184,0.1184,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,36.9143,33.2229,40.6057,0.20,29.5314,16.46,23.97,0.8841,0.0375
002008,大族激光,L2,2024-09-30,2024-10-24,2024-10-24,ok,,1.5400,0.1096,weightavg_ttm,15.1002,2.2726,0.1505,0.1505,,,9,0.1943,0.0285,0.2136,0.0334,0.1184,0.1184,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,37.4006,33.6606,41.1407,0.20,29.9205,16.46,24.29,0.8840,0.0376
002008,大族激光,L2,2024-12-31,2025-04-22,2025-04-22,ok,,1.6200,0.1095,weightavg_ttm,15.3384,1.6796,0.1095,0.1095,,,9,0.0662,0.1026,0.2155,-0.0530,0.0859,0.0859,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,29.2039,26.2835,32.1243,0.20,23.3631,17.39,18.03,0.7629,0.1871
002008,大族激光,L2,2025-03-31,2025-04-22,2025-04-22,ok,,0.8400,0.0552,weightavg_ttm,15.4075,1.6871,0.1095,0.1095,,,9,0.0662,0.1026,0.2155,-0.2424,0.0859,0.0859,,market,0.0181,0.0514,1.00,0.0696,0.0181,0.0996,29.3354,26.4019,32.2690,0.20,23.4683,17.39,34.92,0.7629,0.1871
002008,大族激光,L2,2025-06-30,2025-08-26,2025-08-26,ok,,0.9300,0.0592,weightavg_ttm,15.4159,1.6880,0.1095,0.1095,,,9,0.0662,0.1026,0.2155,-0.1803,0.0859,0.0859,,market,0.0170,0.0514,1.00,0.0685,0.0170,0.0985,29.5796,26.6217,32.5376,0.20,23.6637,17.52,31.81,0.7679,0.1781
002008,大族激光,L2,2025-09-30,2025-10-23,2025-10-23,ok,,1.1000,0.0672,weightavg_ttm,16.4820,1.8048,0.1095,0.1095,,,9,0.0662,0.1026,0.2155,-0.0913,0.0859,0.0859,,market,0.0186,0.0514,1.00,0.0700,0.0186,0.1000,31.2757,28.1481,34.4033,0.20,25.0206,17.33,28.43,0.7607,0.1910
002008,大族激光,L2,2025-12-31,2026-04-17,2026-04-17,ok,,1.1500,0.0719,weightavg_ttm,16.7861,1.4940,0.0890,0.0890,,,5,0.3839,-0.1169,0.2155,-0.0069,0.0698,0.0698,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0890,25.0248,22.5223,27.5273,0.20,20.0198,16.75,21.76,0.7194,0.2735
002008,大族激光,L2,2026-03-31,2026-04-21,2026-04-21,ok,,1.3300,0.0809,weightavg_ttm,20.0740,1.7866,0.0890,0.0890,,,5,0.3839,-0.1169,0.2155,0.1044,0.0698,0.0698,,market,0.0182,0.0514,1.00,0.0696,0.0182,0.0890,29.9265,26.9338,32.9191,0.20,23.9412,16.75,22.50,0.7194,0.2735
002025,航天电器,L2,2024-03-31,2024-04-26,2024-04-26,ok,,1.6500,0.1231,weightavg_ttm,14.2655,1.7932,0.1257,0.1257,,,5,0.0095,0.1062,0.2366,0.1641,0.0960,0.0960,,market,0.0229,0.0514,1.00,0.0743,0.0229,0.1043,29.3432,26.4089,32.2775,0.20,23.4746,16.36,17.78,0.7954,0.1449
002025,航天电器,L2,2024-06-30,2024-08-28,2024-08-28,ok,,1.5400,0.1127,weightavg_ttm,14.2526,1.7915,0.1257,0.1257,,,5,0.0095,0.1062,0.2366,0.1199,0.0960,0.0960,,market,0.0215,0.0514,1.00,0.0729,0.0215,0.1029,29.6133,26.6520,32.5746,0.20,23.6906,16.53,19.23,0.8017,0.1360
