security_code,exchange,last_trade_date,status,official_name,official_stop_date,source,retrieved_at_utc
600001,sh,2009-12-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600002,sh,2006-04-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600003,sh,2009-03-13,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600005,sh,2017-01-23,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600065,sh,2006-02-21,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600068,sh,2021-09-01,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600069,sh,2020-08-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600070,sh,2025-04-10,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600074,sh,2020-05-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600077,sh,2023-06-13,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600083,sh,2025-01-16,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600086,sh,2021-03-10,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600087,sh,2014-06-04,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600090,sh,2022-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600091,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600092,sh,2006-08-31,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600093,sh,2022-06-16,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600102,sh,2012-02-08,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600112,sh,2024-07-19,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600122,sh,2023-05-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600139,sh,2023-02-27,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600145,sh,2022-04-21,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600146,sh,2022-06-23,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600175,sh,2020-08-07,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600181,sh,2006-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600190,sh,2025-07-18,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600193,sh,2026-06-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600200,sh,2025-12-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600205,sh,2007-01-09,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600209,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600213,sh,2024-08-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600220,sh,2024-06-13,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600225,sh,2025-02-27,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600240,sh,2020-01-23,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600242,sh,2023-06-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600247,sh,2021-02-24,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600253,sh,2013-06-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600260,sh,2023-02-02,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600263,sh,2012-02-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600270,sh,2018-12-12,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600275,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600277,sh,2024-06-21,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600286,sh,2006-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600290,sh,2023-12-25,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600291,sh,2022-06-07,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600296,sh,2007-01-09,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600297,sh,2024-07-17,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600306,sh,2024-06-19,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600311,sh,2023-03-02,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600317,sh,2021-01-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600321,sh,2024-05-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600355,sh,2026-04-03,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600357,sh,2009-12-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600385,sh,2022-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600387,sh,2025-07-04,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600393,sh,2023-06-08,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600401,sh,2019-07-08,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600421,sh,2026-06-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600432,sh,2018-07-11,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600462,sh,2025-07-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600466,sh,2023-05-09,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600472,sh,2007-12-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600485,sh,2020-04-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600532,sh,2023-06-19,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600553,sh,2011-02-01,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600555,sh,2022-07-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600565,sh,2024-06-21,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600591,sh,2010-01-11,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600599,sh,2026-06-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600607,sh,2010-02-03,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600608,sh,2026-06-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600614,sh,2021-07-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600625,sh,2000-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600627,sh,2008-11-12,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600631,sh,2011-08-04,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600632,sh,2004-04-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600634,sh,2021-07-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600636,sh,2026-06-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600646,sh,2003-04-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600647,sh,2024-06-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600652,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600656,sh,2016-05-11,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600659,sh,2005-12-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600669,sh,2004-03-18,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600670,sh,2004-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600672,sh,2005-04-27,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600677,sh,2020-04-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600680,sh,2018-04-27,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600687,sh,2021-02-24,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600695,sh,2022-06-07,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600696,sh,2026-06-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600700,sh,2005-04-25,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600701,sh,2021-04-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600705,sh,2025-04-02,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600709,sh,2003-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600723,sh,2021-09-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600747,sh,2019-12-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600752,sh,2005-04-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600762,sh,2006-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600766,sh,2024-06-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600767,sh,2023-06-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600772,sh,2006-08-31,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600781,sh,2023-06-19,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600786,sh,2008-01-25,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600788,sh,2004-12-31,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600799,sh,2005-04-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600804,sh,2025-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600806,sh,2018-07-11,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600811,sh,2025-04-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600813,sh,2002-04-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600823,sh,2024-05-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600832,sh,2015-04-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600836,sh,2024-06-17,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600837,sh,2025-02-05,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600840,sh,2009-07-31,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600842,sh,2010-02-03,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600849,sh,2010-02-03,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600852,sh,2005-04-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600856,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600870,sh,2022-06-23,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600878,sh,2004-04-16,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600890,sh,2022-06-15,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600891,sh,2021-04-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600896,sh,2022-07-18,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600898,sh,2025-01-10,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600899,sh,2005-01-19,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600978,sh,2021-02-22,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600991,sh,2012-03-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601028,sh,2025-03-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601258,sh,2023-05-24,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601268,sh,2014-04-28,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601299,sh,2015-05-06,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601313,sh,2018-02-14,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601558,sh,2020-06-23,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
601989,sh,2025-08-12,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603003,sh,2025-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603056,sh,2026-01-20,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603133,sh,2024-06-26,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603157,sh,2022-05-17,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603388,sh,2025-11-10,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603555,sh,2024-03-07,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603603,sh,2024-04-18,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603963,sh,2025-02-07,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
603996,sh,2022-05-17,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
605081,sh,2026-06-29,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
688086,sh,2023-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
688287,sh,2026-06-08,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
688555,sh,2023-06-30,delisted,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
600883,sh,2026-08-11,listed_missing_locally,,,tencent fqkline probe + szse 1793_ssgs tab2,2026-08-11T14:36:20+00:00
