cohort,arm,method,horizon,year,n,median
old_rank1_filter,BOTH3,ma60_episode,750,2012,19,0.62210590429431
old_rank1_filter,BOTH3,ma60_episode,750,2013,20,0.5779151900983935
old_rank1_filter,BOTH3,ma60_episode,750,2014,21,0.8096981168011805
old_rank1_filter,BOTH3,ma60_episode,750,2015,13,0.1051418246035647
old_rank1_filter,BOTH3,ma60_episode,750,2016,16,0.6444741246117138
old_rank1_filter,BOTH3,ma60_episode,750,2017,10,1.2420743104351555
old_rank1_filter,BOTH3,ma60_episode,750,2018,13,0.8477902620632853
old_rank1_filter,BOTH3,ma60_episode,750,2019,14,1.0477197526557862
old_rank1_filter,BOTH3,ma60_episode,750,2020,12,1.026807205406987
old_rank1_filter,BOTH3,ma60_episode,750,2021,24,0.8498680751459377
old_rank1_filter,BOTH3,ma60_episode,750,2022,23,0.8816781396104318
old_rank1_filter,BOTH3,ma60_episode,750,2023,10,1.3064447921138849
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2011,2,-0.15449335467573433
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2012,10,0.04948494221037247
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2013,7,0.033451787424830126
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2014,12,0.5065399346961106
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2015,5,-0.09558228300091598
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2016,9,0.36648865153538024
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2017,4,0.27892117714004777
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2018,6,0.4275763127741057
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2019,6,-0.002353163422960436
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2020,6,0.3559110077632214
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2021,10,-0.04537216425504309
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2022,11,0.2195552584712548
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2023,9,0.3448591785103057
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2024,20,0.20666099869435584
old_rank1_filter,BOTH3,ma60_nonoverlap,250,2025,9,0.18510904218937707
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2011,2,0.5011995384602841
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2012,10,0.8587211585005843
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2013,3,0.29610203256288026
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2014,7,1.5934739527066224
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2015,3,0.08432073653501915
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2016,5,0.9751125462770998
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2017,2,0.9459967596692987
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2018,3,0.8477902620632853
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2019,4,1.4382057446023857
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2020,5,0.33537793429607365
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2021,5,0.2529429033672175
old_rank1_filter,BOTH3,ma60_nonoverlap,750,2022,7,1.0244106485774305
old_rank1_filter,BOTH3,stop_episode,250,2011,2,-0.15449335467573433
old_rank1_filter,BOTH3,stop_episode,250,2012,17,0.020869886483530165
old_rank1_filter,BOTH3,stop_episode,250,2013,15,0.033451787424830126
old_rank1_filter,BOTH3,stop_episode,250,2014,15,0.42617755913380395
old_rank1_filter,BOTH3,stop_episode,250,2015,2,-0.18459158132230258
old_rank1_filter,BOTH3,stop_episode,250,2016,8,0.32720009093539293
old_rank1_filter,BOTH3,stop_episode,250,2017,1,0.8036073191494708
old_rank1_filter,BOTH3,stop_episode,250,2018,5,0.5394418809052954
old_rank1_filter,BOTH3,stop_episode,250,2019,3,-0.24465811965811957
old_rank1_filter,BOTH3,stop_episode,250,2020,3,0.39574674132400856
old_rank1_filter,BOTH3,stop_episode,250,2021,5,-0.004236638294609296
old_rank1_filter,BOTH3,stop_episode,250,2022,8,0.2613329900739515
old_rank1_filter,BOTH3,stop_episode,250,2023,6,0.2638640416675534
old_rank1_filter,BOTH3,stop_episode,250,2024,20,0.28663397143798097
old_rank1_filter,BOTH3,stop_episode,250,2025,4,0.07673829577619473
old_rank1_filter,BOTH3,stop_episode,750,2011,2,0.5011995384602841
old_rank1_filter,BOTH3,stop_episode,750,2012,17,0.4718779463724374
old_rank1_filter,BOTH3,stop_episode,750,2013,15,0.5280872793974452
old_rank1_filter,BOTH3,stop_episode,750,2014,15,0.5982961405755582
old_rank1_filter,BOTH3,stop_episode,750,2015,2,-0.32464666980577844
old_rank1_filter,BOTH3,stop_episode,750,2016,8,0.8883411771735181
old_rank1_filter,BOTH3,stop_episode,750,2017,1,2.143161292457923
old_rank1_filter,BOTH3,stop_episode,750,2018,5,0.8477902620632853
old_rank1_filter,BOTH3,stop_episode,750,2019,3,1.6948798577891444
old_rank1_filter,BOTH3,stop_episode,750,2020,3,0.9732140042882089
old_rank1_filter,BOTH3,stop_episode,750,2021,5,0.5790884299164267
old_rank1_filter,BOTH3,stop_episode,750,2022,8,1.0575548176452034
old_rank1_filter,BOTH3,stop_episode,750,2023,2,0.9282614368025721
old_rank1_filter,MA20_1,daily,250,2011,10,-0.1704065111273131
old_rank1_filter,MA20_1,daily,250,2012,171,-0.08302761977747997
old_rank1_filter,MA20_1,daily,250,2013,211,0.033451787424830126
old_rank1_filter,MA20_1,daily,250,2014,212,0.5314928973346864
old_rank1_filter,MA20_1,daily,250,2015,138,0.012745954140488402
old_rank1_filter,MA20_1,daily,250,2016,174,0.5362578981302384
old_rank1_filter,MA20_1,daily,250,2017,175,0.29495857000187264
old_rank1_filter,MA20_1,daily,250,2018,111,0.31818245702801096
old_rank1_filter,MA20_1,daily,250,2019,188,0.27979734089928154
old_rank1_filter,MA20_1,daily,250,2020,214,0.3957794612170815
old_rank1_filter,MA20_1,daily,250,2021,192,0.3009790820409335
old_rank1_filter,MA20_1,daily,250,2022,189,0.12227517380578634
old_rank1_filter,MA20_1,daily,250,2023,196,0.38723192073282997
old_rank1_filter,MA20_1,daily,250,2024,217,0.16356088169749383
old_rank1_filter,MA20_1,daily,250,2025,134,0.4819152706826654
old_rank1_filter,MA20_1,daily,750,2011,10,-0.1876673020447444
old_rank1_filter,MA20_1,daily,750,2012,171,0.15612525950700196
old_rank1_filter,MA20_1,daily,750,2013,211,0.34981286013332946
old_rank1_filter,MA20_1,daily,750,2014,212,1.5316516391135517
old_rank1_filter,MA20_1,daily,750,2015,138,1.1470093890062003
old_rank1_filter,MA20_1,daily,750,2016,174,0.8056891357691643
old_rank1_filter,MA20_1,daily,750,2017,175,0.9009312088093309
old_rank1_filter,MA20_1,daily,750,2018,111,0.9667216012355622
old_rank1_filter,MA20_1,daily,750,2019,188,0.8996102581980823
old_rank1_filter,MA20_1,daily,750,2020,214,1.1791344224706222
old_rank1_filter,MA20_1,daily,750,2021,192,0.9531465547589537
old_rank1_filter,MA20_1,daily,750,2022,189,0.7177418435541085
old_rank1_filter,MA20_1,daily,750,2023,87,1.2882675523132883
old_rank1_filter,MA20_1,ma60_episode,250,2011,2,-0.14233007187921864
old_rank1_filter,MA20_1,ma60_episode,250,2012,22,0.02620244603486932
old_rank1_filter,MA20_1,ma60_episode,250,2013,24,0.02302864614256228
old_rank1_filter,MA20_1,ma60_episode,250,2014,24,0.4706792224510764
old_rank1_filter,MA20_1,ma60_episode,250,2015,16,-0.09231345391216966
old_rank1_filter,MA20_1,ma60_episode,250,2016,22,0.41406751976319756
old_rank1_filter,MA20_1,ma60_episode,250,2017,10,0.28947164404922665
old_rank1_filter,MA20_1,ma60_episode,250,2018,19,0.3587897164755045
old_rank1_filter,MA20_1,ma60_episode,250,2019,26,0.3006451274188011
old_rank1_filter,MA20_1,ma60_episode,250,2020,16,0.30495991748396967
old_rank1_filter,MA20_1,ma60_episode,250,2021,27,0.2561019076694202
old_rank1_filter,MA20_1,ma60_episode,250,2022,32,0.2638495260682494
old_rank1_filter,MA20_1,ma60_episode,250,2023,23,0.40083550635942733
old_rank1_filter,MA20_1,ma60_episode,250,2024,37,0.26560149598753013
old_rank1_filter,MA20_1,ma60_episode,250,2025,19,0.39971548422996306
old_rank1_filter,MA20_1,ma60_episode,750,2011,2,0.45226430795903877
old_rank1_filter,MA20_1,ma60_episode,750,2012,22,0.5469919253333737
old_rank1_filter,MA20_1,ma60_episode,750,2013,24,0.399579485649855
old_rank1_filter,MA20_1,ma60_episode,750,2014,24,1.2864760337204528
old_rank1_filter,MA20_1,ma60_episode,750,2015,16,0.5591077985123623
old_rank1_filter,MA20_1,ma60_episode,750,2016,22,0.6893891308783998
old_rank1_filter,MA20_1,ma60_episode,750,2017,10,1.0498762447629366
old_rank1_filter,MA20_1,ma60_episode,750,2018,19,0.8523814190198546
old_rank1_filter,MA20_1,ma60_episode,750,2019,26,0.6086389896116386
old_rank1_filter,MA20_1,ma60_episode,750,2020,16,1.026807205406987
old_rank1_filter,MA20_1,ma60_episode,750,2021,27,0.8728920705083156
old_rank1_filter,MA20_1,ma60_episode,750,2022,32,0.8836917782339927
old_rank1_filter,MA20_1,ma60_episode,750,2023,10,1.3237071811866932
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2011,2,-0.14233007187921864
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2012,10,0.05008388665367092
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2013,10,-0.08330459275720703
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2014,16,0.5219589610962472
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2015,6,0.30985945831376616
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2016,11,0.3662693720427781
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2017,5,-0.026128266033254133
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2018,7,0.43760689137505815
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2019,7,0.13657360682519504
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2020,7,0.29384456076550514
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2021,11,-0.004236638294609296
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2022,11,0.21365120008874117
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2023,13,0.33883237354866913
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2024,23,0.26560149598753013
old_rank1_filter,MA20_1,ma60_nonoverlap,250,2025,10,0.2439889262822692
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2011,2,0.45226430795903877
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2012,10,0.8587211585005843
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2013,5,0.18148972288396203
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2014,7,1.9731203017687413
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2015,4,1.023435107541297
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2016,6,0.9298210233541797
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2017,1,-0.25116777311932537
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2018,3,0.8251902803734186
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2019,8,0.6401147180219102
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2020,2,0.9152552017721478
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2021,6,0.4160156666418221
old_rank1_filter,MA20_1,ma60_nonoverlap,750,2022,8,0.9291886301175827
old_rank1_filter,MA20_1,stop_episode,250,2011,2,-0.14233007187921864
old_rank1_filter,MA20_1,stop_episode,250,2012,19,-0.057968345271523836
old_rank1_filter,MA20_1,stop_episode,250,2013,18,0.02302864614256228
old_rank1_filter,MA20_1,stop_episode,250,2014,18,0.5740670665042558
old_rank1_filter,MA20_1,stop_episode,250,2015,3,-0.08985566599427397
old_rank1_filter,MA20_1,stop_episode,250,2016,12,0.4289563886334047
old_rank1_filter,MA20_1,stop_episode,250,2017,1,0.8036073191494708
old_rank1_filter,MA20_1,stop_episode,250,2018,7,0.471763072208389
old_rank1_filter,MA20_1,stop_episode,250,2019,3,-0.24465811965811957
old_rank1_filter,MA20_1,stop_episode,250,2020,5,1.4518142801404608
old_rank1_filter,MA20_1,stop_episode,250,2021,6,0.009440410082998119
old_rank1_filter,MA20_1,stop_episode,250,2022,12,0.2869142945290005
old_rank1_filter,MA20_1,stop_episode,250,2023,8,0.173380685055475
old_rank1_filter,MA20_1,stop_episode,250,2024,25,0.3284096231012823
old_rank1_filter,MA20_1,stop_episode,250,2025,7,0.12315101856010391
old_rank1_filter,MA20_1,stop_episode,750,2011,2,0.45226430795903877
old_rank1_filter,MA20_1,stop_episode,750,2012,19,0.396093639977541
old_rank1_filter,MA20_1,stop_episode,750,2013,18,0.399579485649855
old_rank1_filter,MA20_1,stop_episode,750,2014,18,1.0887003962456765
old_rank1_filter,MA20_1,stop_episode,750,2015,3,-0.2083701176020113
old_rank1_filter,MA20_1,stop_episode,750,2016,12,0.9336327000964382
old_rank1_filter,MA20_1,stop_episode,750,2017,1,2.143161292457923
old_rank1_filter,MA20_1,stop_episode,750,2018,7,0.8251902803734186
old_rank1_filter,MA20_1,stop_episode,750,2019,3,1.6948798577891444
old_rank1_filter,MA20_1,stop_episode,750,2020,5,1.2691523396418312
old_rank1_filter,MA20_1,stop_episode,750,2021,6,0.6195943829306837
old_rank1_filter,MA20_1,stop_episode,750,2022,12,1.122433324609864
old_rank1_filter,MA20_1,stop_episode,750,2023,2,0.9282614368025721
old_rank1_filter,MA60_1,daily,250,2011,5,-0.16560490201043188
old_rank1_filter,MA60_1,daily,250,2012,147,-0.05451832683421842
old_rank1_filter,MA60_1,daily,250,2013,190,0.036063176500356176
old_rank1_filter,MA60_1,daily,250,2014,218,0.4835370756327957
old_rank1_filter,MA60_1,daily,250,2015,144,0.0019704955570015725
old_rank1_filter,MA60_1,daily,250,2016,171,0.5478927203065138
old_rank1_filter,MA60_1,daily,250,2017,184,0.2642677674451348
old_rank1_filter,MA60_1,daily,250,2018,100,0.27508834860940523
old_rank1_filter,MA60_1,daily,250,2019,175,0.29517899370816414
old_rank1_filter,MA60_1,daily,250,2020,220,0.39410270549782944
old_rank1_filter,MA60_1,daily,250,2021,185,0.36110532968809705
old_rank1_filter,MA60_1,daily,250,2022,188,0.1220538326983267
old_rank1_filter,MA60_1,daily,250,2023,232,0.3990828489118483
old_rank1_filter,MA60_1,daily,250,2024,227,0.16315789473684217
old_rank1_filter,MA60_1,daily,250,2025,107,0.4597380721260127
old_rank1_filter,MA60_1,daily,750,2011,5,-0.19426364858452494
old_rank1_filter,MA60_1,daily,750,2012,147,0.14582790392136236
old_rank1_filter,MA60_1,daily,750,2013,190,0.7090836383988288
old_rank1_filter,MA60_1,daily,750,2014,218,1.4770622309550947
old_rank1_filter,MA60_1,daily,750,2015,144,1.089065327173888
old_rank1_filter,MA60_1,daily,750,2016,171,0.7133190239101206
old_rank1_filter,MA60_1,daily,750,2017,184,0.9045270948162701
old_rank1_filter,MA60_1,daily,750,2018,100,0.9775934388025277
old_rank1_filter,MA60_1,daily,750,2019,175,0.9292424478346142
old_rank1_filter,MA60_1,daily,750,2020,220,1.1172660474219702
old_rank1_filter,MA60_1,daily,750,2021,185,1.0165949414208928
old_rank1_filter,MA60_1,daily,750,2022,188,0.6765942884184518
old_rank1_filter,MA60_1,daily,750,2023,113,1.3224458996319401
old_rank1_filter,MA60_1,ma60_episode,250,2011,2,-0.1463566345791355
old_rank1_filter,MA60_1,ma60_episode,250,2012,20,0.02620244603486932
old_rank1_filter,MA60_1,ma60_episode,250,2013,24,-0.00986675976539747
old_rank1_filter,MA60_1,ma60_episode,250,2014,21,0.42617755913380395
old_rank1_filter,MA60_1,ma60_episode,250,2015,15,-0.08985566599427397
old_rank1_filter,MA60_1,ma60_episode,250,2016,17,0.4334160144756165
old_rank1_filter,MA60_1,ma60_episode,250,2017,11,0.12583855679773293
old_rank1_filter,MA60_1,ma60_episode,250,2018,16,0.2917535633356386
old_rank1_filter,MA60_1,ma60_episode,250,2019,19,0.139578830908897
old_rank1_filter,MA60_1,ma60_episode,250,2020,17,0.3160752742024342
old_rank1_filter,MA60_1,ma60_episode,250,2021,24,0.22133447101910708
old_rank1_filter,MA60_1,ma60_episode,250,2022,31,0.2195552584712548
old_rank1_filter,MA60_1,ma60_episode,250,2023,28,0.4122916168896338
old_rank1_filter,MA60_1,ma60_episode,250,2024,37,0.25716648291069455
old_rank1_filter,MA60_1,ma60_episode,250,2025,18,0.30583350870165094
old_rank1_filter,MA60_1,ma60_episode,750,2011,2,0.4557178402813345
old_rank1_filter,MA60_1,ma60_episode,750,2012,20,0.7599783026432579
old_rank1_filter,MA60_1,ma60_episode,750,2013,24,0.399579485649855
old_rank1_filter,MA60_1,ma60_episode,750,2014,21,1.1186350823825006
old_rank1_filter,MA60_1,ma60_episode,750,2015,15,0.6603408829975521
old_rank1_filter,MA60_1,ma60_episode,750,2016,17,0.5588349232179193
old_rank1_filter,MA60_1,ma60_episode,750,2017,11,0.8808004938014813
old_rank1_filter,MA60_1,ma60_episode,750,2018,16,0.8989914782713844
old_rank1_filter,MA60_1,ma60_episode,750,2019,19,0.8171785147763435
old_rank1_filter,MA60_1,ma60_episode,750,2020,17,0.49046314401911695
old_rank1_filter,MA60_1,ma60_episode,750,2021,24,0.6942848227720009
old_rank1_filter,MA60_1,ma60_episode,750,2022,31,0.8521703000050938
old_rank1_filter,MA60_1,ma60_episode,750,2023,15,1.0856417161906333
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2011,2,-0.1463566345791355
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2012,10,0.04948494221037247
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2013,9,-0.03233902439108938
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2014,13,0.42617755913380395
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2015,5,-0.09558228300091598
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2016,10,0.4586600218708241
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2017,4,0.030872598090578462
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2018,5,0.28814977911164585
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2019,7,0.008309048184990564
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2020,8,0.3559110077632214
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2021,11,-0.08650769021547688
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2022,12,0.21660322927999798
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2023,11,0.2608998781493843
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2024,23,0.22250423133179065
old_rank1_filter,MA60_1,ma60_nonoverlap,250,2025,7,0.2119515331733388
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2011,2,0.4557178402813345
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2012,10,0.8587211585005843
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2013,4,0.23879587772342115
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2014,7,2.1240252993979043
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2015,3,0.08432073653501915
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2016,5,0.9751125462770998
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2017,2,0.9459967596692987
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2018,3,0.8251902803734186
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2019,4,1.2655587855852437
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2020,5,0.33537793429607365
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2021,6,0.17113926307550353
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2022,9,1.0244106485774305
old_rank1_filter,MA60_1,ma60_nonoverlap,750,2023,2,0.7442297826593415
old_rank1_filter,MA60_1,stop_episode,250,2011,2,-0.1463566345791355
old_rank1_filter,MA60_1,stop_episode,250,2012,17,-0.03654050564580302
old_rank1_filter,MA60_1,stop_episode,250,2013,18,-0.00986675976539747
old_rank1_filter,MA60_1,stop_episode,250,2014,14,0.3938553566791224
old_rank1_filter,MA60_1,stop_episode,250,2015,2,-0.18459158132230258
old_rank1_filter,MA60_1,stop_episode,250,2016,8,0.32720009093539293
old_rank1_filter,MA60_1,stop_episode,250,2017,1,0.8036073191494708
old_rank1_filter,MA60_1,stop_episode,250,2018,6,0.49664744534011485
old_rank1_filter,MA60_1,stop_episode,250,2019,3,-0.24465811965811957
old_rank1_filter,MA60_1,stop_episode,250,2020,4,0.9207530550801503
old_rank1_filter,MA60_1,stop_episode,250,2021,6,-0.07482922400803554
old_rank1_filter,MA60_1,stop_episode,250,2022,10,0.2613329900739515
old_rank1_filter,MA60_1,stop_episode,250,2023,7,0.16389246528614887
old_rank1_filter,MA60_1,stop_episode,250,2024,23,0.3284096231012823
old_rank1_filter,MA60_1,stop_episode,250,2025,5,0.08792358992250993
old_rank1_filter,MA60_1,stop_episode,750,2011,2,0.4557178402813345
old_rank1_filter,MA60_1,stop_episode,750,2012,17,0.4718779463724374
old_rank1_filter,MA60_1,stop_episode,750,2013,18,0.399579485649855
old_rank1_filter,MA60_1,stop_episode,750,2014,14,1.1200250752986052
old_rank1_filter,MA60_1,stop_episode,750,2015,2,-0.32464666980577844
old_rank1_filter,MA60_1,stop_episode,750,2016,8,0.8883411771735181
old_rank1_filter,MA60_1,stop_episode,750,2017,1,2.143161292457923
old_rank1_filter,MA60_1,stop_episode,750,2018,6,0.8989914782713844
old_rank1_filter,MA60_1,stop_episode,750,2019,3,1.3495859397548604
old_rank1_filter,MA60_1,stop_episode,750,2020,4,1.0226555440536949
old_rank1_filter,MA60_1,stop_episode,750,2021,6,0.33902053380781794
old_rank1_filter,MA60_1,stop_episode,750,2022,10,1.122433324609864
old_rank1_filter,MA60_1,stop_episode,750,2023,3,0.9075333623521871
