group,arm,metric,paired_delta_median,positive_starts
A,PCT17OP09,末次净值日,0.0,0
A,PCT18OP09,年化,0.0015540679929998413,8
A,PCT18OP09,最大回撤,0.004171670234645819,8
A,PCT18OP09,Sharpe,-0.008460853348409347,5
A,PCT18OP09,Calmar,-0.01727473033832294,6
A,PCT18OP09,平均仓位,0.045507277538615054,13
A,PCT18OP09,年均换手,-0.17084701813830128,5
A,PCT18OP09,持仓数中位,0.0,2
A,PCT18OP09,单票权重中位,-0.0033874060460026834,2
A,PCT18OP09,单票权重P90,-0.003481461503398564,6
A,PCT18OP09,单票权重最大,-8.862097535372593e-05,7
A,PCT18OP09,前三权重中位,0.01728054206988694,10
A,PCT18OP09,单票超60%天数占比,-0.021986694676898177,3
A,PCT18OP09,滚动3年年化中位,-0.026391139932725127,3
A,PCT18OP09,滚动3年回撤中位,-0.0023621129053241763,5
A,PCT18OP09,滚动3年Calmar中位,-0.09694530483267993,4
A,PCT18OP09,滚动3年Sharpe中位,-0.04949582369700811,3
A,PCT18OP09,滚动3年为负的窗口占比,0.0,1
A,PCT18OP09,滚动5年年化中位,-0.042264526766214505,3
A,PCT18OP09,滚动5年年化P25,-0.0003300060667807969,7
A,PCT18OP09,滚动5年年化最差,0.01325968462242788,8
A,PCT18OP09,滚动5年回撤中位,-0.00275227775818615,6
A,PCT18OP09,滚动5年Calmar中位,-0.11502392561592312,2
A,PCT18OP09,滚动5年Sharpe中位,-0.0872072488512084,3
A,PCT18OP09,滚动5年为负的窗口占比,0.0,1
A,PCT18OP09,滚动5年窗口数,0.0,0
A,PCT18OP09,互不重叠5年块中位,-0.047382632863150254,3
A,PCT18OP09,滚动10年年化中位,-0.03514589364221665,3
A,PCT18OP09,滚动10年窗口数,0.0,0
A,PCT18OP09,逐年收益中位,-0.01621979783603711,4
A,PCT18OP09,逐年为正比例,0.0,5
A,PCT18OP09,逐年最差,0.013814920894564597,8
A,PCT18OP09,完整自然年数,0.0,0
A,PCT18OP09,强平次数,0.0,0
A,PCT18OP09,最低担保比例,0.08957175625889857,11
A,PCT18OP09,最低股票同跌缓冲,0.038848718678015204,11
A,PCT18OP09,最低总资产冲击缓冲,0.038848718678015204,11
A,PCT18OP09,rf覆盖率,0.0,0
A,PCT18OP09,年化_交易日口径,0.0015602555836240484,8
A,PCT18OP09,最低担保比例日,-34396.0,0
A,PCT18OP09,最低股票同跌缓冲日,-34396.0,0
A,PCT18OP09,滚动5年年化最差窗口末日,0.0,2
A,PCT18OP09,最大回撤起日,0.0,2
A,PCT18OP09,最大回撤止日,0.0,5
A,PCT18OP09,末次净值日,0.0,0
A,PCT19OP09,年化,-0.04933833414220379,6
A,PCT19OP09,最大回撤,0.007608349055883201,9
A,PCT19OP09,Sharpe,-0.0770743118123518,6
A,PCT19OP09,Calmar,-0.06599527472288091,4
A,PCT19OP09,平均仓位,0.048926229067124516,14
A,PCT19OP09,年均换手,-0.15631898057562976,4
A,PCT19OP09,持仓数中位,0.0,6
A,PCT19OP09,单票权重中位,-0.005160538869100062,3
A,PCT19OP09,单票权重P90,-0.00720537349739242,5
A,PCT19OP09,单票权重最大,-0.03417791361972833,4
A,PCT19OP09,前三权重中位,0.0119471970023457,9
A,PCT19OP09,单票超60%天数占比,-0.026937926839863402,1
A,PCT19OP09,滚动3年年化中位,-0.05248275092282917,2
A,PCT19OP09,滚动3年回撤中位,-0.013505497138704914,4
A,PCT19OP09,滚动3年Calmar中位,-0.1356197102000944,3
A,PCT19OP09,滚动3年Sharpe中位,-0.10192778491959403,2
A,PCT19OP09,滚动3年为负的窗口占比,0.0,1
A,PCT19OP09,滚动5年年化中位,-0.07983724956207916,2
A,PCT19OP09,滚动5年年化P25,-0.04603292859362096,4
A,PCT19OP09,滚动5年年化最差,-0.016235044516114794,6
A,PCT19OP09,滚动5年回撤中位,-0.013687307792113412,5
A,PCT19OP09,滚动5年Calmar中位,-0.1653240126706288,0
A,PCT19OP09,滚动5年Sharpe中位,-0.11696952340682154,2
A,PCT19OP09,滚动5年为负的窗口占比,0.0,2
A,PCT19OP09,滚动5年窗口数,0.0,0
A,PCT19OP09,互不重叠5年块中位,-0.06903853675109417,1
A,PCT19OP09,滚动10年年化中位,-0.05739777485928321,2
A,PCT19OP09,滚动10年窗口数,0.0,0
A,PCT19OP09,逐年收益中位,-0.022947304520466616,5
A,PCT19OP09,逐年为正比例,0.0,6
A,PCT19OP09,逐年最差,1.9715565426070558e-05,8
A,PCT19OP09,完整自然年数,0.0,0
A,PCT19OP09,强平次数,0.0,0
A,PCT19OP09,最低担保比例,0.05444400121315052,9
A,PCT19OP09,最低股票同跌缓冲,0.024304139335489,9
A,PCT19OP09,最低总资产冲击缓冲,0.024304139335489028,9
A,PCT19OP09,rf覆盖率,0.0,0
A,PCT19OP09,年化_交易日口径,-0.04951524920764494,6
A,PCT19OP09,最低担保比例日,-49498.0,0
A,PCT19OP09,最低股票同跌缓冲日,-49498.0,0
A,PCT19OP09,滚动5年年化最差窗口末日,0.0,3
A,PCT19OP09,最大回撤起日,0.0,2
A,PCT19OP09,最大回撤止日,0.0,4
A,PCT19OP09,末次净值日,0.0,0
A,PCT20OP09,年化,0.021166209587987095,10
A,PCT20OP09,最大回撤,0.001573183397724165,7
A,PCT20OP09,Sharpe,0.023853574055593296,9
A,PCT20OP09,Calmar,0.03250645872147029,10
A,PCT20OP09,平均仓位,0.04843444515805684,14
A,PCT20OP09,年均换手,-0.03760933189554461,6
A,PCT20OP09,持仓数中位,0.0,4
A,PCT20OP09,单票权重中位,-0.003825881649184737,5
A,PCT20OP09,单票权重P90,0.0013828571166429882,9
A,PCT20OP09,单票权重最大,0.08239566478327576,11
A,PCT20OP09,前三权重中位,-0.0034498465714516424,4
A,PCT20OP09,单票超60%天数占比,-0.02287839064772562,3
A,PCT20OP09,滚动3年年化中位,0.007938719924471593,7
A,PCT20OP09,滚动3年回撤中位,0.010265533964605056,9
A,PCT20OP09,滚动3年Calmar中位,-0.010951588163891524,7
A,PCT20OP09,滚动3年Sharpe中位,0.052549023125221916,8
A,PCT20OP09,滚动3年为负的窗口占比,0.0,1
A,PCT20OP09,滚动5年年化中位,0.03339259059210575,8
A,PCT20OP09,滚动5年年化P25,0.022521454735809243,10
A,PCT20OP09,滚动5年年化最差,0.019747409523401482,9
A,PCT20OP09,滚动5年回撤中位,0.01646076281626474,11
A,PCT20OP09,滚动5年Calmar中位,-0.024375802163647264,7
A,PCT20OP09,滚动5年Sharpe中位,0.017114450525596236,8
A,PCT20OP09,滚动5年为负的窗口占比,0.0,2
A,PCT20OP09,滚动5年窗口数,0.0,0
A,PCT20OP09,互不重叠5年块中位,0.017352177785798395,8
A,PCT20OP09,滚动10年年化中位,0.012346705996382101,8
A,PCT20OP09,滚动10年窗口数,0.0,0
A,PCT20OP09,逐年收益中位,0.015079316807123488,8
A,PCT20OP09,逐年为正比例,0.03125,7
A,PCT20OP09,逐年最差,-0.006520974728520812,7
A,PCT20OP09,完整自然年数,0.0,0
A,PCT20OP09,强平次数,0.0,0
A,PCT20OP09,最低担保比例,0.016038956782657654,9
A,PCT20OP09,最低股票同跌缓冲,0.008116287599723687,9
A,PCT20OP09,最低总资产冲击缓冲,0.00811628759972366,9
A,PCT20OP09,rf覆盖率,0.0,0
A,PCT20OP09,年化_交易日口径,0.021245186610102773,10
A,PCT20OP09,最低担保比例日,0.0,1
A,PCT20OP09,最低股票同跌缓冲日,0.0,1
A,PCT20OP09,滚动5年年化最差窗口末日,0.0,2
A,PCT20OP09,最大回撤起日,0.0,2
A,PCT20OP09,最大回撤止日,0.0,5
A,PCT20OP09,末次净值日,0.0,0
A,PCT21OP09,年化,0.019603359355263694,8
A,PCT21OP09,最大回撤,0.011413530646052938,10
A,PCT21OP09,Sharpe,0.027057816833769843,8
A,PCT21OP09,Calmar,0.010174741982976243,7
A,PCT21OP09,平均仓位,0.049870483382364994,14
A,PCT21OP09,年均换手,0.09836518215296852,9
A,PCT21OP09,持仓数中位,0.0,6
A,PCT21OP09,单票权重中位,-0.008414179924995768,1
A,PCT21OP09,单票权重P90,0.001304913095393656,7
A,PCT21OP09,单票权重最大,0.0028509776082041305,7
A,PCT21OP09,前三权重中位,-0.01573328485478742,1
A,PCT21OP09,单票超60%天数占比,-0.04270226913562558,1
A,PCT21OP09,滚动3年年化中位,-0.008412218917814185,6
A,PCT21OP09,滚动3年回撤中位,0.0025478790874184365,8
A,PCT21OP09,滚动3年Calmar中位,-0.02253020434902142,6
A,PCT21OP09,滚动3年Sharpe中位,0.012408777358446588,8
A,PCT21OP09,滚动3年为负的窗口占比,0.0,0
A,PCT21OP09,滚动5年年化中位,-0.0030148460283001555,7
A,PCT21OP09,滚动5年年化P25,0.017660440469794647,8
A,PCT21OP09,滚动5年年化最差,0.0018263372561775348,7
A,PCT21OP09,滚动5年回撤中位,0.010609251957701571,9
A,PCT21OP09,滚动5年Calmar中位,-0.025125594045948496,3
A,PCT21OP09,滚动5年Sharpe中位,-0.03360574445827447,6
A,PCT21OP09,滚动5年为负的窗口占比,0.0,2
A,PCT21OP09,滚动5年窗口数,0.0,0
A,PCT21OP09,互不重叠5年块中位,0.019177717706430064,8
A,PCT21OP09,滚动10年年化中位,4.095457666331015e-05,7
A,PCT21OP09,滚动10年窗口数,0.0,0
A,PCT21OP09,逐年收益中位,-0.006327258105429667,6
A,PCT21OP09,逐年为正比例,0.03125,7
A,PCT21OP09,逐年最差,-0.019604854969675956,5
A,PCT21OP09,完整自然年数,0.0,0
A,PCT21OP09,强平次数,0.0,0
A,PCT21OP09,最低担保比例,0.026530740793056173,10
A,PCT21OP09,最低股票同跌缓冲,0.012668543577014496,10
A,PCT21OP09,最低总资产冲击缓冲,0.012668543577014524,10
A,PCT21OP09,rf覆盖率,0.0,0
A,PCT21OP09,年化_交易日口径,0.019691872422489376,8
A,PCT21OP09,最低担保比例日,-19294.0,1
A,PCT21OP09,最低股票同跌缓冲日,-19294.0,1
A,PCT21OP09,滚动5年年化最差窗口末日,0.0,2
A,PCT21OP09,最大回撤起日,0.0,2
A,PCT21OP09,最大回撤止日,0.0,6
A,PCT21OP09,末次净值日,0.0,0
A,PCT22OP09,年化,-0.004821768152770023,6
A,PCT22OP09,最大回撤,-0.008957989609544081,5
A,PCT22OP09,Sharpe,-0.009987410235255179,6
A,PCT22OP09,Calmar,-0.002836678242481294,7
A,PCT22OP09,平均仓位,0.052352705410082634,14
A,PCT22OP09,年均换手,0.017151062955309104,7
A,PCT22OP09,持仓数中位,0.0,6
A,PCT22OP09,单票权重中位,-0.005245804606457349,3
A,PCT22OP09,单票权重P90,-0.005011293974604036,6
A,PCT22OP09,单票权重最大,-0.03412525641795344,5
A,PCT22OP09,前三权重中位,-0.00999653837131853,5
A,PCT22OP09,单票超60%天数占比,-0.02881465644464648,1
A,PCT22OP09,滚动3年年化中位,-0.015494805081269436,5
A,PCT22OP09,滚动3年回撤中位,-0.013497702967472103,4
A,PCT22OP09,滚动3年Calmar中位,-0.046918301278443764,6
A,PCT22OP09,滚动3年Sharpe中位,-0.026079732909578546,6
A,PCT22OP09,滚动3年为负的窗口占比,0.0,0
A,PCT22OP09,滚动5年年化中位,-0.029546323468724545,4
A,PCT22OP09,滚动5年年化P25,0.0017433215458863005,8
A,PCT22OP09,滚动5年年化最差,0.01904379292471292,10
A,PCT22OP09,滚动5年回撤中位,-0.013497702967472103,5
A,PCT22OP09,滚动5年Calmar中位,-0.06838953591973934,2
A,PCT22OP09,滚动5年Sharpe中位,-0.04824262852121908,5
A,PCT22OP09,滚动5年为负的窗口占比,0.0,1
A,PCT22OP09,滚动5年窗口数,0.0,0
A,PCT22OP09,互不重叠5年块中位,-0.03131072106805188,5
A,PCT22OP09,滚动10年年化中位,-0.01820659356006471,4
A,PCT22OP09,滚动10年窗口数,0.0,0
A,PCT22OP09,逐年收益中位,-0.016754025446023224,6
A,PCT22OP09,逐年为正比例,0.0,3
A,PCT22OP09,逐年最差,-0.016984020748619266,4
A,PCT22OP09,完整自然年数,0.0,0
A,PCT22OP09,强平次数,0.0,0
A,PCT22OP09,最低担保比例,0.09473243680061971,12
A,PCT22OP09,最低股票同跌缓冲,0.04136844071214507,12
A,PCT22OP09,最低总资产冲击缓冲,0.041368440712145016,12
A,PCT22OP09,rf覆盖率,0.0,0
A,PCT22OP09,年化_交易日口径,-0.004837013882662555,6
A,PCT22OP09,最低担保比例日,-24749.0,0
A,PCT22OP09,最低股票同跌缓冲日,-24749.0,0
A,PCT22OP09,滚动5年年化最差窗口末日,0.0,3
A,PCT22OP09,最大回撤起日,0.0,2
A,PCT22OP09,最大回撤止日,0.0,5
A,PCT22OP09,末次净值日,0.0,0
A,PCT23OP09,年化,-0.0013771149167491892,6
A,PCT23OP09,最大回撤,0.002327086136279133,8
A,PCT23OP09,Sharpe,0.00010970400573651062,7
A,PCT23OP09,Calmar,-0.02795526496503986,5
A,PCT23OP09,平均仓位,0.05226702510137182,14
A,PCT23OP09,年均换手,-0.035778440868773576,6
A,PCT23OP09,持仓数中位,0.0,5
A,PCT23OP09,单票权重中位,-0.005941194731571842,2
A,PCT23OP09,单票权重P90,-0.008633122677346117,4
A,PCT23OP09,单票权重最大,-0.036892043019327636,3
A,PCT23OP09,前三权重中位,-0.008818370852413215,6
A,PCT23OP09,单票超60%天数占比,-0.04317002075809312,1
A,PCT23OP09,滚动3年年化中位,-0.025753226353135705,2
A,PCT23OP09,滚动3年回撤中位,-0.010888716752178673,5
A,PCT23OP09,滚动3年Calmar中位,0.006571483589690175,10
A,PCT23OP09,滚动3年Sharpe中位,-0.008417426942982087,6
A,PCT23OP09,滚动3年为负的窗口占比,0.0,1
A,PCT23OP09,滚动5年年化中位,-0.02903762179525482,1
A,PCT23OP09,滚动5年年化P25,-0.010995336303886716,6
A,PCT23OP09,滚动5年年化最差,0.025239138222946766,10
A,PCT23OP09,滚动5年回撤中位,-0.01842036178126949,5
A,PCT23OP09,滚动5年Calmar中位,-0.04914742862154614,2
A,PCT23OP09,滚动5年Sharpe中位,-0.04593431987635116,2
A,PCT23OP09,滚动5年为负的窗口占比,0.0,1
A,PCT23OP09,滚动5年窗口数,0.0,0
A,PCT23OP09,互不重叠5年块中位,-0.027343665462015,3
A,PCT23OP09,滚动10年年化中位,-0.01948905791147648,4
A,PCT23OP09,滚动10年窗口数,0.0,0
A,PCT23OP09,逐年收益中位,-0.021264149822566747,3
A,PCT23OP09,逐年为正比例,0.0,5
A,PCT23OP09,逐年最差,-0.014077286023206736,3
A,PCT23OP09,完整自然年数,0.0,0
A,PCT23OP09,强平次数,0.0,0
A,PCT23OP09,最低担保比例,0.06910813929306658,8
A,PCT23OP09,最低股票同跌缓冲,0.03036552248129619,8
A,PCT23OP09,最低总资产冲击缓冲,0.03036552248129626,8
A,PCT23OP09,rf覆盖率,0.0,0
A,PCT23OP09,年化_交易日口径,-0.0013835604584130357,6
A,PCT23OP09,最低担保比例日,-34396.0,0
A,PCT23OP09,最低股票同跌缓冲日,-34396.0,0
A,PCT23OP09,滚动5年年化最差窗口末日,0.0,3
A,PCT23OP09,最大回撤起日,0.0,2
A,PCT23OP09,最大回撤止日,0.0,3
A,PCT23OP09,末次净值日,0.0,0
A,PCT24OP09,年化,-0.008299433236771181,5
A,PCT24OP09,最大回撤,0.008475611768031577,9
A,PCT24OP09,Sharpe,-0.0190584293188526,5
A,PCT24OP09,Calmar,-0.04105896530325748,5
A,PCT24OP09,平均仓位,0.05184661353356124,14
A,PCT24OP09,年均换手,0.0010359088384594983,7
A,PCT24OP09,持仓数中位,0.0,5
A,PCT24OP09,单票权重中位,-0.008553564694879168,2
A,PCT24OP09,单票权重P90,-0.006623265849654836,6
A,PCT24OP09,单票权重最大,-0.0421472846035999,4
A,PCT24OP09,前三权重中位,-0.01496006499000424,2
A,PCT24OP09,单票超60%天数占比,-0.056327666497440754,2
A,PCT24OP09,滚动3年年化中位,-0.017650801474648592,3
A,PCT24OP09,滚动3年回撤中位,-0.01392215729480778,5
A,PCT24OP09,滚动3年Calmar中位,-0.01662510233496084,7
A,PCT24OP09,滚动3年Sharpe中位,-0.009438291018720846,5
A,PCT24OP09,滚动3年为负的窗口占比,0.0,1
A,PCT24OP09,滚动5年年化中位,-0.024186637037952763,3
A,PCT24OP09,滚动5年年化P25,0.0076985703393489535,8
A,PCT24OP09,滚动5年年化最差,0.015392505063415274,12
A,PCT24OP09,滚动5年回撤中位,-0.01392215729480778,6
A,PCT24OP09,滚动5年Calmar中位,-0.058462898093681326,2
A,PCT24OP09,滚动5年Sharpe中位,-0.03642717498467618,4
A,PCT24OP09,滚动5年为负的窗口占比,0.0,2
A,PCT24OP09,滚动5年窗口数,0.0,0
A,PCT24OP09,互不重叠5年块中位,-0.016686543185524982,5
A,PCT24OP09,滚动10年年化中位,-0.014276598982301936,5
A,PCT24OP09,滚动10年窗口数,0.0,0
A,PCT24OP09,逐年收益中位,-0.017129190212266276,2
A,PCT24OP09,逐年为正比例,0.0,4
A,PCT24OP09,逐年最差,-0.024539071905903154,1
A,PCT24OP09,完整自然年数,0.0,0
A,PCT24OP09,强平次数,0.0,0
A,PCT24OP09,最低担保比例,0.05106991859728427,10
A,PCT24OP09,最低股票同跌缓冲,0.022864103854827428,10
A,PCT24OP09,最低总资产冲击缓冲,0.0228641038548274,10
A,PCT24OP09,rf覆盖率,0.0,0
A,PCT24OP09,年化_交易日口径,-0.008335891349940061,5
A,PCT24OP09,最低担保比例日,-34396.0,0
A,PCT24OP09,最低股票同跌缓冲日,-34396.0,0
A,PCT24OP09,滚动5年年化最差窗口末日,0.0,3
A,PCT24OP09,最大回撤起日,0.0,2
A,PCT24OP09,最大回撤止日,0.0,3
A,PCT24OP09,末次净值日,0.0,0
