arm,method,horizon,year,n,median
CURRENT_OLD_BOTH1,ma60_nonoverlap,250,2025,9,0.1021106798656839
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2011,2,0.4557178402813345
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2012,10,0.5191614675277558
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2013,5,0.23445366841295612
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2014,5,2.1240252993979043
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2015,8,0.8311133052704552
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2016,5,0.8427648180030345
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2017,2,4.598848505982463
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2018,1,0.8251902803734186
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2019,9,0.9094244502191486
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2020,5,0.33537793429607365
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2021,6,0.6794649339857071
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2022,10,0.7787707691477087
CURRENT_OLD_BOTH1,ma60_nonoverlap,750,2023,3,1.5470124013906599
CURRENT_OLD_BOTH1,stop_episode,250,2011,2,-0.1463566345791355
CURRENT_OLD_BOTH1,stop_episode,250,2012,16,0.005056270168396049
CURRENT_OLD_BOTH1,stop_episode,250,2013,19,-0.01737546987998495
CURRENT_OLD_BOTH1,stop_episode,250,2014,15,0.6274912692678227
CURRENT_OLD_BOTH1,stop_episode,250,2015,6,0.09512218390434146
CURRENT_OLD_BOTH1,stop_episode,250,2016,14,0.34652291046510153
CURRENT_OLD_BOTH1,stop_episode,250,2017,2,0.4495577908660765
CURRENT_OLD_BOTH1,stop_episode,250,2018,4,0.4200664223798809
CURRENT_OLD_BOTH1,stop_episode,250,2019,4,-0.14967665704420663
CURRENT_OLD_BOTH1,stop_episode,250,2020,6,0.4743718227676781
CURRENT_OLD_BOTH1,stop_episode,250,2021,11,0.018302788067849685
CURRENT_OLD_BOTH1,stop_episode,250,2022,10,0.07496697731133539
CURRENT_OLD_BOTH1,stop_episode,250,2023,7,0.3448591785103057
CURRENT_OLD_BOTH1,stop_episode,250,2024,14,0.3425983203612434
CURRENT_OLD_BOTH1,stop_episode,250,2025,10,0.2285950953455902
CURRENT_OLD_BOTH1,stop_episode,750,2011,2,0.4557178402813345
CURRENT_OLD_BOTH1,stop_episode,750,2012,16,0.5191614675277558
CURRENT_OLD_BOTH1,stop_episode,750,2013,19,0.2703089572879971
CURRENT_OLD_BOTH1,stop_episode,750,2014,15,0.606403163008906
CURRENT_OLD_BOTH1,stop_episode,750,2015,6,0.5426302134348631
CURRENT_OLD_BOTH1,stop_episode,750,2016,14,0.8674588359594055
CURRENT_OLD_BOTH1,stop_episode,750,2017,2,4.598848505982463
CURRENT_OLD_BOTH1,stop_episode,750,2018,4,0.9257361356683141
CURRENT_OLD_BOTH1,stop_episode,750,2019,4,0.9180488870703122
CURRENT_OLD_BOTH1,stop_episode,750,2020,6,0.7249723597619424
CURRENT_OLD_BOTH1,stop_episode,750,2021,11,0.6350317067108728
CURRENT_OLD_BOTH1,stop_episode,750,2022,10,0.9089879983857813
CURRENT_OLD_BOTH1,stop_episode,750,2023,5,0.49737606354504615
FIXED,daily,250,2011,10,-0.1704065111273131
FIXED,daily,250,2012,190,-0.06099359726964093
FIXED,daily,250,2013,226,0.030543427385001487
FIXED,daily,250,2014,237,0.5089686780381011
FIXED,daily,250,2015,158,0.06297072237340817
FIXED,daily,250,2016,192,0.5426969181697787
FIXED,daily,250,2017,191,0.27885022808390447
FIXED,daily,250,2018,126,0.31185976059288223
FIXED,daily,250,2019,209,0.3425944406217474
FIXED,daily,250,2020,232,0.39577946121708163
FIXED,daily,250,2021,210,0.3266828134606744
FIXED,daily,250,2022,226,0.16328578356097379
FIXED,daily,250,2023,239,0.39738993544290424
FIXED,daily,250,2024,239,0.16356088169749405
FIXED,daily,250,2025,148,0.4815422375566851
FIXED,daily,750,2011,10,-0.18766730204474452
FIXED,daily,750,2012,190,0.16933690471072183
FIXED,daily,750,2013,226,0.3245042898523841
FIXED,daily,750,2014,237,1.4319081029643672
FIXED,daily,750,2015,158,1.3046227795432106
FIXED,daily,750,2016,192,0.6861395616133898
FIXED,daily,750,2017,191,0.8873978169541532
FIXED,daily,750,2018,126,0.9395988955692993
FIXED,daily,750,2019,209,0.8339161271555298
FIXED,daily,750,2020,232,1.15041774648853
FIXED,daily,750,2021,210,0.9569797846536775
FIXED,daily,750,2022,226,0.7330758782504768
FIXED,daily,750,2023,115,1.3004143477153702
FIXED,ma60_episode,250,2011,2,-0.14233007187921864
FIXED,ma60_episode,250,2012,23,0.020869886483530165
FIXED,ma60_episode,250,2013,27,-0.04712826311316998
FIXED,ma60_episode,250,2014,26,0.4958322236284406
FIXED,ma60_episode,250,2015,18,-0.013255095295556685
FIXED,ma60_episode,250,2016,22,0.4291633021519824
FIXED,ma60_episode,250,2017,11,0.12858728939309416
FIXED,ma60_episode,250,2018,23,0.2953573475596314
FIXED,ma60_episode,250,2019,29,0.25015049866257866
FIXED,ma60_episode,250,2020,19,0.32757516921996355
FIXED,ma60_episode,250,2021,29,0.18656703436879418
FIXED,ma60_episode,250,2022,38,0.271283464005702
FIXED,ma60_episode,250,2023,30,0.39909558944331913
FIXED,ma60_episode,250,2024,43,0.26560149598753013
FIXED,ma60_episode,250,2025,22,0.3865068872361551
FIXED,ma60_episode,750,2011,2,0.4522643079590385
FIXED,ma60_episode,750,2012,23,0.62210590429431
FIXED,ma60_episode,750,2013,27,0.26795552039192394
FIXED,ma60_episode,750,2014,26,1.344816355932474
FIXED,ma60_episode,750,2015,18,0.8252418443925571
FIXED,ma60_episode,750,2016,22,0.6893891308783996
FIXED,ma60_episode,750,2017,11,0.8808004938014811
FIXED,ma60_episode,750,2018,23,0.8251902803734186
FIXED,ma60_episode,750,2019,29,0.7091967016789114
FIXED,ma60_episode,750,2020,19,0.4904631440191165
FIXED,ma60_episode,750,2021,29,0.8094812156275757
FIXED,ma60_episode,750,2022,38,0.8862252757998784
FIXED,ma60_episode,750,2023,15,1.0936271624740983
FIXED,ma60_nonoverlap,250,2011,2,-0.14233007187921864
FIXED,ma60_nonoverlap,250,2012,10,0.05008388665367092
FIXED,ma60_nonoverlap,250,2013,10,-0.08330459275720703
FIXED,ma60_nonoverlap,250,2014,16,0.5352267217386155
FIXED,ma60_nonoverlap,250,2015,6,0.0845918561182617
FIXED,ma60_nonoverlap,250,2016,11,0.3662693720427781
FIXED,ma60_nonoverlap,250,2017,5,0.1258385567977327
FIXED,ma60_nonoverlap,250,2018,7,0.43760689137505815
FIXED,ma60_nonoverlap,250,2019,8,0.18243184237372112
FIXED,ma60_nonoverlap,250,2020,8,0.18218414761826063
FIXED,ma60_nonoverlap,250,2021,11,-0.0745733932624123
FIXED,ma60_nonoverlap,250,2022,12,0.19774849049936183
FIXED,ma60_nonoverlap,250,2023,14,0.22526635288062313
FIXED,ma60_nonoverlap,250,2024,24,0.2842083407999234
FIXED,ma60_nonoverlap,250,2025,9,0.30286881037516133
FIXED,ma60_nonoverlap,750,2011,2,0.4522643079590385
FIXED,ma60_nonoverlap,750,2012,10,0.8587211585005841
FIXED,ma60_nonoverlap,750,2013,5,0.18148972288396203
FIXED,ma60_nonoverlap,750,2014,7,1.9731203017687409
FIXED,ma60_nonoverlap,750,2015,4,0.4479590170241592
FIXED,ma60_nonoverlap,750,2016,6,0.9298210233541797
FIXED,ma60_nonoverlap,750,2017,1,-0.2511677731193255
FIXED,ma60_nonoverlap,750,2018,3,0.8251902803734186
FIXED,ma60_nonoverlap,750,2019,8,0.6312975403170509
FIXED,ma60_nonoverlap,750,2020,2,0.9152552017721478
FIXED,ma60_nonoverlap,750,2021,7,0.25294290336721703
FIXED,ma60_nonoverlap,750,2022,10,0.8816247133472037
FIXED,ma60_nonoverlap,750,2023,2,0.7442297826593413
FIXED,stop_episode,250,2011,2,-0.14233007187921864
FIXED,stop_episode,250,2012,20,-0.04369494506159244
FIXED,stop_episode,250,2013,19,0.012605504860294436
FIXED,stop_episode,250,2014,19,0.5085844555105439
FIXED,stop_episode,250,2015,3,-0.08985566599427375
FIXED,stop_episode,250,2016,12,0.4289563886334048
FIXED,stop_episode,250,2017,1,0.8036073191494701
FIXED,stop_episode,250,2018,8,0.4582630084856667
FIXED,stop_episode,250,2019,3,-0.1325044675107412
FIXED,stop_episode,250,2020,5,1.4518142801404608
FIXED,stop_episode,250,2021,8,-0.009460922948964001
FIXED,stop_episode,250,2022,14,0.271283464005702
FIXED,stop_episode,250,2023,9,0.16389246528614887
FIXED,stop_episode,250,2024,29,0.3284161829216772
FIXED,stop_episode,250,2025,7,0.12315101856010391
FIXED,stop_episode,750,2011,2,0.4522643079590385
FIXED,stop_episode,750,2012,20,0.4339857931749894
FIXED,stop_episode,750,2013,19,0.29610203256288026
FIXED,stop_episode,750,2014,19,1.5709976294824473
FIXED,stop_episode,750,2015,3,-0.2083701176020113
FIXED,stop_episode,750,2016,12,0.9336327000964384
FIXED,stop_episode,750,2017,1,2.1431612924579224
FIXED,stop_episode,750,2018,8,0.8181590908951856
FIXED,stop_episode,750,2019,3,1.825180565850221
FIXED,stop_episode,750,2020,5,1.2691523396418316
FIXED,stop_episode,750,2021,8,0.5020932970824227
FIXED,stop_episode,750,2022,14,1.1224333246098643
FIXED,stop_episode,750,2023,3,0.9075333623521868
FIXED_BOTH1,daily,250,2011,5,-0.16560490201043188
FIXED_BOTH1,daily,250,2012,135,-0.0711179478364995
FIXED_BOTH1,daily,250,2013,175,0.03824883896612663
FIXED_BOTH1,daily,250,2014,194,0.5055559231138581
FIXED_BOTH1,daily,250,2015,124,0.00394310892969163
FIXED_BOTH1,daily,250,2016,156,0.5695091022746792
FIXED_BOTH1,daily,250,2017,168,0.2757852039239823
FIXED_BOTH1,daily,250,2018,87,0.284110417331328
FIXED_BOTH1,daily,250,2019,159,0.3511397561750236
FIXED_BOTH1,daily,250,2020,204,0.3923708835207329
FIXED_BOTH1,daily,250,2021,168,0.3551029109617855
FIXED_BOTH1,daily,250,2022,156,0.04790298255801828
FIXED_BOTH1,daily,250,2023,189,0.39132719906378965
FIXED_BOTH1,daily,250,2024,207,0.16356088169749405
FIXED_BOTH1,daily,250,2025,95,0.4597380721260125
FIXED_BOTH1,daily,750,2011,5,-0.19426364858452505
FIXED_BOTH1,daily,750,2012,135,0.06804330854437302
FIXED_BOTH1,daily,750,2013,175,0.8128999660586633
FIXED_BOTH1,daily,750,2014,194,1.5711190029728859
FIXED_BOTH1,daily,750,2015,124,1.0761683498588772
FIXED_BOTH1,daily,750,2016,156,0.8224945242828663
FIXED_BOTH1,daily,750,2017,168,0.9231121631402637
FIXED_BOTH1,daily,750,2018,87,0.9829504843037997
FIXED_BOTH1,daily,750,2019,159,0.9761465002540766
FIXED_BOTH1,daily,750,2020,204,1.1229766403089465
FIXED_BOTH1,daily,750,2021,168,1.0035827636224042
FIXED_BOTH1,daily,750,2022,156,0.6738115160033977
FIXED_BOTH1,daily,750,2023,85,1.2911335732536524
FIXED_BOTH1,ma60_episode,250,2011,2,-0.1463566345791355
FIXED_BOTH1,ma60_episode,250,2012,19,0.031535005586208475
FIXED_BOTH1,ma60_episode,250,2013,21,0.03345178742483035
FIXED_BOTH1,ma60_episode,250,2014,19,0.3930938234158885
FIXED_BOTH1,ma60_episode,250,2015,13,-0.09477124183006536
FIXED_BOTH1,ma60_episode,250,2016,17,0.4334160144756165
FIXED_BOTH1,ma60_episode,250,2017,10,0.3055773278325542
FIXED_BOTH1,ma60_episode,250,2018,12,0.32707353201756795
FIXED_BOTH1,ma60_episode,250,2019,16,0.21613306042539693
FIXED_BOTH1,ma60_episode,250,2020,14,0.30423889075158317
FIXED_BOTH1,ma60_episode,250,2021,22,0.26988517014772084
FIXED_BOTH1,ma60_episode,250,2022,27,0.2531557881773401
FIXED_BOTH1,ma60_episode,250,2023,21,0.41695955404593654
FIXED_BOTH1,ma60_episode,250,2024,32,0.2632911206225409
FIXED_BOTH1,ma60_episode,250,2025,15,0.38257572942713347
FIXED_BOTH1,ma60_episode,750,2011,2,0.4557178402813342
FIXED_BOTH1,ma60_episode,750,2012,19,0.62210590429431
FIXED_BOTH1,ma60_episode,750,2013,21,0.5280872793974452
FIXED_BOTH1,ma60_episode,750,2014,19,1.001954437958458
FIXED_BOTH1,ma60_episode,750,2015,13,0.10779309130236547
FIXED_BOTH1,ma60_episode,750,2016,17,0.558834923217919
FIXED_BOTH1,ma60_episode,750,2017,10,1.0498762447629368
FIXED_BOTH1,ma60_episode,750,2018,12,0.9176659516618272
FIXED_BOTH1,ma60_episode,750,2019,16,0.9427854752366124
FIXED_BOTH1,ma60_episode,750,2020,14,1.0226555440536944
FIXED_BOTH1,ma60_episode,750,2021,22,0.8498680751459382
FIXED_BOTH1,ma60_episode,750,2022,27,0.8513181026674967
FIXED_BOTH1,ma60_episode,750,2023,10,1.3237071811866932
FIXED_BOTH1,ma60_nonoverlap,250,2011,2,-0.1463566345791355
FIXED_BOTH1,ma60_nonoverlap,250,2012,10,0.04948494221037247
FIXED_BOTH1,ma60_nonoverlap,250,2013,8,0.0005563815168703745
FIXED_BOTH1,ma60_nonoverlap,250,2014,12,0.3938553566791224
FIXED_BOTH1,ma60_nonoverlap,250,2015,5,-0.09558228300091598
FIXED_BOTH1,ma60_nonoverlap,250,2016,9,0.4249105898283483
FIXED_BOTH1,ma60_nonoverlap,250,2017,4,0.38873952655810795
FIXED_BOTH1,ma60_nonoverlap,250,2018,6,0.3571920411431465
FIXED_BOTH1,ma60_nonoverlap,250,2019,6,-0.002353163422960436
FIXED_BOTH1,ma60_nonoverlap,250,2020,7,0.3160752742024342
FIXED_BOTH1,ma60_nonoverlap,250,2021,10,-0.045372164255043035
FIXED_BOTH1,ma60_nonoverlap,250,2022,12,0.23635552332429743
FIXED_BOTH1,ma60_nonoverlap,250,2023,9,0.33883237354866913
FIXED_BOTH1,ma60_nonoverlap,250,2024,21,0.22250423133179065
FIXED_BOTH1,ma60_nonoverlap,250,2025,8,0.14558712766550874
FIXED_BOTH1,ma60_nonoverlap,750,2011,2,0.4557178402813342
FIXED_BOTH1,ma60_nonoverlap,750,2012,10,0.8587211585005841
FIXED_BOTH1,ma60_nonoverlap,750,2013,3,0.29610203256288026
FIXED_BOTH1,ma60_nonoverlap,750,2014,7,1.593473952706622
FIXED_BOTH1,ma60_nonoverlap,750,2015,3,0.10779309130236547
FIXED_BOTH1,ma60_nonoverlap,750,2016,5,0.9751125462770995
FIXED_BOTH1,ma60_nonoverlap,750,2017,2,0.9459967596692984
FIXED_BOTH1,ma60_nonoverlap,750,2018,3,0.8523814190198546
FIXED_BOTH1,ma60_nonoverlap,750,2019,4,1.7109496261202646
FIXED_BOTH1,ma60_nonoverlap,750,2020,5,0.3353779342960732
FIXED_BOTH1,ma60_nonoverlap,750,2021,5,0.25294290336721703
FIXED_BOTH1,ma60_nonoverlap,750,2022,7,1.1052711313402384
FIXED_BOTH1,stop_episode,250,2011,2,-0.1463566345791355
FIXED_BOTH1,stop_episode,250,2012,16,-0.018549229393996836
FIXED_BOTH1,stop_episode,250,2013,16,0.023028646142562392
FIXED_BOTH1,stop_episode,250,2014,13,0.36153315422444066
FIXED_BOTH1,stop_episode,250,2015,2,-0.18459158132230247
FIXED_BOTH1,stop_episode,250,2016,8,0.32720009093539315
FIXED_BOTH1,stop_episode,250,2017,1,0.8036073191494701
FIXED_BOTH1,stop_episode,250,2018,5,0.5491578535056794
FIXED_BOTH1,stop_episode,250,2019,3,-0.1325044675107412
FIXED_BOTH1,stop_episode,250,2020,4,0.9207530550801504
FIXED_BOTH1,stop_episode,250,2021,4,-0.06960493935368062
FIXED_BOTH1,stop_episode,250,2022,8,0.2769638205972499
FIXED_BOTH1,stop_episode,250,2023,6,0.2543758218982274
FIXED_BOTH1,stop_episode,250,2024,20,0.32841290301147963
FIXED_BOTH1,stop_episode,250,2025,5,0.08792358992250993
FIXED_BOTH1,stop_episode,750,2011,2,0.4557178402813342
FIXED_BOTH1,stop_episode,750,2012,16,0.4339857931749894
FIXED_BOTH1,stop_episode,750,2013,16,0.5155721090671376
FIXED_BOTH1,stop_episode,750,2014,13,0.65676062893395
FIXED_BOTH1,stop_episode,750,2015,2,-0.3246466698057784
FIXED_BOTH1,stop_episode,750,2016,8,0.8883411771735186
FIXED_BOTH1,stop_episode,750,2017,1,2.1431612924579224
FIXED_BOTH1,stop_episode,750,2018,5,0.8523814190198546
FIXED_BOTH1,stop_episode,750,2019,3,2.240367620824902
FIXED_BOTH1,stop_episode,750,2020,4,1.0226555440536944
FIXED_BOTH1,stop_episode,750,2021,4,0.416015666641822
FIXED_BOTH1,stop_episode,750,2022,8,1.1224333246098643
FIXED_BOTH1,stop_episode,750,2023,2,0.9282614368025719
MA_FIX,daily,250,2011,10,-0.1704065111273131
MA_FIX,daily,250,2012,190,-0.06099359726964082
MA_FIX,daily,250,2013,226,0.030543427385001598
MA_FIX,daily,250,2014,237,0.5089686780381013
MA_FIX,daily,250,2015,158,0.014891696195582504
MA_FIX,daily,250,2016,192,0.5281103867178282
MA_FIX,daily,250,2017,191,0.27885022808390425
MA_FIX,daily,250,2018,126,0.31185976059288223
MA_FIX,daily,250,2019,209,0.320222326025402
MA_FIX,daily,250,2020,232,0.3957794612170815
MA_FIX,daily,250,2021,210,0.3266828134606745
MA_FIX,daily,250,2022,226,0.16328578356097367
MA_FIX,daily,250,2023,239,0.39738993544290424
MA_FIX,daily,250,2024,239,0.16356088169749383
MA_FIX,daily,250,2025,148,0.4815422375566851
MA_FIX,daily,750,2011,10,-0.1876673020447444
MA_FIX,daily,750,2012,190,0.16933690471072194
MA_FIX,daily,750,2013,226,0.32450428985238433
MA_FIX,daily,750,2014,237,1.4319081029643677
MA_FIX,daily,750,2015,158,1.1804804106389823
MA_FIX,daily,750,2016,192,0.6861395616133892
MA_FIX,daily,750,2017,191,0.8873978169541534
MA_FIX,daily,750,2018,126,0.9395988955692992
MA_FIX,daily,750,2019,209,0.8339161271555302
MA_FIX,daily,750,2020,232,1.1504177464885301
MA_FIX,daily,750,2021,210,0.9569797846536771
MA_FIX,daily,750,2022,226,0.7330758782504765
MA_FIX,daily,750,2023,115,1.3004143477153698
MA_FIX,ma60_episode,250,2011,2,-0.14233007187921864
MA_FIX,ma60_episode,250,2012,23,0.020869886483530165
MA_FIX,ma60_episode,250,2013,27,-0.04712826311317009
MA_FIX,ma60_episode,250,2014,26,0.4958322236284405
MA_FIX,ma60_episode,250,2015,18,-0.05124981213940499
MA_FIX,ma60_episode,250,2016,22,0.4166038350755167
MA_FIX,ma60_episode,250,2017,11,0.12583855679773293
MA_FIX,ma60_episode,250,2018,23,0.2953573475596314
MA_FIX,ma60_episode,250,2019,29,0.25015049866257866
MA_FIX,ma60_episode,250,2020,19,0.32757516921996355
MA_FIX,ma60_episode,250,2021,29,0.18656703436879396
MA_FIX,ma60_episode,250,2022,38,0.27128346400570214
MA_FIX,ma60_episode,250,2023,30,0.39909558944331913
MA_FIX,ma60_episode,250,2024,43,0.26560149598753013
MA_FIX,ma60_episode,250,2025,22,0.386506887236155
MA_FIX,ma60_episode,750,2011,2,0.45226430795903877
MA_FIX,ma60_episode,750,2012,23,0.62210590429431
MA_FIX,ma60_episode,750,2013,27,0.26795552039192394
MA_FIX,ma60_episode,750,2014,26,1.344816355932474
MA_FIX,ma60_episode,750,2015,18,0.7613498145183569
MA_FIX,ma60_episode,750,2016,22,0.6893891308783998
MA_FIX,ma60_episode,750,2017,11,0.8808004938014813
MA_FIX,ma60_episode,750,2018,23,0.8251902803734186
MA_FIX,ma60_episode,750,2019,29,0.709196701678912
MA_FIX,ma60_episode,750,2020,19,0.49046314401911695
MA_FIX,ma60_episode,750,2021,29,0.809481215627575
MA_FIX,ma60_episode,750,2022,38,0.8862252757998784
MA_FIX,ma60_episode,750,2023,15,1.0936271624740987
MA_FIX,ma60_nonoverlap,250,2011,2,-0.14233007187921864
MA_FIX,ma60_nonoverlap,250,2012,10,0.05008388665367092
MA_FIX,ma60_nonoverlap,250,2013,10,-0.08330459275720703
MA_FIX,ma60_nonoverlap,250,2014,16,0.5352267217386156
MA_FIX,ma60_nonoverlap,250,2015,6,0.0465971392744135
MA_FIX,ma60_nonoverlap,250,2016,11,0.3662693720427781
MA_FIX,ma60_nonoverlap,250,2017,5,0.08787346221441106
MA_FIX,ma60_nonoverlap,250,2018,7,0.43760689137505815
MA_FIX,ma60_nonoverlap,250,2019,8,0.18243184237372112
MA_FIX,ma60_nonoverlap,250,2020,8,0.18218414761826063
MA_FIX,ma60_nonoverlap,250,2021,11,-0.0745733932624123
MA_FIX,ma60_nonoverlap,250,2022,12,0.19774849049936172
MA_FIX,ma60_nonoverlap,250,2023,14,0.22526635288062302
MA_FIX,ma60_nonoverlap,250,2024,24,0.2842083407999235
MA_FIX,ma60_nonoverlap,250,2025,9,0.30286881037516133
MA_FIX,ma60_nonoverlap,750,2011,2,0.45226430795903877
MA_FIX,ma60_nonoverlap,750,2012,10,0.8587211585005843
MA_FIX,ma60_nonoverlap,750,2013,5,0.18148972288396203
MA_FIX,ma60_nonoverlap,750,2014,7,1.9731203017687413
MA_FIX,ma60_nonoverlap,750,2015,4,0.37233080976628563
MA_FIX,ma60_nonoverlap,750,2016,6,0.9298210233541797
MA_FIX,ma60_nonoverlap,750,2017,1,-0.25116777311932537
MA_FIX,ma60_nonoverlap,750,2018,3,0.8251902803734186
MA_FIX,ma60_nonoverlap,750,2019,8,0.6312975403170511
MA_FIX,ma60_nonoverlap,750,2020,2,0.9152552017721478
MA_FIX,ma60_nonoverlap,750,2021,7,0.2529429033672175
MA_FIX,ma60_nonoverlap,750,2022,10,0.8816247133472036
MA_FIX,ma60_nonoverlap,750,2023,2,0.7442297826593415
MA_FIX,stop_episode,250,2011,2,-0.14233007187921864
MA_FIX,stop_episode,250,2012,20,-0.043694945061592216
MA_FIX,stop_episode,250,2013,19,0.012605504860294436
MA_FIX,stop_episode,250,2014,19,0.5085844555105437
MA_FIX,stop_episode,250,2015,3,-0.08985566599427397
MA_FIX,stop_episode,250,2016,12,0.4289563886334047
MA_FIX,stop_episode,250,2017,1,0.8036073191494708
MA_FIX,stop_episode,250,2018,8,0.4582630084856667
MA_FIX,stop_episode,250,2019,3,-0.24465811965811957
MA_FIX,stop_episode,250,2020,5,1.4518142801404608
MA_FIX,stop_episode,250,2021,8,-0.009460922948964112
MA_FIX,stop_episode,250,2022,14,0.27128346400570214
MA_FIX,stop_episode,250,2023,9,0.16389246528614887
MA_FIX,stop_episode,250,2024,29,0.3284161829216772
MA_FIX,stop_episode,250,2025,7,0.12315101856010391
MA_FIX,stop_episode,750,2011,2,0.45226430795903877
MA_FIX,stop_episode,750,2012,20,0.4339857931749892
MA_FIX,stop_episode,750,2013,19,0.29610203256288026
MA_FIX,stop_episode,750,2014,19,1.5709976294824473
MA_FIX,stop_episode,750,2015,3,-0.2083701176020113
MA_FIX,stop_episode,750,2016,12,0.9336327000964382
MA_FIX,stop_episode,750,2017,1,2.143161292457923
MA_FIX,stop_episode,750,2018,8,0.8181590908951856
MA_FIX,stop_episode,750,2019,3,1.3495859397548604
MA_FIX,stop_episode,750,2020,5,1.2691523396418312
MA_FIX,stop_episode,750,2021,8,0.5020932970824226
MA_FIX,stop_episode,750,2022,14,1.122433324609864
MA_FIX,stop_episode,750,2023,3,0.9075333623521871
OLD,daily,250,2011,10,-0.1704065111273131
OLD,daily,250,2012,190,-0.06099359726964082
OLD,daily,250,2013,226,0.030543427385001598
OLD,daily,250,2014,237,0.5089686780381013
OLD,daily,250,2015,158,0.014891696195582504
OLD,daily,250,2016,192,0.5281103867178282
OLD,daily,250,2017,191,0.27885022808390425
OLD,daily,250,2018,126,0.31185976059288223
OLD,daily,250,2019,209,0.320222326025402
OLD,daily,250,2020,232,0.3957794612170815
OLD,daily,250,2021,210,0.3266828134606745
OLD,daily,250,2022,226,0.16328578356097367
OLD,daily,250,2023,239,0.39738993544290424
OLD,daily,250,2024,239,0.16356088169749383
OLD,daily,250,2025,148,0.4815422375566851
OLD,daily,750,2011,10,-0.1876673020447444
OLD,daily,750,2012,190,0.16933690471072194
OLD,daily,750,2013,226,0.32450428985238433
OLD,daily,750,2014,237,1.4319081029643677
OLD,daily,750,2015,158,1.1804804106389823
OLD,daily,750,2016,192,0.6861395616133892
OLD,daily,750,2017,191,0.8873978169541534
OLD,daily,750,2018,126,0.9395988955692992
OLD,daily,750,2019,209,0.8339161271555302
OLD,daily,750,2020,232,1.1504177464885301
OLD,daily,750,2021,210,0.9569797846536771
OLD,daily,750,2022,226,0.7330758782504765
OLD,daily,750,2023,115,1.3004143477153698
OLD,ma60_episode,250,2011,2,-0.14233007187921864
OLD,ma60_episode,250,2012,23,0.020869886483530165
OLD,ma60_episode,250,2013,27,-0.04712826311317009
OLD,ma60_episode,250,2014,26,0.4958322236284405
OLD,ma60_episode,250,2015,18,-0.05124981213940499
OLD,ma60_episode,250,2016,22,0.4166038350755167
OLD,ma60_episode,250,2017,11,0.12583855679773293
OLD,ma60_episode,250,2018,23,0.2953573475596314
OLD,ma60_episode,250,2019,29,0.25015049866257866
OLD,ma60_episode,250,2020,19,0.32757516921996355
OLD,ma60_episode,250,2021,29,0.18656703436879396
OLD,ma60_episode,250,2022,38,0.27128346400570214
OLD,ma60_episode,250,2023,30,0.39909558944331913
OLD,ma60_episode,250,2024,43,0.26560149598753013
OLD,ma60_episode,250,2025,22,0.386506887236155
OLD,ma60_episode,750,2011,2,0.45226430795903877
OLD,ma60_episode,750,2012,23,0.62210590429431
OLD,ma60_episode,750,2013,27,0.26795552039192394
OLD,ma60_episode,750,2014,26,1.344816355932474
OLD,ma60_episode,750,2015,18,0.7613498145183569
OLD,ma60_episode,750,2016,22,0.6893891308783998
OLD,ma60_episode,750,2017,11,0.8808004938014813
OLD,ma60_episode,750,2018,23,0.8251902803734186
OLD,ma60_episode,750,2019,29,0.709196701678912
OLD,ma60_episode,750,2020,19,0.49046314401911695
OLD,ma60_episode,750,2021,29,0.809481215627575
OLD,ma60_episode,750,2022,38,0.8862252757998784
OLD,ma60_episode,750,2023,15,1.0936271624740987
OLD,ma60_nonoverlap,250,2011,2,-0.14233007187921864
OLD,ma60_nonoverlap,250,2012,10,0.05008388665367092
OLD,ma60_nonoverlap,250,2013,10,-0.08330459275720703
OLD,ma60_nonoverlap,250,2014,16,0.5352267217386156
OLD,ma60_nonoverlap,250,2015,6,0.0465971392744135
OLD,ma60_nonoverlap,250,2016,11,0.3662693720427781
OLD,ma60_nonoverlap,250,2017,5,0.08787346221441106
OLD,ma60_nonoverlap,250,2018,7,0.43760689137505815
OLD,ma60_nonoverlap,250,2019,8,0.18243184237372112
OLD,ma60_nonoverlap,250,2020,8,0.18218414761826063
OLD,ma60_nonoverlap,250,2021,11,-0.0745733932624123
OLD,ma60_nonoverlap,250,2022,12,0.19774849049936172
OLD,ma60_nonoverlap,250,2023,14,0.22526635288062302
OLD,ma60_nonoverlap,250,2024,24,0.2842083407999235
OLD,ma60_nonoverlap,250,2025,9,0.30286881037516133
OLD,ma60_nonoverlap,750,2011,2,0.45226430795903877
OLD,ma60_nonoverlap,750,2012,10,0.8587211585005843
OLD,ma60_nonoverlap,750,2013,5,0.18148972288396203
OLD,ma60_nonoverlap,750,2014,7,1.9731203017687413
OLD,ma60_nonoverlap,750,2015,4,0.37233080976628563
OLD,ma60_nonoverlap,750,2016,6,0.9298210233541797
OLD,ma60_nonoverlap,750,2017,1,-0.25116777311932537
