security_code,orig_year,recheck_year,delay,why,orig_reason_head
603983,2019,2020,1,摊薄次年反映,2019-07-25上市满0年、摊薄仅反映五个月。判据5①成立且成色高：2015-2019五年毛利率67.7~68.7%、摆幅仅1.0pp，并穿越过2016年净
688006,2019,2020,1,摊薄次年反映,2019-07-22上市满0年、摊薄仅反映五个多月。五年毛利率45.2~49.9%、摆幅仅4.7pp且中高，判据5①形态成立；营收2.6→13.1亿（5.04倍
688008,2019,2020,1,摊薄次年反映,2019-07-22上市满0年，且可比历史仅2016-2019四年——按判据4「可比历史≤4年+上市满0年」应记边界。价差形态强：四年毛利率51.2→74.0%
688036,2019,2020,1,摊薄次年反映,2019-09-30上市满0年，且可比历史仅2016-2019四年——按判据4「可比历史≤4年+上市满0年」应记边界。当年判据4b是满足的（BPS增89.7%而
688088,2019,2020,1,摊薄次年反映,2019-07-22上市满0年，且可比历史仅2016-2019四年——按判据4「可比历史≤4年+上市满0年」应记边界。价差形态属顶级：四年毛利率92.3~94.
688363,2019,2020,1,摊薄次年反映,2019-11-06上市满0年、距年末不足两个月（判据4a），且可比历史仅2016-2019四年（判据4）——两条都指向边界。形态在价差侧成立：四年毛利率75.
002975,2020,2021,1,摊薄次年反映,2020-02-05上市满0年但摊薄已在全年读数中反映，加权ROE 29.6%在门槛之上，且判据4b满足（BPS由10.26微降至9.71而净利增127%、利润
300559,2019,2021,2,默认顺延两年,2016-11-01上市已满3年，2017-2019三年为完整摊薄后读数、依次12.0%、17.7%、24.2%——逐年单调回升、趋势与已入选的300595同型
300832,2020,2021,1,摊薄次年反映,2020-05-12上市满0年、摊薄反映七个多月，加权ROE 22.4%仍差2.6pp未过门槛，且当年BPS由8.47跳至11.65（增37.5%）而净利仅增2
300841,2020,2021,1,摊薄次年反映,2020-06-16上市满0年、摊薄反映六个多月。2015-2016两年BPS为-10.29、-9.62，按判据7该段读数不可采信，口径可比的实际只有2017-
300853,2020,2021,1,摊薄次年反映,2020-07-24上市满0年、摊薄反映五个多月，加权ROE 21.4%仍差3.6pp未过门槛，且当年BPS由7.29跳至14.14（增94.0%）而净利仅增4
300866,2020,2021,1,摊薄次年反映,2020-08-24上市满0年、摊薄仅反映四个月。七年营收7.5→93.5亿（12.5倍）而毛利率由38.6%微升至39.3%，2016-2019四年毛利率稳在
300884,2020,2021,1,摊薄次年反映,2020-11-12上市满0年、距年末不足两个月，按判据4a摊薄几乎未反映；且BPS由4.25跳至10.12（增138%）而净利仅增22.2%，判据4b亦未满足
300894,2020,2021,1,摊薄次年反映,2020-12-31上市满0年（挂牌当日即年末），按判据4a摊薄完全未反映；且BPS由1.60跳至3.32（增108%）而净利仅增14.6%，判据4b亦未满足。
300896,2020,2021,1,摊薄次年反映,2020-09-28上市满0年、摊薄仅反映三个月，加权ROE 25.3%虽刚过门槛，但当年BPS由7.32跳至37.72（增415%）而净利仅增43.8%，按判
300911,2020,2021,1,摊薄次年反映,2020-12-03上市满0年（挂牌距年末仅一个月），按判据4a摊薄几乎未反映；且BPS由3.57跳至9.62（增169%）而净利仅增46.9%，判据4b亦未满
603195,2020,2021,1,摊薄次年反映,2020-02-06上市满0年但摊薄已反映近十一个月，加权ROE 26.9%在门槛之上，且六年ROE全部在26.9%以上、无一年断档。但当年BPS由10.28跳
605009,2020,2021,1,摊薄次年反映,2020-09-11上市满0年、摊薄仅反映三个多月。五年营收4.6→25.9亿（5.63倍）而毛利率由30.6%升至34.8%、不降反升4.2pp，五年ROE全
605068,2020,2021,1,摊薄次年反映,2020-11-23上市满0年、距年末不足两个月，按判据4a摊薄几乎未反映；且BPS由4.93跳至10.28（增108%）而净利仅增23.5%，判据4b亦未满足
605099,2020,2021,1,摊薄次年反映,2020-09-30上市满0年、摊薄仅反映三个月。2016-2020五年毛利率33.7~38.1%（摆幅4.4pp）中高且窄、ROE全部在33.8%以上，摊薄后
605369,2020,2021,1,摊薄次年反映,2020-09-16上市满0年、摊薄仅反映三个多月，加权ROE 34.1%在门槛之上，判据4b亦勉强满足（BPS增124%而净利增98.2%、增速接近）；五年毛
605376,2020,2021,1,摊薄次年反映,2020-12-08上市满0年（挂牌距年末不足一个月），按判据4a摊薄几乎未反映；加权ROE 24.7%仍差0.3pp未过门槛，且BPS由2.88跳至5.44（
688057,2020,2021,1,摊薄次年反映,2020-11-11上市满0年、距年末不足两个月，按判据4a摊薄几乎未反映；且BPS由5.59跳至11.16（增99.6%）而净利仅增50.0%，判据4b亦未满
688169,2020,2021,1,摊薄次年反映,2020-02-21上市满0年但摊薄已反映十个多月，加权ROE 23.9%仍差1.1pp未过门槛。判据5②强成立：五年营收1.8→45.3亿（25.2倍）而毛利
688298,2020,2021,1,摊薄次年反映,2020-02-05上市满0年。2016-2019四年毛利率47.5~48.7%、摆幅仅1.2pp且ROE全部在28.7%以上，价差与回报形态可取，判据4b亦满
688390,2020,2021,1,摊薄次年反映,2020-09-04上市满0年、摊薄反映近四个月，加权ROE 35.0%在门槛之上，判据4b亦勉强满足（BPS增161%而净利增152%、增速接近）；八年营收0
688526,2020,2021,1,摊薄次年反映,2020-09-22上市满0年、摊薄仅反映三个多月，但加权ROE 27.5%在门槛之上、判据4b亦满足（BPS增87.1%而净利增84.4%、增速相当）。两类正
688658,2020,2021,1,摊薄次年反映,2020-12-24上市满0年，且可比历史仅2017-2020四年——按判据4「可比历史≤4年+上市满0年」应记边界。形态可取：四年ROE全部在29.2%以上，
688686,2020,2021,1,摊薄次年反映,2020-12-31上市满0年（挂牌当日即年末），且可比历史仅2017-2020四年——判据4与判据4a双双指向边界；BPS由9.11跳至27.79（增205%
001203,2021,2022,1,摊薄次年反映,2021-05-10上市满0年、挂牌在二季度。按判据4b：BPS由2020年1.76增至2021年3.31（+88.1%）而归母净利由5.92亿增至16.25亿
300957,2021,2022,1,摊薄次年反映,2021-03-25上市满0年。BPS 2017-2021为5.37/9.08/2.10/3.33/11.23，2018年9.08降至2019年2.10（降76
300973,2021,2022,1,摊薄次年反映,2021-04-15上市满0年、挂牌在二季度，按判据4b：BPS由2020年5.13增至2021年11.73（+128.7%）而归母净利由2.32亿增至2.83
300979,2021,2022,1,摊薄次年反映,2021-04-26上市满0年。BPS 2017-2021为95.84/13.91/3.97/5.47/9.36——2017年95.84降至2018年13.91
300982,2021,2022,1,摊薄次年反映,2021-04-27上市满0年、挂牌在二季度，按判据4b：BPS由2020年6.80增至2021年10.38（+52.6%）而归母净利由2.37亿增至3.01亿
300983,2021,2022,1,摊薄次年反映,2021-04-20上市满0年、挂牌在二季度，按判据4b：BPS由2020年11.81增至2021年39.75（+236.6%）而归母净利由2.92亿增至3.0
300989,2021,2022,1,摊薄次年反映,2021-05-07上市满0年、挂牌在二季度，按判据4b：BPS由2020年4.23增至2021年16.48（3.90倍）而归母净利由0.94亿增至1.03亿（
301047,2021,2022,1,摊薄次年反映,2021-08-16上市满0年。按判据4c，2020-2021两年的读数受需求单年跃升驱动（营收由1.8亿跳至16.0亿、8.9倍，净利由0.36亿跳至11.2
301050,2021,2022,1,摊薄次年反映,2021-08-24上市满0年。2017-2018两年为净亏损（-0.15/-0.31亿，ROE -8.2%/-12.8%），可比历史仅2019-2021三年，
301061,2021,2022,1,摊薄次年反映,2021-09-13上市满0年。BPS 2017-2021为13.78/7.85/10.91/14.22/31.19，2017年13.78降至2018年7.85
301075,2021,2022,1,摊薄次年反映,2021-09-29上市满0年。2017年BPS为-0.06（净资产近零或为负），按判据7早期口径不连续，可比历史仅2018-2021四年，触发判据4「可比历史
301087,2021,2022,1,摊薄次年反映,2021-10-25上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年23.9%的加权ROE不可采信。按判据4c，2020-2021两年的读数受防护与检
301088,2021,2022,1,摊薄次年反映,2021-10-28上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年17.7%的加权ROE不可采信。BPS 2017-2021为1.99/3.25/2
301091,2021,2022,1,摊薄次年反映,2021-10-29上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年22.2%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS 201
301093,2021,2022,1,摊薄次年反映,2021-11-01上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年26.8%的加权ROE不可采信。BPS由2020年3.92跳至2021年17.94（
301129,2021,2022,1,摊薄次年反映,2021-11-02上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年26.9%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS由2020
301155,2021,2022,1,摊薄次年反映,2021-11-24上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年57.5%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS 2017
301177,2021,2022,1,摊薄次年反映,2021-12-15上市满0年、12月挂牌距年末不足半月，按判据4a当年加权ROE几乎全部来自摊薄前净资产，32.6%的读数不可直接采信。BPS 2017-20
301179,2021,2022,1,摊薄次年反映,2021-12-08上市满0年、12月挂牌距年末不足一月，按判据4a当年加权ROE几乎全部来自摊薄前净资产，32.3%的读数不可直接采信。BPS由2020年4.
600927,2021,2022,1,摊薄次年反映,2021-12-23上市满0年。期货经纪与金融期货经纪牌照由证监会法定核发、持牌主体数量受限，特许属性与已入选的银行保险同类；但按判据3，资本市场服务牌照的回报
601156,2021,2022,1,摊薄次年反映,2021-06-09上市满0年。按判据4c，2020-2021两年的读数受运价单年跃升驱动、不计入稳态：剔除后可比历史为2016-2019四年，ROE 50.8
603290,2021,2022,1,摊薄次年反映,2020-02-04上市满1年，IPO摊薄已在2020-2021两年读数中反映；**但2021年BPS由7.24增至29.29（+304.6%）而归母净利由1.
603529,2021,2022,1,摊薄次年反映,2021-06-15上市满0年、挂牌在二季度，按判据4b看当年BPS增幅与净利增幅之差：BPS由2020年7.77增至2021年12.32（+58.6%）而归母
605098,2021,2022,1,摊薄次年反映,2021-04-21上市满0年、挂牌在二季度，按判据4b：BPS由2020年7.06增至2021年12.78（+81.0%）而归母净利由1.07亿增至1.71亿
605117,2021,2022,1,摊薄次年反映,2021-04-20上市满0年、挂牌在二季度，按判据4b：BPS由2020年6.78增至2021年15.47（+128.2%）而归母净利由3.82亿增至5.79
605499,2021,2022,1,摊薄次年反映,2021-05-27上市满0年、挂牌在二季度，按判据4b：BPS由2020年5.31增至2021年10.60（+99.6%）而归母净利由8.12亿增至11.93
605555,2021,2022,1,摊薄次年反映,2021-10-21上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年45.9%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS 201
688032,2021,2022,1,摊薄次年反映,2021-12-20上市满0年、12月挂牌距年末不足半月，按判据4a当年加权ROE几乎全部来自摊薄前净资产，42.2%的读数不可直接采信。2017年录得净亏0.
688075,2021,2022,1,摊薄次年反映,2021-11-18上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年58.2%的加权ROE不可采信。按判据4c，2020-2021两年的读数受检测品类需
688082,2021,2022,1,摊薄次年反映,2021-11-18上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年18.1%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS 2017
688083,2021,2022,1,摊薄次年反映,2021-03-11上市满0年、挂牌在一季度末，按判据4b：BPS由2020年10.57增至2021年45.40（3.29倍）而归母净利由1.20亿增至1.82
688105,2021,2022,1,摊薄次年反映,2021-11-15上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年40.5%的加权ROE不可采信。按判据4c，2020-2021两年的读数受检测原料需
688110,2021,2022,1,摊薄次年反映,2021-12-10上市满0年、12月挂牌距年末不足一月，按判据4a当年加权ROE几乎全部来自摊薄前净资产，29.5%的读数不可采信。2018-2019两年为净
688131,2021,2022,1,摊薄次年反映,2021-06-08上市满0年。BPS 2013-2021为6.46/14.34/1.63/2.52/2.50/3.70/7.17/9.47/24.51，201
688161,2021,2022,1,摊薄次年反映,2021-06-30上市满0年、挂牌在二季度，按判据4b：BPS由2020年6.84增至2021年11.33（+65.6%）而归母净利由5.58亿增至6.90亿
688201,2021,2022,1,摊薄次年反映,2021-04-21上市满0年、挂牌在二季度，按判据4b：BPS由2020年6.06增至2021年11.02（+81.8%）而归母净利由1.07亿增至1.54亿
688232,2021,2022,1,摊薄次年反映,2021-11-17上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年34.8%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。BPS 2017
688236,2021,2022,1,摊薄次年反映,2021-12-30上市满0年、12月底挂牌距年末仅一日，按判据4a当年加权ROE完全来自摊薄前净资产，26.0%的读数不可采信，摊薄后回报不可观测。形态侧RO
688269,2021,2022,1,摊薄次年反映,2021-06-09上市满0年、挂牌在二季度，按判据4b：BPS由2020年4.78增至2021年9.02（+88.7%）而归母净利由1.05亿增至1.63亿（
688606,2021,2022,1,摊薄次年反映,2021-03-25上市满0年。按判据4c，2020-2021两年的读数受检测品类需求单年跃升驱动（营收由2.4亿跳至11.4亿、4.8倍，净利由0.78亿跳至
688625,2021,2022,1,摊薄次年反映,2021-06-07上市满0年、挂牌在二季度，按判据4b：BPS由2020年3.08增至2021年6.82（+121.4%）而归母净利由1.17亿增至1.57亿
688626,2021,2022,1,摊薄次年反映,2021-03-31上市满0年、挂牌在一季度末，按判据4b：BPS由2020年6.20增至2021年12.09（+95.0%）而归母净利由1.96亿增至2.02
688696,2021,2022,1,摊薄次年反映,2021-03-03上市满0年。BPS 2017-2021为42.31/43.76/15.23/20.84/55.24，2018年43.76降至2019年15.
688700,2021,2022,1,摊薄次年反映,2021-06-15上市满0年。BPS 2017-2021为9.22/14.54/2.64/3.24/5.22，2018年14.54降至2019年2.64（降8
688728,2021,2022,1,摊薄次年反映,2021-08-18上市满0年。BPS 2017-2021为0.17/0.47/0.14/1.00/3.02——2018年0.47降至2019年0.14、再升至
688739,2021,2022,1,摊薄次年反映,2021-10-28上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年16.9%的加权ROE不可采信。形态侧：疫苗生产须持《药品生产许可证》并逐批批签发
688767,2021,2022,1,摊薄次年反映,2021-09-08上市满0年。按判据4c，2020-2021两年的读数受检测品类需求单年跃升驱动（营收由2.1亿跳至8.7亿、4.1倍，净利由0.28亿跳至4
688772,2021,2022,1,摊薄次年反映,2021-10-15上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年23.2%的加权ROE几乎全部来自摊薄前净资产，摊薄后回报不可观测。同时2017年
688789,2021,2022,1,摊薄次年反映,2021-07-08上市满0年、挂牌在三季度初，按判据4b：BPS由2020年13.04增至2021年19.49（+49.5%）而归母净利由1.71亿增至2.2
688793,2021,2022,1,摊薄次年反映,2021-07-15上市满0年、挂牌在三季度初，按判据4b：BPS由2020年5.07增至2021年10.63（+109.7%）而归母净利由0.71亿增至0.9
688799,2021,2022,1,摊薄次年反映,2021-07-13上市满0年、挂牌在三季度初，按判据4b：BPS由2020年9.43增至2021年15.77（+67.2%）而归母净利由1.45亿增至1.61
001223,2022,2023,1,摊薄次年反映,2022-12-12上市满0年、12月挂牌，按判据4a摊薄不足一个月，判定年27.4%的加权ROE不可采信。BPS 2018-2022为4.69/7.55/6.
001301,2022,2023,1,摊薄次年反映,2022-12-28上市满0年、12月底挂牌距年末仅数日，按判据4a当年加权ROE完全来自摊薄前净资产，51.8%的读数不可采信，摊薄后回报不可观测。BPS由2
001308,2022,2023,1,摊薄次年反映,2022-03-18上市满0年、挂牌在一季度末。按判据4b：BPS由2021年7.45增至2022年11.31（+51.8%）而归母净利由9.23亿增至15.1
001323,2022,2023,1,摊薄次年反映,2022-06-23上市满0年、挂牌在二季度，按判据4b：BPS由2021年7.13增至2022年10.90（+52.9%）而归母净利由6.86亿增至7.08亿
301153,2022,2023,1,摊薄次年反映,2022-05-18上市满0年、挂牌在二季度，按判据4b：BPS由2021年6.85增至2022年14.31（+108.9%）而归母净利由1.56亿增至2.58
301267,2022,2023,1,摊薄次年反映,2022-11-07上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年20.1%的加权ROE不可采信。BPS由2021年3.66跳至2022年9.14（2
301276,2022,2023,1,摊薄次年反映,2022-09-09上市满0年、挂牌在三季度，按判据4b：BPS由2021年9.04增至2022年17.26（+90.9%）而归母净利由1.95亿降至1.66亿
301318,2022,2023,1,摊薄次年反映,2022-08-10上市满0年、挂牌在三季度，按判据4b：BPS由2021年10.46增至2022年24.35（+132.8%）而归母净利由1.50亿降至1.2
301338,2022,2023,1,摊薄次年反映,2022-08-16上市满0年、挂牌在三季度，按判据4b：BPS由2021年7.88增至2022年18.39（+133.4%）而归母净利由1.12亿增至1.27
301365,2022,2023,1,摊薄次年反映,2022-11-22上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年20.8%的加权ROE不可采信。2018年录得净亏1.38亿（ROE -93.3%）
301367,2022,2023,1,摊薄次年反映,2022-11-01上市满0年、11月挂牌，按判据4a摊薄不足两个月，判定年39.2%的加权ROE不可采信。按判据4c，2020年的读数受呼吸类器械需求单年跃升
301391,2022,2023,1,摊薄次年反映,2022-12-01上市满0年、12月挂牌，按判据4a摊薄不足一个月，判定年19.8%的加权ROE不可采信。BPS 2018-2022为55.26/116.84
601089,2022,2023,1,摊薄次年反映,2022-06-30上市满0年、挂牌在二季度，按判据4b：BPS由2021年3.37增至2022年6.61（+96.1%）而归母净利由3.14亿增至4.39亿（
603170,2022,2023,1,摊薄次年反映,2022-07-15上市满0年、挂牌在三季度初，按判据4b：BPS由2021年1.81增至2022年2.82（+55.8%）而归母净利由1.85亿增至2.15亿
603209,2022,2023,1,摊薄次年反映,2022-03-24上市满0年、挂牌在一季度末。国内水路液货危险品运输的运力由交通运输主管部门总量调控、新增运力须经审批，属行政配置的稀缺要素，牌照侧成立；毛利
688061,2022,2023,1,摊薄次年反映,2022-10-18上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年16.1%的加权ROE不可采信。2018年录得净亏0.06亿，可比历史仅2019-
688073,2022,2023,1,摊薄次年反映,2022-10-11上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年14.2%的加权ROE不可采信。2018-2019两年为净亏损（-0.19/-0.
688114,2022,2023,1,摊薄次年反映,2022-09-09上市满0年。2017、2019两年为净亏损（-0.42/-2.44亿），2018-2019两年BPS为-69.56/-22.74（净资产为负
688120,2022,2023,1,摊薄次年反映,2022-06-08上市满0年。2017-2019三年连续净亏损（-0.16/-0.36/-1.54亿）、2018年BPS为-0.17，按判据7早期口径不连续，
688271,2022,2023,1,摊薄次年反映,2022-08-22上市满0年。2018-2019两年为净亏损（-1.26/-0.74亿），可比历史仅2020-2022三年，触发判据4「可比历史≤4年 + 上
688275,2022,2023,1,摊薄次年反映,2022-09-29上市满0年。2019-2020两年为净亏损（-0.73/-0.45亿），可比历史仅2021-2022两年，触发判据4「可比历史≤4年 + 上
688281,2022,2023,1,摊薄次年反映,2022-03-07上市满0年、挂牌在一季度，按判据4b：BPS由2021年10.72增至2022年40.76（3.80倍）而归母净利由2.33亿增至3.33亿
688295,2022,2023,1,摊薄次年反映,2022-04-06上市满0年。2018年录得净亏0.24亿，可比历史仅2019-2022四年，触发判据4「可比历史≤4年 + 上市满0年」。挂牌在二季度，按判
688348,2022,2023,1,摊薄次年反映,2022-06-08上市满0年、挂牌在二季度，按判据4b：BPS由2021年4.86增至2022年46.49（9.57倍）而归母净利由1.03亿增至3.61亿（
688349,2022,2023,1,摊薄次年反映,2022-06-22上市满0年。2017-2019三年BPS为-0.66/-0.89/-0.79（净资产为负）、2017-2018两年净亏2.49亿与3.38亿
688381,2022,2023,1,摊薄次年反映,2022-08-23上市满0年、挂牌在三季度。2018年录得净亏0.08亿，可比历史仅2019-2022四年，触发判据4「可比历史≤4年 + 上市满0年」。BP
688426,2022,2023,1,摊薄次年反映,2022-10-25上市满0年、10月后挂牌，按判据4a摊薄不足三个月，判定年19.8%的加权ROE不可采信。按判据4c，2020-2022三年的读数受核酸检测
688439,2022,2023,1,摊薄次年反映,2022-08-26上市满0年、挂牌在三季度，按判据4b：BPS由2021年4.13增至2022年20.97（5.08倍）而归母净利由1.77亿增至3.03亿（
688475,2022,2023,1,摊薄次年反映,2022-12-28上市满0年、12月底挂牌距年末仅数日，按判据4a当年加权ROE完全来自摊薄前净资产，20.2%的读数不可采信，摊薄后回报不可观测。BPS 2
688598,2021,2023,2,默认顺延两年,2020-05-18上市满1年，摊薄已在2021年全年读数中反映；BPS由2020年16.16增至2021年23.11（+43.0%）而归母净利由1.69亿增至
001337,2023,2024,1,摊薄次年反映,2023-03-03上市满0年但3月挂牌、摊薄已在全年读数中反映。有色金属采矿权由自然资源主管部门审批出让、储量与产能受行政配置约束，牌照侧为真；毛利率2018
301262,2023,2024,1,摊薄次年反映,2023-06-20上市满0年、挂牌在二季度末，按判据4b：BPS由2022年5.87增至2023年8.22（+40.0%）而归母净利由4.14亿降至4.10亿
301325,2023,2024,1,摊薄次年反映,2023-05-12上市满0年、挂牌在二季度，按判据4b：BPS由2022年6.02增至2023年24.97（4.15倍）而归母净利由2.03亿增至3.41亿（
301345,2023,2024,1,摊薄次年反映,2023-03-21上市满0年、挂牌在一季度末，按判据4b：BPS由2022年11.63增至2023年26.91（2.31倍）而归母净利由2.06亿增至2.80
301371,2023,2024,1,摊薄次年反映,2023-08-01上市满0年、挂牌在三季度，按判据4b：BPS由2022年7.72增至2023年14.00（+81.3%）而归母净利由8.47亿降至7.49亿
603075,2023,2024,1,摊薄次年反映,2023-09-11上市满0年、挂牌在三季度，按判据4b：BPS由2022年2.89增至2023年4.98（+72.3%）而归母净利由2.42亿增至2.50亿（
603125,2023,2024,1,摊薄次年反映,2023-04-10上市满0年、挂牌在二季度，按判据4b：BPS由2022年5.79增至2023年11.26（+94.5%）而归母净利由1.91亿增至2.13亿
603193,2023,2024,1,摊薄次年反映,2023-10-17上市满0年、10月后挂牌，按判据4a摊薄不足三个月；判据4b同向印证：BPS由2022年2.10增至2023年4.75（2.26倍）而归母净
603275,2023,2024,1,摊薄次年反映,2023-08-23上市满0年、挂牌在三季度，按判据4b：BPS由2022年6.51增至2023年17.80（2.73倍）而归母净利由1.50亿增至1.92亿（
688484,2023,2024,1,摊薄次年反映,2023-04-07上市满0年、挂牌在二季度。2019-2020两年为净亏损（-0.10/-0.08亿），可比历史仅2021-2023三年，触发判据4「可比历史
688570,2023,2024,1,摊薄次年反映,2023-06-05上市满0年、挂牌在二季度，按判据4b：BPS由2022年4.42增至2023年9.65（+118.3%）而归母净利由3.97亿增至4.25亿
688581,2023,2024,1,摊薄次年反映,2023-05-19上市满0年、挂牌在二季度，按判据4b：BPS由2022年8.79增至2023年38.16（4.34倍）而归母净利由1.45亿增至2.17亿（
688639,2022,2024,2,默认顺延两年,2021-04-22上市满1年，摊薄已在2022年全年读数中反映；BPS由2021年10.91增至2022年13.66（+25.2%）而归母净利由1.68亿增至
301592,2024,2025,1,摊薄次年反映,2024-10-24上市满0年、10月后挂牌，按判据4a摊薄不足三个月；判据4b同向印证：BPS由2023年7.69增至2024年13.55（+76.2%）而归
301598,2024,2025,1,摊薄次年反映,2024-12-20上市满0年、12月挂牌，按判据4a摊薄不足半月；判据4b同向印证：BPS由2023年9.53增至2024年16.70（+75.2%）而归母净
301606,2024,2025,1,摊薄次年反映,2024-07-26上市满0年、挂牌在三季度，按判据4b：BPS由2023年4.68增至2024年6.98（+49.1%）而归母净利由3.88亿增至4.62亿（
301617,2024,2025,1,摊薄次年反映,2024-12-11上市满0年、12月挂牌，按判据4a摊薄不足一个月；判据4b同向印证：BPS由2023年10.49增至2024年16.12（+53.7%）而归
301633,2024,2025,1,摊薄次年反映,2024-11-07上市满0年、11月挂牌，按判据4a摊薄不足两个月；判据4b同向印证：BPS由2023年9.12增至2024年16.63（+82.3%）而归母
603194,2024,2025,1,摊薄次年反映,2024-12-24上市满0年、12月挂牌距年末不足十日，按判据4a当年加权ROE几乎全部来自摊薄前净资产；判据4b同向印证：BPS由2023年8.42增至20
688615,2024,2025,1,摊薄次年反映,2024-09-26上市满0年、挂牌在三季度末，按判据4b：BPS由2023年13.31增至2024年26.58（+99.7%）而归母净利由3.23亿增至4.0
688692,2024,2025,1,摊薄次年反映,2024-06-12上市满0年、挂牌在二季度末，按判据4b：BPS由2023年24.76增至2024年42.60（+72.0%）而归母净利由2.96亿增至3.6
688708,2024,2025,1,摊薄次年反映,2024-12-05上市满0年、12月挂牌，按判据4a摊薄不足一个月；判据4b同向印证：BPS由2023年4.69增至2024年8.02（+71.0%）而归母净
