group,arm,metric,paired_delta_median
A,EBDS04,滚动3年年化中位,-0.05868964931219489
A,EBDS04,滚动3年回撤中位,-0.0064011808955485305
A,EBDS04,滚动3年Calmar中位,-0.28563524672734486
A,EBDS04,滚动3年Sharpe中位,-0.09716097097002657
A,EBDS04,滚动3年为负的窗口占比,0.0
A,EBDS04,滚动5年年化中位,-0.08123736241469548
A,EBDS04,滚动5年年化P25,-0.06744999698513088
A,EBDS04,滚动5年年化最差,-0.011948644074903925
A,EBDS04,滚动5年回撤中位,-0.004244621573366414
A,EBDS04,滚动5年Calmar中位,-0.27588081617529997
A,EBDS04,滚动5年Sharpe中位,-0.0981063240208323
A,EBDS04,滚动5年为负的窗口占比,0.0
A,EBDS04,滚动5年窗口数,0.0
A,EBDS04,互不重叠5年块中位,-0.12432068801302931
A,EBDS04,滚动10年年化中位,-0.0709377643641822
A,EBDS04,滚动10年窗口数,0.0
A,EBDS04,逐年收益中位,-0.04248697926000994
A,EBDS04,逐年为正比例,0.0
A,EBDS04,逐年最差,-0.041558761916845655
A,EBDS04,完整自然年数,0.0
A,EBDS04,强平次数,0.0
A,EBDS04,最低担保比例,0.11738362705916039
A,EBDS04,最低股票同跌缓冲,0.04992861089149342
A,EBDS04,最低总资产冲击缓冲,0.049928610891493364
A,EBDS04,rf覆盖率,0.0
A,EBDS04,年化_交易日口径,-0.042690992839176545
A,EBDS04,最低担保比例日,49498.0
A,EBDS04,最低股票同跌缓冲日,49498.0
A,EBDS04,滚动5年年化最差窗口末日,0.0
A,EBDS04,最大回撤起日,0.0
A,EBDS04,最大回撤止日,297.0
A,EBDS04,末次净值日,0.0
full,EBDC30,年化,-0.08541781768715873
full,EBDC30,最大回撤,-0.10873298312703483
full,EBDC30,Sharpe,-0.09408492035653282
full,EBDC30,Calmar,-0.03008998200927049
full,EBDC30,平均仓位,-0.14987902824820176
full,EBDC30,年均换手,-1.404162833065421
full,EBDC30,持仓数中位,0.0
full,EBDC30,单票权重中位,-0.0050485865850578016
full,EBDC30,单票权重P90,-0.04787667939247803
full,EBDC30,单票权重最大,-0.07737150873329729
full,EBDC30,前三权重中位,-0.09093008916087741
full,EBDC30,单票超60%天数占比,-0.0696678300303139
full,EBDC30,滚动3年年化中位,-0.13323458541870603
full,EBDC30,滚动3年回撤中位,0.016262477975993117
full,EBDC30,滚动3年Calmar中位,-0.28739739695225475
full,EBDC30,滚动3年Sharpe中位,-0.15950443683112486
full,EBDC30,滚动3年为负的窗口占比,-0.008338544923910778
full,EBDC30,滚动5年年化中位,-0.16373542756261084
full,EBDC30,滚动5年年化P25,-0.12795481541381415
full,EBDC30,滚动5年年化最差,-0.014359090073759018
full,EBDC30,滚动5年回撤中位,0.04166351482634001
full,EBDC30,滚动5年Calmar中位,-0.3270883717972234
full,EBDC30,滚动5年Sharpe中位,-0.17134651425505093
full,EBDC30,滚动5年为负的窗口占比,0.0
full,EBDC30,滚动5年窗口数,0.0
full,EBDC30,互不重叠5年块中位,-0.17490977304437966
full,EBDC30,滚动10年年化中位,-0.11744184037279881
full,EBDC30,滚动10年窗口数,0.0
full,EBDC30,逐年收益中位,-0.022150120673415596
full,EBDC30,逐年为正比例,0.0
full,EBDC30,逐年最差,-0.10082887616449465
full,EBDC30,完整自然年数,0.0
full,EBDC30,强平次数,0.0
full,EBDC30,最低担保比例,0.08140409151573946
full,EBDC30,最低股票同跌缓冲,0.03243761831564507
full,EBDC30,最低总资产冲击缓冲,0.03243761831564501
full,EBDC30,rf覆盖率,0.0
full,EBDC30,年化_交易日口径,-0.0857422085821481
full,EBDC30,最低担保比例日,0.0
full,EBDC30,最低股票同跌缓冲日,0.0
full,EBDC30,滚动5年年化最差窗口末日,51.0
full,EBDC30,最大回撤起日,0.0
full,EBDC30,最大回撤止日,205.0
full,EBDC30,末次净值日,0.0
A,EBDC30,年化,-0.10590323317695349
A,EBDC30,最大回撤,-0.075494722588551
A,EBDC30,Sharpe,-0.10784975911372396
A,EBDC30,Calmar,-0.11206761926465447
A,EBDC30,平均仓位,-0.14956074626361537
A,EBDC30,年均换手,-1.2931230129378597
A,EBDC30,持仓数中位,0.0
A,EBDC30,单票权重中位,-0.0291761054092336
A,EBDC30,单票权重P90,-0.04235394393200731
A,EBDC30,单票权重最大,-0.12106020115386046
A,EBDC30,前三权重中位,-0.10674646848115066
A,EBDC30,单票超60%天数占比,-0.2181621082407714
A,EBDC30,滚动3年年化中位,-0.15547087121048275
A,EBDC30,滚动3年回撤中位,-0.025362009103767014
A,EBDC30,滚动3年Calmar中位,-0.30891042910182864
A,EBDC30,滚动3年Sharpe中位,-0.2114571729283552
A,EBDC30,滚动3年为负的窗口占比,0.0
A,EBDC30,滚动5年年化中位,-0.149039040609509
A,EBDC30,滚动5年年化P25,-0.1387769915758441
A,EBDC30,滚动5年年化最差,-0.0388172260459172
A,EBDC30,滚动5年回撤中位,-0.05193975554116442
A,EBDC30,滚动5年Calmar中位,-0.2935314925906166
A,EBDC30,滚动5年Sharpe中位,-0.1839784636080018
A,EBDC30,滚动5年为负的窗口占比,0.0
A,EBDC30,滚动5年窗口数,0.0
A,EBDC30,互不重叠5年块中位,-0.1818957559158516
A,EBDC30,滚动10年年化中位,-0.1486765854513612
A,EBDC30,滚动10年窗口数,0.0
A,EBDC30,逐年收益中位,-0.1068533876576383
A,EBDC30,逐年为正比例,0.0
A,EBDC30,逐年最差,-0.009984741206202463
A,EBDC30,完整自然年数,0.0
A,EBDC30,强平次数,0.0
A,EBDC30,最低担保比例,0.2389256780486556
A,EBDC30,最低股票同跌缓冲,0.10568761151280878
A,EBDC30,最低总资产冲击缓冲,0.10568761151280881
A,EBDC30,rf覆盖率,0.0
A,EBDC30,年化_交易日口径,-0.1063894521063159
A,EBDC30,最低担保比例日,49498.0
A,EBDC30,最低股票同跌缓冲日,49498.0
A,EBDC30,滚动5年年化最差窗口末日,0.0
A,EBDC30,最大回撤起日,0.0
A,EBDC30,最大回撤止日,344.5
A,EBDC30,末次净值日,0.0
