period,signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2021Q4,2021-10-08,601328,交通银行,0.736,4.55,6.1821,4.515500000000001,4.4274833333333365,2021-08-28,1,7,2021-10-11,4.57,2026-08-07,2022-10-11,2022-10-11,complete,4.61,0.08593101561910466,2024-10-11,2024-10-11,complete,7.37,0.9496065762212218
2021Q4,2021-10-08,601169,北京银行,0.7623,4.46,5.8506,4.442999999999989,4.405666666666667,2021-08-28,2,7,2021-10-11,4.48,2026-08-07,2022-10-11,2022-10-11,complete,4.12,-0.01260567632850218,2024-10-11,2024-10-11,complete,5.72,0.5544151731989813
2021Q4,2021-10-08,600897,厦门空港,0.7737,16.36,21.1461,16.348999999999982,15.983700000000018,2021-08-31,3,7,2021-10-11,16.4,2026-08-07,2022-10-11,2022-10-11,complete,14.45,-0.1106457580794683,2024-10-11,2024-10-11,complete,14.2,0.2534816138631719
2022Q1,2022-01-04,600585,海螺水泥,0.5185,41.67,80.3702,40.48799999999991,39.05316666666674,2021-10-29,1,6,2022-01-05,42.26,2026-08-07,2023-01-05,2023-01-05,complete,28.38,-0.2821421109404396,2025-01-05,2025-01-06,complete,23.58,-0.34097754213110776
2022Q1,2022-01-04,601169,北京银行,0.7455,4.46,5.9822,4.43949999999999,4.431000000000003,2021-10-30,2,6,2022-01-05,4.49,2026-08-07,2023-01-05,2023-01-05,complete,4.3,0.028237737107690064,2025-01-05,2025-01-06,complete,5.97,0.6187396411727173
2022Q1,2022-01-04,601288,农业银行,0.7965,2.94,3.691,2.9384999999999994,2.937833333333339,2021-10-29,3,6,2022-01-05,2.97,2026-08-07,2023-01-05,2023-01-05,complete,2.93,0.060450397696775404,2025-01-05,2025-01-06,complete,5.19,1.1096353375817958
2022Q2,2022-04-01,601328,交通银行,0.6905,5.12,7.4147,4.863000000000003,4.839000000000004,2022-03-26,1,5,2022-04-06,5.17,2026-08-07,2023-04-06,2023-04-06,complete,5.2,0.08275528580003799,2025-04-06,2025-04-07,complete,7.29,0.7479098157520316
2022Q2,2022-04-01,601988,中国银行,0.7128,3.29,4.6159,3.133000000000008,3.1308333333333263,2022-03-30,2,5,2022-04-06,3.3,2026-08-07,2023-04-06,2023-04-06,complete,3.44,0.11921616161616089,2025-04-06,2025-04-07,complete,5.44,1.018813268755765
2022Q2,2022-04-01,002128,电投能源,0.841,17.17,20.417,16.051999999999985,15.87100000000006,2021-10-26,3,5,2022-04-06,16.8,2026-08-07,2023-04-06,2023-04-06,complete,13.06,-0.1944326461549084,2025-04-06,2025-04-07,complete,17.35,0.14586189597082178
2022Q3,2022-07-01,601825,沪农商行,0.5576,6.31,11.3171,6.249000000000003,6.113666666666663,2022-04-30,1,14,2022-07-04,6.31,2026-08-07,2023-07-04,2023-07-04,complete,5.47,-0.07882307866459626,2025-07-04,2025-07-04,complete,10.07,0.8950394708872722
2022Q3,2022-07-01,000338,潍柴动力,0.7597,12.86,16.9279,12.479500000000028,11.997166666666637,2022-04-30,2,14,2022-07-04,12.69,2026-08-07,2023-07-04,2023-07-04,complete,12.82,0.03697314485044778,2025-07-04,2025-07-04,complete,15.28,0.3319356439997243
2022Q3,2022-07-01,600015,华夏银行,0.7777,5.19,6.6737,5.134700000000005,5.107566666666674,2022-04-30,3,14,2022-07-04,5.17,2026-08-07,2023-07-04,2023-07-04,complete,5.4,0.1188440603136498,2025-07-04,2025-07-04,complete,8.37,0.9366420499571928
2022Q4,2022-10-10,600938,中国海油,0.5444,16.53,30.3638,16.27200000000001,15.723333333333333,2022-08-26,1,7,2022-10-11,16.7,2026-08-07,2023-10-11,2023-10-11,complete,20.29,0.3060946025882434,2025-10-11,2025-10-13,complete,26.32,0.8548651283513022
2022Q4,2022-10-10,601288,农业银行,0.6936,2.87,4.1376,2.8495,2.8357133333333366,2022-08-30,2,7,2022-10-11,2.87,2026-08-07,2023-10-11,2023-10-11,complete,3.65,0.35489137118262115,2025-10-11,2025-10-13,complete,6.91,1.8214087989330947
2022Q4,2022-10-10,601988,中国银行,0.6943,3.07,4.4218,3.0695000000000086,3.0515999999999917,2022-08-31,3,7,2022-10-11,3.06,2026-08-07,2023-10-11,2023-10-11,complete,3.77,0.3078431372549011,2025-10-11,2025-10-13,complete,5.2,0.9799546737047755
2023Q1,2023-01-03,601825,沪农商行,0.523,5.9,11.2815,5.874500000000004,5.646166666666664,2022-10-29,1,11,2023-01-04,5.96,2026-08-07,2024-01-04,2024-01-04,complete,5.87,0.046590825282104564,2026-01-04,2026-01-05,complete,9.36,0.9192772111142031
2023Q1,2023-01-03,601328,交通银行,0.6784,4.74,6.9868,4.721500000000007,4.6346666666666705,2022-10-29,2,11,2023-01-04,4.8,2026-08-07,2024-01-04,2024-01-04,complete,5.9,0.3136011356660511,2026-01-04,2026-01-05,complete,7.23,0.8182179678733343
2023Q1,2023-01-03,601288,农业银行,0.7125,2.9,4.0701,2.8804999999999996,2.8371666666666706,2022-10-29,3,11,2023-01-04,2.93,2026-08-07,2024-01-04,2024-01-04,complete,3.77,0.3707783577594872,2026-01-04,2026-01-05,complete,7.57,2.0759015333613986
2023Q2,2023-04-03,600938,中国海油,0.5396,17.64,32.6879,17.349500000000003,16.400499999999994,2023-03-30,1,14,2023-04-04,18.06,2026-08-07,2024-04-04,2024-04-08,complete,29.75,0.7507939058321662,2026-04-04,2026-04-07,complete,39.76,1.560725773136575
2023Q2,2023-04-03,002128,电投能源,0.5812,13.33,22.9337,13.317999999999973,13.189000000000075,2022-10-26,2,14,2023-04-04,13.17,2026-08-07,2024-04-04,2024-04-08,complete,17.91,0.41114885684220925,2026-04-04,2026-04-07,complete,31.41,1.6857988764267091
2023Q2,2023-04-03,601288,农业银行,0.677,3.1,4.5788,3.057999999999999,2.968166666666672,2023-03-31,3,14,2023-04-04,3.15,2026-08-07,2024-04-04,2024-04-08,complete,4.34,0.46781960784313625,2026-04-04,2026-04-07,complete,6.69,1.5284812264993435
2023Q3,2023-07-03,002128,电投能源,0.4434,13.32,30.041,13.250499999999972,13.179833333333407,2023-04-28,1,6,2023-07-04,13.34,2026-08-07,2024-07-04,2024-07-04,complete,21.72,0.6755614490572408,2026-07-04,2026-07-06,complete,24.79,1.084753863353415
2023Q3,2023-07-03,601328,交通银行,0.7319,5.89,8.0473,5.836000000000007,5.710333333333335,2023-04-29,2,6,2023-07-04,5.81,2026-08-07,2024-07-04,2024-07-04,complete,7.77,0.42921520335485375,2026-07-04,2026-07-06,complete,6.64,0.3795607580781657
2023Q3,2023-07-03,601088,中国神华,0.7466,31.16,41.7334,29.773499999999988,29.561500000000006,2023-04-29,3,6,2023-07-04,31.11,2026-08-07,2024-07-04,2024-07-04,complete,45.4,0.5883260995394588,2026-07-04,2026-07-06,complete,41.91,0.6722254359060349
2023Q4,2023-10-09,000933,神火股份,0.5726,17.37,30.3343,17.02499999999999,15.608166666666676,2023-08-22,1,17,2023-10-10,17.22,2026-08-07,2024-10-10,2024-10-10,complete,18.51,0.11410752797461665,2026-10-10,,forward_incomplete,,
2023Q4,2023-10-09,600938,中国海油,0.5851,20.98,35.8567,20.165499999999994,19.230730666666663,2023-08-18,2,17,2023-10-10,20.2,2026-08-07,2024-10-10,2024-10-10,complete,29.99,0.5513861448164026,2026-10-10,,forward_incomplete,,
2023Q4,2023-10-09,000651,格力电器,0.7167,36.6,51.0691,36.456500000000055,36.25400000000004,2023-08-31,3,17,2023-10-10,35.25,2026-08-07,2024-10-10,2024-10-10,complete,49.65,0.4949089712656287,2026-10-10,,forward_incomplete,,
2024Q1,2024-01-02,002128,电投能源,0.4549,14.7,32.3179,14.482999999999969,13.958000000000064,2023-10-26,1,8,2024-01-03,14.85,2026-08-07,2025-01-03,2025-01-03,complete,19.61,0.36258072274204833,2027-01-03,,forward_incomplete,,
2024Q1,2024-01-02,002466,天齐锂业,0.4897,55.42,113.182,53.788499999999935,53.77400000000005,2023-10-27,2,8,2024-01-03,55.32,2026-08-07,2025-01-03,2025-01-03,complete,31.63,-0.40553331419335614,2027-01-03,,forward_incomplete,,
2024Q1,2024-01-02,600938,中国海油,0.5718,20.92,36.5837,19.9165,19.689723333333326,2023-10-25,3,8,2024-01-03,21.09,2026-08-07,2025-01-03,2025-01-03,complete,29.09,0.43762789780760625,2027-01-03,,forward_incomplete,,
2024Q2,2024-04-01,000933,神火股份,0.4076,20.27,49.7348,19.467499999999994,17.998000000000015,2024-03-26,1,33,2024-04-02,20.35,2026-08-07,2025-04-02,2025-04-02,complete,18.58,-0.03716160111727085,2027-04-02,,forward_incomplete,,
2024Q2,2024-04-01,002128,电投能源,0.5353,17.3,32.3179,16.57299999999998,15.66100000000007,2023-10-26,2,33,2024-04-02,17.2,2026-08-07,2025-04-02,2025-04-02,complete,19.37,0.16201644480976363,2027-04-02,,forward_incomplete,,
2024Q2,2024-04-01,000001,平安银行,0.6349,10.64,16.7595,10.455499999999986,9.91200000000002,2024-03-15,3,33,2024-04-02,10.55,2026-08-07,2025-04-02,2025-04-02,complete,11.37,0.17753670399588506,2027-04-02,,forward_incomplete,,
2024Q3,2024-07-01,000001,平安银行,0.632,10.35,16.3764,10.144399999999987,10.12263333333335,2024-04-20,1,15,2024-07-02,10.4,2026-08-07,2025-07-02,2025-07-02,complete,12.32,0.24640941831398222,2027-07-02,,forward_incomplete,,
2024Q3,2024-07-01,601229,上海银行,0.7034,7.37,10.4773,7.094500000000004,6.923999999999996,2024-04-26,2,15,2024-07-02,7.5,2026-08-07,2025-07-02,2025-07-02,complete,11.03,0.5530147969493509,2027-07-02,,forward_incomplete,,
2024Q3,2024-07-01,601166,兴业银行,0.7178,17.75,24.7278,17.47150000000004,16.99816666666666,2024-04-26,3,15,2024-07-02,17.92,2026-08-07,2025-07-02,2025-07-02,complete,23.9,0.48303302047756835,2027-07-02,,forward_incomplete,,
2024Q4,2024-10-08,000792,盐湖股份,0.6228,19.0,30.5072,15.419500000000042,15.11499999999996,2024-08-30,1,13,2024-10-09,17.67,2026-08-07,2025-10-09,2025-10-09,complete,22.41,0.26825127334465204,2027-10-09,,forward_incomplete,,
2024Q4,2024-10-08,000001,平安银行,0.776,12.88,16.5988,10.362499999999986,10.241166666666695,2024-08-16,2,13,2024-10-09,11.68,2026-08-07,2025-10-09,2025-10-09,complete,11.4,0.026940690013632862,2027-10-09,,forward_incomplete,,
2024Q4,2024-10-08,002236,大华股份,0.7821,18.49,23.64,14.242599999999982,14.087033333333292,2024-08-24,3,13,2024-10-09,16.75,2026-08-07,2025-10-09,2025-10-09,complete,21.2,0.302546807945008,2027-10-09,,forward_incomplete,,
2025Q1,2025-01-02,601166,兴业银行,0.6941,18.92,27.2578,18.74250000000003,18.670333333333332,2024-10-31,1,14,2025-01-03,18.92,2026-08-07,2026-01-03,2026-01-05,complete,21.05,0.16350043999459696,2028-01-03,,forward_incomplete,,
2025Q1,2025-01-02,601838,成都银行,0.7143,16.79,23.5046,16.46449999999998,15.96866666666666,2024-10-30,2,14,2025-01-03,16.43,2026-08-07,2026-01-03,2026-01-05,complete,16.24,0.0354062568472302,2028-01-03,,forward_incomplete,,
2025Q1,2025-01-02,601169,北京银行,0.7178,6.02,8.387,5.966999999999991,5.7976666666666725,2024-10-31,3,14,2025-01-03,5.91,2026-08-07,2026-01-03,2026-01-05,complete,5.52,-0.02000548993579976,2028-01-03,,forward_incomplete,,
2025Q2,2025-04-01,002128,电投能源,0.5923,19.4,32.7523,19.15749999999998,18.992666666666768,2024-10-24,1,20,2025-04-02,19.37,2026-08-07,2026-04-02,2026-04-02,complete,30.77,0.6707639044581961,2028-04-02,,forward_incomplete,,
2025Q2,2025-04-01,000661,长春高新,0.6509,102.06,156.7913,99.73699999999967,96.97283333333323,2024-10-26,2,20,2025-04-02,101.5,2026-08-07,2026-04-02,2026-04-02,complete,86.85,-0.12340028953112858,2028-04-02,,forward_incomplete,,
2025Q2,2025-04-01,601328,交通银行,0.7455,7.41,9.9399,7.275499999999996,7.257566666666672,2025-03-22,3,20,2025-04-02,7.58,2026-08-07,2026-04-02,2026-04-02,complete,7.09,-0.01946885966249856,2028-04-02,,forward_incomplete,,
2025Q3,2025-07-01,000933,神火股份,0.3674,17.19,46.7824,16.684999999999988,16.592166666666703,2025-04-22,1,34,2025-07-02,17.41,2026-08-07,2026-07-02,2026-07-02,complete,21.17,0.24945404000510019,2028-07-02,,forward_incomplete,,
2025Q3,2025-07-01,002466,天齐锂业,0.5186,31.78,61.2773,30.637999999999913,29.391500000000054,2025-04-30,2,34,2025-07-02,32.45,2026-08-07,2026-07-02,2026-07-02,complete,60.01,0.8493066255778143,2028-07-02,,forward_incomplete,,
2025Q3,2025-07-01,002532,天山铝业,0.57,8.64,15.1591,8.18649999999998,7.706333333333337,2025-04-24,3,34,2025-07-02,8.9,2026-08-07,2026-07-02,2026-07-02,complete,10.93,0.27347326062732624,2028-07-02,,forward_incomplete,,
2025Q4,2025-10-09,000933,神火股份,0.4481,21.21,47.3292,19.38999999999999,18.816500000000055,2025-08-19,1,10,2025-10-10,21.65,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2025Q4,2025-10-09,600938,中国海油,0.7109,26.47,37.2332,26.248000000000033,26.04141566666668,2025-08-28,2,10,2025-10-10,26.77,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2025Q4,2025-10-09,600309,万华化学,0.714,67.73,94.8599,66.24549999999991,63.70400000000007,2025-08-12,3,10,2025-10-10,67.73,2026-08-07,2026-10-10,,forward_incomplete,,,2028-10-10,,forward_incomplete,,
2026Q1,2026-01-05,000933,神火股份,0.5671,28.47,50.203,26.52549999999999,25.226666666666734,2025-10-21,1,15,2026-01-06,29.79,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q1,2026-01-05,600970,中材国际,0.657,10.27,15.6328,9.9315,9.619500000000002,2025-10-24,2,15,2026-01-06,10.35,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q1,2026-01-05,000651,格力电器,0.6783,40.76,60.0907,40.751500000000064,40.553500000000035,2025-10-31,3,15,2026-01-06,40.82,2026-08-07,2027-01-06,,forward_incomplete,,,2029-01-06,,forward_incomplete,,
2026Q2,2026-04-01,600036,招商银行,0.754,39.82,52.815,39.47000000000005,39.32256666666667,2026-03-28,1,15,2026-04-02,39.76,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q2,2026-04-01,601838,成都银行,0.7634,17.14,22.4513,17.085499999999996,16.453999999999997,2025-10-29,2,15,2026-04-02,17.32,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q2,2026-04-01,601229,上海银行,0.7862,9.89,12.5789,9.822500000000012,9.779333333333325,2025-10-31,3,15,2026-04-02,9.93,2026-08-07,2027-04-02,,forward_incomplete,,,2029-04-02,,forward_incomplete,,
2026Q3,2026-07-01,,无合格标的,,,,,,,1,0,,,,,,,,,,,,,
2026Q3,2026-07-01,,无合格标的,,,,,,,2,0,,,,,,,,,,,,,
2026Q3,2026-07-01,,无合格标的,,,,,,,3,0,,,,,,,,,,,,,
