cik,filed,effective,status,reason,value,period,rf,shares,split_adj,split_note
0000054480,2009-10-29,,no_price,申报日前无行情,,,,,,
0000054480,2010-02-12,,no_price,申报日前无行情,,,,,,
0000054480,2010-04-27,,no_price,申报日前无行情,,,,,,
0000054480,2010-07-27,,no_price,申报日前无行情,,,,,,
0000054480,2010-10-26,,no_price,申报日前无行情,,,,,,
0000054480,2011-02-09,,no_price,申报日前无行情,,,,,,
0000054480,2011-04-21,,no_price,申报日前无行情,,,,,,
0000054480,2011-07-22,,no_price,申报日前无行情,,,,,,
0000054480,2011-10-21,,no_price,申报日前无行情,,,,,,
0000054480,2012-02-08,,no_price,申报日前无行情,,,,,,
0000054480,2012-04-24,2012-04-23,ok,,55.5858,2012-03-31,0.0200,109996000,1.000000,
0000054480,2012-07-17,2012-07-16,ok,,65.9998,2012-06-30,0.0153,110056000,1.000000,
0000054480,2012-10-19,2012-10-18,ok,,66.7544,2012-09-30,0.0179,110127000,1.000000,
0000054480,2013-02-04,2013-02-01,ok,,64.6735,2012-12-31,0.0200,110080000,1.000000,
0000054480,2013-04-22,2013-04-19,ok,,71.3669,2013-03-31,0.0172,110265000,1.000000,
0000054480,2013-07-19,2013-07-18,ok,,55.9024,2013-06-30,0.0250,110323000,1.000000,
0000054480,2013-10-18,2013-10-17,ok,,58.2301,2013-09-30,0.0260,110373000,1.000000,
0000054480,2014-01-31,2014-01-30,ok,,76.7116,2013-12-31,0.0267,110340000,1.000000,
0000054480,2014-04-17,2014-04-16,ok,,75.0461,2014-03-31,0.0273,110403000,1.000000,
0000054480,2014-07-18,2014-07-17,ok,,79.3145,2014-06-30,0.0250,110397000,1.000000,
0000054480,2014-10-17,2014-10-16,ok,,85.0577,2014-09-30,0.0222,110441000,1.000000,
0000054480,2015-01-30,2015-01-29,ok,,106.4516,2014-12-31,0.0168,110433000,1.000000,
0000054480,2015-04-21,2015-04-20,ok,,106.9060,2015-03-31,0.0192,110527000,1.000000,
0000054480,2015-07-17,2015-07-16,ok,,106.4403,2015-06-30,0.0234,110515000,1.000000,
0000054480,2015-10-16,2015-10-15,ok,,109.0817,2015-09-30,0.0204,109901000,1.000000,
0000054480,2016-01-29,2016-01-28,ok,,96.6104,2015-12-31,0.0194,109915000,1.000000,
0000054480,2016-04-19,2016-04-18,ok,,100.7813,2016-03-31,0.0179,108275000,1.000000,
0000054480,2016-07-19,2016-07-18,ok,,107.4668,2016-06-30,0.0156,107907000,1.000000,
0000054480,2016-10-18,2016-10-17,ok,,108.4721,2016-09-30,0.0175,107812000,1.000000,
0000054480,2017-01-27,2017-01-26,ok,,102.2919,2016-12-31,0.0249,107761000,1.000000,
0000054480,2017-04-21,2017-04-20,ok,,107.3989,2017-03-31,0.0224,106326000,1.000000,
0000054480,2017-07-21,2017-07-20,ok,,112.7070,2017-06-30,0.0224,105758000,1.000000,
0000054480,2017-10-20,2017-10-19,ok,,118.5321,2017-09-30,0.0239,104678000,1.000000,
0000054480,2018-01-26,2018-01-25,ok,,170.4654,2017-12-31,0.0266,105040000,1.000000,
0000054480,2018-04-20,2018-04-19,ok,,170.9326,2018-03-31,0.0296,102976000,1.000000,
0000054480,2018-07-20,2018-07-19,ok,,177.2375,2018-06-30,0.0289,102492000,1.000000,
0000054480,2018-10-19,2018-10-18,ok,,172.2067,2018-09-30,0.0320,102110000,1.000000,
0000054480,2019-01-25,2019-01-24,ok,,130.1603,2018-12-31,0.0276,102270000,1.000000,
0000054480,2019-04-17,2019-04-16,ok,,128.5354,2019-03-31,0.0259,100915000,1.000000,
0000054480,2019-07-19,2019-07-18,ok,,130.2760,2019-06-30,0.0205,100422000,1.000000,
0000054480,2019-10-18,2019-10-17,ok,,136.9212,2019-09-30,0.0176,99699000,1.000000,
0000054480,2020-01-24,2020-01-23,ok,,145.4484,2019-12-31,0.0170,99747000,1.000000,
0000054480,2020-04-17,2020-04-16,ok,,153.9471,2020-03-31,0.0065,96171000,1.000000,
0000054480,2020-07-17,2020-07-16,ok,,161.4858,2020-06-30,0.0064,94893000,1.000000,
0000054480,2020-10-16,2020-10-15,ok,,165.4322,2020-09-30,0.0076,94380000,1.000000,
0000054480,2021-01-29,2021-01-28,ok,,148.4758,2020-12-31,0.0111,94315000,1.000000,
0000054480,2021-04-16,2021-04-15,ok,,159.4721,2021-03-31,0.0159,91286000,1.000000,
0000054480,2021-07-16,2021-07-15,ok,,184.6622,2021-06-30,0.0131,90767000,1.000000,
0000054480,2021-10-19,2021-10-18,ok,,190.1318,2021-09-30,0.0165,91372000,1.000000,
0000040704,2009-09-24,2009-09-23,no_annual,无 filed≤F 的年报行,,,,,,
0000040704,2009-12-18,2009-12-17,no_annual,无 filed≤F 的年报行,,,,,,
0000040704,2010-03-24,2010-03-23,no_annual,无 filed≤F 的年报行,,,,,,
0000040704,2010-07-09,2010-07-08,ok,,20.0473,2010-05-30,0.0307,651216065,2.000000,2010-06-09:2:applied
0000040704,2010-09-22,2010-09-21,ok,,41.9845,2010-08-29,0.0256,671900000,1.000000,
0000040704,2010-12-17,2010-12-16,ok,,44.2574,2010-11-28,0.0333,664500000,1.000000,
0000040704,2011-03-23,2011-03-22,ok,,47.5372,2011-02-27,0.0336,660100000,1.000000,
0000040704,2011-07-08,2011-07-07,ok,,45.8306,2011-05-29,0.0303,664800000,1.000000,
0000040704,2011-09-21,2011-09-20,ok,,40.3774,2011-08-28,0.0188,667000000,1.000000,
0000040704,2011-12-20,2011-12-19,ok,,41.4002,2011-11-27,0.0194,665800000,1.000000,
0000040704,2012-03-21,2012-03-20,ok,,43.2348,2012-02-26,0.0231,667300000,1.000000,
0000040704,2012-07-03,2012-07-02,ok,,42.6845,2012-05-27,0.0165,666700000,1.000000,
0000040704,2012-09-19,2012-09-18,ok,,43.7075,2012-08-26,0.0179,667400000,1.000000,
0000040704,2012-12-19,2012-12-18,ok,,45.9588,2012-11-25,0.0182,664500000,1.000000,
0000040704,2013-03-20,2013-03-19,ok,,47.3152,2013-02-24,0.0196,665100000,1.000000,
0000040704,2013-07-03,2013-07-02,ok,,51.1029,2013-05-26,0.0252,665600000,1.000000,
0000040704,2013-09-18,2013-09-17,ok,,53.8456,2013-08-25,0.0269,660300000,1.000000,
0000040704,2013-12-18,2013-12-17,ok,,59.7021,2013-11-24,0.0289,650000000,1.000000,
0000040704,2014-03-19,2014-03-18,ok,,62.6812,2014-02-23,0.0278,640200000,1.000000,
0000040704,2014-07-03,2014-07-02,ok,,61.6367,2014-05-25,0.0265,645700000,1.000000,
0000040704,2014-09-18,2014-09-17,ok,,66.0673,2014-08-24,0.0263,629100000,1.000000,
0000040704,2014-12-17,2014-12-16,ok,,64.6634,2014-11-23,0.0214,618400000,1.000000,
0000040704,2015-03-18,2015-03-17,ok,,63.3036,2015-02-22,0.0193,613800000,1.000000,
0000040704,2015-07-06,2015-07-02,ok,,66.4582,2015-05-31,0.0230,618800000,1.000000,
0000040704,2015-09-23,2015-09-22,ok,,68.9316,2015-08-30,0.0216,615500000,1.000000,
0000040704,2015-12-17,2015-12-16,ok,,71.9388,2015-11-29,0.0224,612400000,1.000000,
0000040704,2016-03-23,2016-03-22,ok,,68.6541,2016-02-28,0.0188,608500000,1.000000,
0000040704,2016-06-30,2016-06-29,ok,,59.9459,2016-05-29,0.0149,611900000,1.000000,
0000040704,2016-09-21,2016-09-20,ok,,63.3968,2016-08-28,0.0166,612400000,1.000000,
0000040704,2016-12-20,2016-12-19,ok,,85.1633,2016-11-27,0.0257,599700000,1.000000,
0000040704,2017-03-21,2017-03-20,ok,,83.5937,2017-02-26,0.0243,591400000,1.000000,
0000040704,2017-06-29,2017-06-28,ok,,76.0780,2017-05-28,0.0227,598000000,1.000000,
0000040704,2017-09-20,2017-09-19,ok,,86.5066,2017-08-27,0.0228,586900000,1.000000,
0000040704,2017-12-20,2017-12-19,ok,,91.6710,2017-11-26,0.0249,580300000,1.000000,
0000040704,2018-03-21,2018-03-20,ok,,88.2495,2018-02-25,0.0289,582700000,1.000000,
0000040704,2018-06-29,2018-06-28,ok,,102.4527,2018-05-27,0.0285,585700000,1.000000,
0000040704,2018-09-18,2018-09-17,ok,,109.6473,2018-08-26,0.0305,603300000,1.000000,
0000040704,2018-12-19,2018-12-18,ok,,95.3920,2018-11-25,0.0277,604500000,1.000000,
0000040704,2019-03-20,2019-03-19,ok,,106.5815,2019-02-24,0.0254,604500000,1.000000,
0000040704,2019-06-28,2019-06-27,ok,,77.5205,2019-05-26,0.0200,605400000,1.000000,
0000040704,2019-09-18,2019-09-17,ok,,77.5506,2019-08-25,0.0180,611500000,1.000000,
0000040704,2019-12-18,2019-12-17,ok,,85.3246,2019-11-24,0.0192,612300000,1.000000,
0000040704,2020-03-18,2020-03-17,ok,,78.6004,2020-02-23,0.0118,612800000,1.000000,
0000040704,2020-07-02,2020-07-01,ok,,72.6381,2020-05-31,0.0068,613300000,1.000000,
0000040704,2020-09-23,2020-09-22,ok,,76.5517,2020-08-30,0.0068,619800000,1.000000,
0000040704,2020-12-17,2020-12-16,ok,,83.9814,2020-11-29,0.0094,619600000,1.000000,
0000040704,2021-03-24,2021-03-23,ok,,95.4053,2021-02-28,0.0162,619400000,1.000000,
0000040704,2021-06-30,2021-06-29,ok,,78.1021,2021-05-30,0.0145,619100000,1.000000,
0000040704,2021-09-22,2021-09-21,ok,,82.9102,2021-08-29,0.0132,614800000,1.000000,
0000040704,2021-12-21,2021-12-20,ok,,85.3588,2021-11-28,0.0148,613000000,1.000000,
0000040704,2022-03-23,2022-03-22,ok,,93.9299,2022-02-27,0.0232,612400000,1.000000,
0000040704,2022-06-30,2022-06-29,ok,,99.9047,2022-05-29,0.0298,612600000,1.000000,
0000040704,2022-09-21,2022-09-20,ok,,104.5379,2022-08-28,0.0351,606000000,1.000000,
0000040704,2022-12-20,2022-12-19,ok,,106.6816,2022-11-27,0.0369,602000000,1.000000,
0000040704,2023-03-23,2023-03-22,ok,,113.1221,2023-02-26,0.0338,599000000,1.000000,
0000040704,2023-06-28,2023-06-27,ok,,96.7917,2023-05-28,0.0371,601200000,1.000000,
0000040704,2023-09-20,2023-09-19,ok,,93.8372,2023-08-27,0.0435,591400000,1.000000,
0000040704,2023-12-20,2023-12-19,ok,,111.5842,2023-11-26,0.0386,583400000,1.000000,
0000040704,2024-03-20,2024-03-19,ok,,109.4675,2024-02-25,0.0427,572800000,1.000000,
0000040704,2024-06-26,2024-06-25,ok,,92.7962,2024-05-26,0.0432,579500000,1.000000,
0000040704,2024-09-18,2024-09-17,ok,,111.9917,2024-08-25,0.0370,563800000,1.000000,
0000040704,2024-12-18,2024-12-17,ok,,106.7999,2024-11-24,0.0450,560400000,1.000000,
0000040704,2025-03-19,2025-03-18,ok,,110.0503,2025-02-23,0.0425,555000000,1.000000,
0000040704,2025-06-26,2025-06-25,ok,,102.5352,2025-05-25,0.0426,557500000,1.000000,
0000040704,2025-09-17,2025-09-16,ok,,111.9936,2025-08-24,0.0406,542500000,1.000000,
0000040704,2025-12-17,2025-12-16,ok,,113.1337,2025-11-23,0.0416,537300000,1.000000,
0000040704,2026-03-18,2026-03-17,ok,,112.6663,2026-02-22,0.0426,537300000,1.000000,
0000040704,2026-07-01,2026-06-30,ok,,159.0940,2026-05-31,0.0448,537700000,1.000000,
0000046080,2010-07-30,2010-07-29,no_annual,无 filed≤F 的年报行,,,,,,
0000046080,2010-11-04,2010-11-03,no_annual,无 filed≤F 的年报行,,,,,,
0000046080,2011-02-23,2011-02-22,ok,,36.1922,2010-12-26,0.0349,137040353,1.000000,
0000046080,2011-05-04,2011-05-03,ok,,37.6234,2011-03-27,0.0325,136238227,1.000000,
0000046080,2011-07-29,2011-07-28,ok,,36.7370,2011-06-26,0.0282,139241000,1.000000,
0000046080,2011-11-02,2011-11-01,ok,,37.4232,2011-09-25,0.0203,134924000,1.000000,
0000046080,2012-02-22,2012-02-21,ok,,43.0994,2011-12-25,0.0201,136697000,1.000000,
0000046080,2012-05-10,2012-05-09,ok,,46.0535,2012-04-01,0.0189,129569000,1.000000,
0000046080,2012-08-03,2012-08-02,ok,,44.8592,2012-07-01,0.0160,132118000,1.000000,
0000046080,2012-11-07,2012-11-06,ok,,47.3216,2012-09-30,0.0168,132483000,1.000000,
0000046080,2013-02-27,2013-02-26,ok,,47.4115,2012-12-30,0.0191,131926000,1.000000,
0000046080,2013-05-08,2013-05-07,ok,,50.0330,2013-03-31,0.0181,129373783,1.000000,
0000046080,2013-07-31,2013-07-30,ok,,45.3444,2013-06-30,0.0260,131980000,1.000000,
0000046080,2013-11-05,2013-11-04,ok,,47.5724,2013-09-29,0.0269,131845000,1.000000,
0000046080,2014-02-26,2014-02-25,ok,,47.6871,2013-12-29,0.0267,131788000,1.000000,
0000046080,2014-05-06,2014-05-05,ok,,41.3187,2014-03-30,0.0261,132733000,1.000000,
0000046080,2014-07-31,2014-07-30,ok,,40.0498,2014-06-29,0.0258,130930000,1.000000,
0000046080,2014-11-05,2014-11-04,ok,,38.2650,2014-09-28,0.0236,128703000,1.000000,
0000046080,2015-02-26,2015-02-25,ok,,47.5364,2014-12-28,0.0203,129886000,1.000000,
0000046080,2015-05-06,2015-05-05,ok,,47.2605,2015-03-29,0.0225,126342000,1.000000,
0000046080,2015-07-30,2015-07-29,ok,,47.1921,2015-03-29,0.0228,126342000,1.000000,
0000046080,2015-11-04,2015-11-03,ok,,46.3474,2015-09-27,0.0225,126917000,1.000000,
0000046080,2016-02-24,2016-02-23,ok,,57.2574,2015-12-27,0.0175,126688000,1.000000,
0000046080,2016-05-05,2016-05-04,ok,,61.5822,2016-03-27,0.0176,126948000,1.000000,
0000046080,2016-07-26,2016-07-25,ok,,61.0030,2016-06-26,0.0157,127041000,1.000000,
0000046080,2016-11-02,2016-11-01,ok,,73.2704,2016-09-25,0.0181,127178000,1.000000,
0000046080,2017-02-22,2017-02-21,ok,,88.3980,2016-12-25,0.0242,125292000,1.000000,
0000046080,2017-05-10,2017-05-09,ok,,87.3600,2017-04-02,0.0241,127229000,1.000000,
0000046080,2017-08-02,2017-08-01,ok,,86.3156,2017-07-02,0.0227,127367000,1.000000,
0000046080,2017-11-08,2017-11-07,ok,,89.4947,2017-10-01,0.0232,127150000,1.000000,
0000046080,2018-02-26,2018-02-23,ok,,135.1109,2017-12-31,0.0286,127031000,1.000000,
0000046080,2018-05-02,2018-05-01,ok,,129.9481,2018-04-01,0.0297,125073000,1.000000,
0000046080,2018-08-01,2018-07-31,ok,,109.7465,2018-07-01,0.0300,126335000,1.000000,
0000046080,2018-11-01,2018-10-31,ok,,99.3279,2018-09-30,0.0314,127892000,1.000000,
0000046080,2019-02-26,2019-02-25,ok,,91.6420,2018-12-30,0.0264,126890000,1.000000,
0000046080,2019-05-01,2019-04-30,ok,,91.0057,2019-03-31,0.0252,126816000,1.000000,
0000046080,2019-07-31,2019-07-30,ok,,82.2179,2019-06-30,0.0202,126847000,1.000000,
0000046080,2019-10-22,2019-10-21,ok,,84.2596,2019-09-29,0.0178,127204000,1.000000,
0000046080,2020-02-27,2020-02-26,ok,,78.7105,2019-12-29,0.0130,128499000,1.000000,
0000046080,2020-05-07,2020-05-06,ok,,32.2169,2020-03-29,0.0063,137147000,1.000000,
0000046080,2020-07-30,2020-07-29,ok,,26.9991,2020-06-28,0.0055,137238000,1.000000,
0000046080,2020-11-04,2020-11-03,ok,,34.3364,2020-09-27,0.0078,137490000,1.000000,
0000046080,2021-02-24,2021-02-23,ok,,48.2593,2020-12-27,0.0138,137554000,1.000000,
0000046080,2021-04-29,2021-04-28,ok,,39.3939,2021-03-28,0.0165,138100000,1.000000,
0000046080,2021-07-28,2021-07-27,ok,,38.0958,2021-06-27,0.0126,137800000,1.000000,
0000046080,2021-10-27,2021-10-26,ok,,44.8850,2021-09-26,0.0154,138500000,1.000000,
0000046080,2022-02-23,2022-02-22,ok,,72.3780,2021-12-26,0.0199,138400000,1.000000,
0000046080,2022-04-27,2022-04-26,ok,,75.3685,2022-03-27,0.0282,139600000,1.000000,
0000046080,2022-07-26,2022-07-25,ok,,81.5559,2022-06-26,0.0281,139200000,1.000000,
0000046080,2022-10-26,2022-10-25,ok,,59.9629,2022-09-25,0.0404,138500000,1.000000,
0000046080,2023-02-22,2023-02-21,ok,,46.9572,2022-12-25,0.0393,138900000,1.000000,
0000046080,2023-05-03,2023-05-02,ok,,56.8304,2023-04-02,0.0338,138600000,1.000000,
0000046080,2023-08-04,2023-08-03,rejected,最新报告口径 NOPAT=-0.05b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2023-07-02,0.0405,138800000,,
0000046080,2023-11-01,2023-10-31,rejected,最新报告口径 NOPAT=-0.35b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2023-10-01,0.0477,138800000,,
0000046080,2024-02-28,2024-02-27,rejected,最新报告口径 NOPAT=-1.20b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2023-12-31,0.0427,138800000,,
0000046080,2024-05-01,2024-04-30,rejected,最新报告口径 NOPAT=-1.13b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2024-03-31,0.0463,139300000,,
0000046080,2024-07-31,2024-07-30,rejected,最新报告口径 NOPAT=-0.81b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2024-06-30,0.0409,140000000,,
0000046080,2024-10-31,2024-10-30,rejected,最新报告口径 NOPAT=-0.41b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2024-09-29,0.0428,140500000,,
0000046080,2025-02-27,2025-02-26,rejected,结构断点 2024-12-29 之后财年仅 1 < 要求 3 年,,2024-12-29,0.0429,140300000,,
0000046080,2025-05-06,2025-05-05,rejected,结构断点 2024-12-29 之后财年仅 1 < 要求 3 年,,2025-03-30,0.0430,141000000,,
0000046080,2025-07-31,2025-07-30,rejected,结构断点 2024-12-29 之后财年仅 1 < 要求 3 年,,2025-06-29,0.0437,140300000,,
0000046080,2025-11-05,2025-11-04,rejected,结构断点 2024-12-29 之后财年仅 1 < 要求 3 年,,2025-09-28,0.0417,142200000,,
0000046080,2026-02-25,2026-02-24,rejected,结构断点 2024-12-29 之后财年仅 2 < 要求 3 年,,2025-12-28,0.0405,140200000,,
0000046080,2026-05-13,2026-05-12,rejected,结构断点 2024-12-29 之后财年仅 2 < 要求 3 年,,2026-03-29,0.0446,143200000,,
0000046080,2026-07-30,2026-07-29,rejected,结构断点 2024-12-29 之后财年仅 2 < 要求 3 年,,2026-06-28,0.0468,143100000,,
0000048465,2010-09-03,2010-09-02,no_annual,无 filed≤F 的年报行,,,,,,
0000048465,2010-12-21,2010-12-20,rejected,最新报告口径 NOPAT 不可得（息税前利润或税率缺失）,,2010-10-31,0.0335,135349000,,
0000048465,2011-03-11,2011-03-10,rejected,最新报告口径 NOPAT 不可得（息税前利润或税率缺失）,,2010-10-31,0.0340,135349000,,
0000048465,2011-06-10,2011-06-09,rejected,最新报告口径 NOPAT 不可得（息税前利润或税率缺失）,,2010-10-31,0.0299,135349000,,
0000048465,2011-09-09,2011-09-08,rejected,最新报告口径 NOPAT 不可得（息税前利润或税率缺失）,,2010-10-31,0.0193,135349000,,
0000048465,2011-12-21,2011-12-20,ok,,26.1777,2011-10-30,0.0198,271915000,1.000000,
0000048465,2012-03-09,2012-03-08,ok,,26.2712,2012-01-29,0.0204,269608000,1.000000,
0000048465,2012-06-08,2012-06-07,ok,,28.5623,2012-04-29,0.0165,269061000,1.000000,
0000048465,2012-09-07,2012-09-06,ok,,29.9179,2012-07-29,0.0167,268746000,1.000000,
0000048465,2012-12-19,2012-12-18,ok,,28.1839,2012-10-28,0.0182,268891000,1.000000,
0000048465,2013-03-08,2013-03-07,ok,,29.1281,2013-01-27,0.0206,269140000,1.000000,
0000048465,2013-06-07,2013-06-06,ok,,27.1113,2013-04-28,0.0217,270780000,1.000000,
0000048465,2013-09-06,2013-09-05,ok,,26.7579,2013-07-28,0.0294,270769000,1.000000,
0000048465,2013-12-18,2013-12-17,ok,,29.9474,2013-10-27,0.0289,270224000,1.000000,
0000048465,2014-03-07,2014-03-06,ok,,31.8094,2014-01-26,0.0280,270224000,1.000000,
0000048465,2014-06-06,2014-06-05,ok,,32.4244,2014-04-27,0.0260,270410000,1.000000,
0000048465,2014-09-05,2014-09-04,ok,,33.5684,2014-07-27,0.0246,270400000,1.000000,
0000048465,2014-12-17,2014-12-16,ok,,31.6518,2014-10-26,0.0214,270216000,1.000000,
0000048465,2015-03-06,2015-03-05,ok,,33.6790,2015-01-25,0.0224,270061000,1.000000,
0000048465,2015-06-05,2015-06-04,ok,,35.7204,2015-04-26,0.0241,270444000,1.000000,
0000048465,2015-09-04,2015-09-03,ok,,36.3409,2015-07-26,0.0213,270602000,1.000000,
0000048465,2015-12-16,2015-12-15,ok,,36.2157,2015-10-25,0.0230,270501000,1.000000,
0000048465,2016-03-04,2016-03-03,ok,,20.9473,2016-01-24,0.0188,542737000,1.000000,2016-02-10:2:restated
0000048465,2016-06-03,2016-06-02,ok,,22.8296,2016-04-24,0.0171,543769000,1.000000,
0000048465,2016-09-02,2016-09-01,ok,,25.2425,2016-07-24,0.0160,542163000,1.000000,
0000048465,2016-12-21,2016-12-20,ok,,23.3344,2016-10-30,0.0255,542473000,1.000000,
0000048465,2017-03-10,2017-03-09,ok,,24.5642,2017-01-29,0.0258,540064000,1.000000,
0000048465,2017-06-09,2017-06-08,ok,,25.5746,2017-04-30,0.0221,539635000,1.000000,
0000048465,2017-09-08,2017-09-07,ok,,26.1397,2017-07-30,0.0206,538814000,1.000000,
0000048465,2017-12-20,2017-12-19,ok,,23.2271,2017-10-29,0.0249,539116000,1.000000,
0000048465,2018-03-09,2018-03-08,ok,,24.7830,2018-01-28,0.0290,543482000,1.000000,
0000048465,2018-06-08,2018-06-07,ok,,25.4512,2018-04-29,0.0293,542811000,1.000000,
0000048465,2018-09-07,2018-09-06,ok,,26.2294,2018-07-29,0.0294,543762000,1.000000,
0000048465,2018-12-07,2018-12-06,ok,,27.4047,2018-10-28,0.0285,543869000,1.000000,
0000048465,2019-03-05,2019-03-04,ok,,27.4852,2019-01-27,0.0272,547118000,1.000000,
0000048465,2019-06-04,2019-06-03,ok,,30.0355,2019-04-28,0.0212,546330000,1.000000,
0000048465,2019-09-03,2019-08-30,ok,,31.6270,2019-07-28,0.0147,543678000,1.000000,
0000048465,2019-12-06,2019-12-05,ok,,29.2309,2019-10-27,0.0184,545232000,1.000000,
0000048465,2020-03-03,2020-03-02,ok,,31.5891,2020-01-26,0.0102,544815000,1.000000,
0000048465,2020-06-02,2020-06-01,ok,,31.6526,2020-04-26,0.0068,546373000,1.000000,
0000048465,2020-09-01,2020-08-31,ok,,33.1995,2020-07-26,0.0068,547149000,1.000000,
0000048465,2020-12-04,2020-12-03,ok,,32.4269,2020-10-25,0.0097,546592000,1.000000,
0000048465,2021-03-02,2021-03-01,ok,,32.2552,2021-01-24,0.0142,547444000,1.000000,
0000048465,2021-06-01,2021-05-28,ok,,31.8587,2021-04-25,0.0162,547536000,1.000000,
0000048465,2021-09-03,2021-09-02,ok,,29.5902,2021-07-25,0.0133,548072000,1.000000,
0000048465,2021-12-10,2021-12-09,ok,,29.7544,2021-10-31,0.0148,547580000,1.000000,
0000048465,2022-03-08,2022-03-07,ok,,30.5165,2022-01-30,0.0186,547928000,1.000000,
0000048465,2022-06-02,2022-06-01,ok,,30.6638,2022-05-01,0.0292,550036000,1.000000,
0000048465,2022-09-01,2022-08-31,ok,,29.4919,2022-07-31,0.0326,550167000,1.000000,
0000048465,2022-12-06,2022-12-05,ok,,29.5150,2022-10-30,0.0351,549566000,1.000000,
0000048465,2023-03-02,2023-03-01,ok,,25.7513,2023-01-29,0.0408,550031000,1.000000,
0000048465,2023-06-01,2023-05-31,ok,,27.7228,2023-04-30,0.0361,549013000,1.000000,
0000048465,2023-08-31,2023-08-30,ok,,24.9741,2023-07-30,0.0409,548637000,1.000000,
0000048465,2023-12-06,2023-12-05,ok,,26.5603,2023-10-29,0.0412,548982000,1.000000,
0000048465,2024-02-29,2024-02-28,ok,,26.6252,2024-01-28,0.0425,547920000,1.000000,
0000048465,2024-05-30,2024-05-29,ok,,26.8669,2024-04-28,0.0455,548685000,1.000000,
0000048465,2024-09-04,2024-09-03,ok,,27.7345,2024-07-28,0.0377,549266000,1.000000,
0000048465,2024-12-05,2024-12-04,ok,,24.4760,2024-10-27,0.0417,548832000,1.000000,
0000048465,2025-02-27,2025-02-26,ok,,25.0490,2025-01-26,0.0429,549854000,1.000000,
0000048465,2025-05-29,2025-05-28,ok,,24.4995,2025-04-27,0.0443,550611000,1.000000,
0000048465,2025-08-28,2025-08-27,ok,,25.0662,2025-07-27,0.0422,550723000,1.000000,
0000048465,2025-12-05,2025-12-04,ok,,21.7475,2025-10-26,0.0414,550496000,1.000000,
0000048465,2026-02-26,2026-02-25,ok,,22.7142,2026-01-25,0.0402,550706000,1.000000,
0000048465,2026-05-28,2026-05-27,ok,,20.6625,2026-04-26,0.0445,550915000,1.000000,
0000048465,2026-08-27,2026-08-26,ok,,19.7584,2026-07-26,0.0467,551074000,1.000000,
0000049826,2009-08-07,2009-08-06,no_annual,无 filed≤F 的年报行,,,,,,
0000049826,2009-10-30,2009-10-29,no_annual,无 filed≤F 的年报行,,,,,,
0000049826,2010-02-26,2010-02-25,ok,,44.5954,2009-12-31,0.0361,502408086,1.000000,
0000049826,2010-05-07,2010-05-06,ok,,46.5014,2010-03-31,0.0345,505014000,1.000000,
0000049826,2010-08-06,2010-08-05,ok,,51.3847,2010-06-30,0.0286,506297000,1.000000,
0000049826,2010-10-29,2010-10-28,ok,,54.5729,2010-09-30,0.0263,503149000,1.000000,
0000049826,2011-02-28,2011-02-25,ok,,45.3868,2010-12-31,0.0342,503350000,1.000000,
0000049826,2011-05-06,2011-05-05,ok,,52.6048,2011-03-31,0.0319,502710000,1.000000,
0000049826,2011-08-05,2011-08-04,ok,,58.9259,2011-06-30,0.0258,501861000,1.000000,
0000049826,2011-10-28,2011-10-27,ok,,65.5839,2011-09-30,0.0234,488776000,1.000000,
0000049826,2012-02-17,2012-02-16,ok,,65.9881,2011-12-31,0.0201,494646000,1.000000,
0000049826,2012-05-04,2012-05-03,ok,,66.0348,2012-03-31,0.0191,485600000,1.000000,
0000049826,2012-08-03,2012-08-02,ok,,75.3889,2012-06-30,0.0160,476100000,1.000000,
0000049826,2012-10-26,2012-10-25,ok,,81.2433,2012-09-30,0.0178,468100000,1.000000,
0000049826,2013-02-19,2013-02-15,ok,,90.8291,2012-12-31,0.0203,469800000,1.000000,
0000049826,2013-05-03,2013-05-02,ok,,97.1305,2013-03-31,0.0178,454800000,1.000000,
0000049826,2013-08-02,2013-08-01,ok,,96.3272,2013-06-30,0.0263,452500000,1.000000,
0000049826,2013-11-01,2013-10-31,ok,,98.8547,2013-09-30,0.0265,448900000,1.000000,
0000049826,2014-02-14,2014-02-13,ok,,93.6406,2013-12-31,0.0275,449300000,1.000000,
0000049826,2014-05-02,2014-05-01,ok,,103.3448,2014-03-31,0.0260,425000000,1.000000,
0000049826,2014-08-08,2014-08-07,ok,,125.1934,2014-06-30,0.0244,407600000,1.000000,
0000049826,2014-10-31,2014-10-30,ok,,135.0239,2014-09-30,0.0235,396800000,1.000000,
0000049826,2015-02-13,2015-02-12,ok,,93.7342,2014-12-31,0.0202,404600000,1.000000,
0000049826,2015-05-07,2015-05-06,ok,,110.5273,2015-03-31,0.0218,379200000,1.000000,
0000049826,2015-08-07,2015-08-06,ok,,114.6748,2015-06-30,0.0218,368400000,1.000000,
